K0 300G vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04       i03
1.3350e+02 1.5600e-13 1.4251e-13 1.3603e-13 1.3153e-13 1.2920e-13 1.2892e-13 1.3082e-13 1.3674e-13 1.5026e-13
1.3450e+02 1.8481e-13 1.6903e-13 1.6141e-13 1.5608e-13 1.5328e-13 1.5289e-13 1.5505e-13 1.6192e-13 1.7765e-13
1.3550e+02 2.1709e-13 1.9896e-13 1.9023e-13 1.8412e-13 1.8093e-13 1.8049e-13 1.8303e-13 1.9106e-13 2.0940e-13
1.3650e+02 2.5484e-13 2.3398e-13 2.2397e-13 2.1698e-13 2.1333e-13 2.1281e-13 2.1579e-13 2.2503e-13 2.4650e-13
1.3750e+02 2.9758e-13 2.7380e-13 2.6249e-13 2.5460e-13 2.5048e-13 2.4989e-13 2.5342e-13 2.6408e-13 2.8898e-13
1.3850e+02 3.4747e-13 3.2029e-13 3.0741e-13 2.9845e-13 2.9377e-13 2.9306e-13 2.9713e-13 3.0948e-13 3.3816e-13
1.3950e+02 4.0521e-13 3.7410e-13 3.5941e-13 3.4919e-13 3.4377e-13 3.4299e-13 3.4760e-13 3.6191e-13 3.9506e-13
1.4050e+02 4.7373e-13 4.3762e-13 4.2030e-13 4.0817e-13 4.0163e-13 4.0037e-13 4.0541e-13 4.2156e-13 4.5920e-13
1.4150e+02 5.5072e-13 5.0912e-13 4.8910e-13 4.7502e-13 4.6732e-13 4.6562e-13 4.7113e-13 4.8921e-13 5.3201e-13
1.4250e+02 6.3862e-13 5.9099e-13 5.6781e-13 5.5143e-13 5.4222e-13 5.3992e-13 5.4572e-13 5.6579e-13 6.1360e-13
1.4350e+02 7.3948e-13 6.8487e-13 6.5811e-13 6.3908e-13 6.2818e-13 6.2512e-13 6.3127e-13 6.5348e-13 7.0717e-13
1.4420e+02 8.2756e-13 7.6527e-13 7.3415e-13 7.1174e-13 6.9868e-13 6.9452e-13 7.0049e-13 7.2432e-13 7.8257e-13
1.4470e+02 8.8024e-13 8.1559e-13 7.8333e-13 7.6008e-13 7.4653e-13 7.4188e-13 7.4782e-13 7.7241e-13 8.3315e-13
1.4550e+02 9.8877e-13 9.1638e-13 8.7993e-13 8.5345e-13 8.3778e-13 8.3215e-13 8.3812e-13 8.6481e-13 9.3132e-13
1.4650e+02 1.1410e-12 1.0578e-12 1.0155e-12 9.8462e-13 9.6600e-13 9.5879e-13 9.6462e-13 9.9379e-13 1.0677e-12
1.4750e+02 1.3015e-12 1.2092e-12 1.1622e-12 1.1280e-12 1.1070e-12 1.0986e-12 1.1048e-12 1.1370e-12 1.2191e-12
1.4850e+02 1.4992e-12 1.3929e-12 1.3383e-12 1.2981e-12 1.2730e-12 1.2624e-12 1.2683e-12 1.3035e-12 1.3951e-12
1.4950e+02 1.7300e-12 1.6064e-12 1.5417e-12 1.4937e-12 1.4635e-12 1.4497e-12 1.4552e-12 1.4934e-12 1.5958e-12
1.5050e+02 1.9870e-12 1.8447e-12 1.7693e-12 1.7131e-12 1.6771e-12 1.6602e-12 1.6645e-12 1.7058e-12 1.8188e-12
1.5120e+02 2.1476e-12 1.9998e-12 1.9227e-12 1.8652e-12 1.8282e-12 1.8107e-12 1.8155e-12 1.8598e-12 1.9808e-12
1.5170e+02 2.2674e-12 2.1161e-12 2.0373e-12 1.9788e-12 1.9408e-12 1.9223e-12 1.9268e-12 1.9716e-12 2.0953e-12
1.5250e+02 1.9844e-12 1.7831e-12 1.6418e-12 1.5189e-12 1.4111e-12 1.3141e-12 1.2248e-12 1.1406e-12 1.0628e-12
1.5350e+02 2.7412e-12 2.4318e-12 2.2098e-12 2.0185e-12 1.8549e-12 1.7107e-12 1.5778e-12 1.4528e-12 1.3364e-12
1.5450e+02 3.1121e-12 2.7688e-12 2.5222e-12 2.3080e-12 2.1234e-12 1.9604e-12 1.8094e-12 1.6662e-12 1.5302e-12
1.5550e+02 3.8710e-12 3.4353e-12 3.1190e-12 2.8422e-12 2.6040e-12 2.3942e-12 2.1990e-12 2.0131e-12 1.8345e-12
1.5650e+02 4.2148e-12 3.7562e-12 3.4235e-12 3.1323e-12 2.8799e-12 2.6564e-12 2.4472e-12 2.2477e-12 2.0541e-12
1.5750e+02 5.4238e-12 4.8316e-12 4.3940e-12 4.0037e-12 3.6625e-12 3.3581e-12 3.0724e-12 2.7952e-12 2.5222e-12
1.5850e+02 6.3025e-12 5.6175e-12 5.1093e-12 4.6543e-12 4.2558e-12 3.8996e-12 3.5651e-12 3.2390e-12 2.9154e-12
1.5950e+02 7.1181e-12 6.3476e-12 5.7747e-12 5.2613e-12 4.8118e-12 4.4093e-12 4.0310e-12 3.6610e-12 3.2925e-12
1.6050e+02 8.0371e-12 7.1716e-12 6.5260e-12 5.9485e-12 5.4429e-12 4.9883e-12 4.5611e-12 4.1416e-12 3.7216e-12
1.6150e+02 8.9462e-12 7.9878e-12 7.2725e-12 6.6347e-12 6.0764e-12 5.5747e-12 5.1027e-12 4.6379e-12 4.1719e-12
1.6250e+02 1.0136e-11 9.0646e-12 8.2632e-12 7.5471e-12 6.9159e-12 6.3482e-12 5.8099e-12 5.2790e-12 4.7409e-12
1.6350e+02 1.1555e-11 1.0350e-11 9.4478e-12 8.6391e-12 7.9265e-12 7.2825e-12 6.6701e-12 6.0648e-12 5.4497e-12
1.6450e+02 1.4091e-11 1.2623e-11 1.1514e-11 1.0511e-11 9.6232e-12 8.8204e-12 8.0547e-12 7.2931e-12 6.5137e-12
1.6550e+02 1.3342e-11 1.2046e-11 1.1075e-11 1.0203e-11 9.4224e-12 8.7060e-12 8.0177e-12 7.3295e-12 6.6262e-12
1.6650e+02 1.7264e-11 1.5524e-11 1.4203e-11 1.3004e-11 1.1935e-11 1.0962e-11 1.0031e-11 9.0983e-12 8.1356e-12
1.6720e+02 1.6267e-11 1.4684e-11 1.3494e-11 1.2423e-11 1.1465e-11 1.0585e-11 9.7402e-12 8.8919e-12 8.0193e-12
1.6770e+02 1.8599e-11 1.6782e-11 1.5288e-11 1.3908e-11 1.2636e-11 1.1429e-11 1.0177e-11 8.8788e-12 7.3716e-12
1.6850e+02 2.2393e-11 2.0194e-11 1.8368e-11 1.6671e-11 1.5103e-11 1.3609e-11 1.2068e-11 1.0467e-11 8.6158e-12
1.6950e+02 2.9490e-11 2.6636e-11 2.4202e-11 2.1896e-11 1.9724e-11 1.7634e-11 1.5486e-11 1.3252e-11 1.0711e-11
1.7050e+02 3.4414e-11 3.1008e-11 2.8109e-11 2.5360e-11 2.2787e-11 2.0309e-11 1.7775e-11 1.5144e-11 1.2175e-11
1.7150e+02 3.5744e-11 3.2160e-11 2.9182e-11 2.6376e-11 2.3768e-11 2.1237e-11 1.8629e-11 1.5880e-11 1.2759e-11
1.7250e+02 4.3057e-11 3.8812e-11 3.5250e-11 3.1880e-11 2.8721e-11 2.5646e-11 2.2470e-11 1.9108e-11 1.5291e-11
1.7350e+02 4.8721e-11 4.3851e-11 3.9794e-11 3.5960e-11 3.2371e-11 2.8871e-11 2.5258e-11 2.1430e-11 1.7079e-11
1.7450e+02 5.9116e-11 5.3222e-11 4.8279e-11 4.3597e-11 3.9197e-11 3.4899e-11 3.0470e-11 2.5775e-11 2.0467e-11
1.7550e+02 7.1275e-11 6.3847e-11 5.7660e-11 5.1836e-11 4.6374e-11 4.1052e-11 3.5596e-11 2.9835e-11 2.3363e-11
1.7650e+02 7.3459e-11 6.6293e-11 6.0202e-11 5.4394e-11 4.8896e-11 4.3519e-11 3.7964e-11 3.2059e-11 2.5363e-11
1.7750e+02 7.9816e-11 7.1740e-11 6.4956e-11 5.8549e-11 5.2541e-11 4.6682e-11 4.0658e-11 3.4276e-11 2.7056e-11
1.7850e+02 9.9351e-11 8.9388e-11 8.1037e-11 7.3124e-11 6.5634e-11 5.8289e-11 5.0714e-11 4.2656e-11 3.3569e-11
1.7950e+02 1.0662e-10 9.5563e-11 8.6385e-11 7.7760e-11 6.9631e-11 6.1703e-11 5.3535e-11 4.4871e-11 3.5082e-11
1.8050e+02 1.2218e-10 1.1028e-10 1.0019e-10 9.0572e-11 8.1402e-11 7.2361e-11 6.2998e-11 5.3001e-11 4.1674e-11
1.8150e+02 1.2508e-10 1.1304e-10 1.0268e-10 9.2777e-11 8.3374e-11 7.4128e-11 6.4575e-11 5.4388e-11 4.2805e-11
1.8250e+02 1.4619e-10 1.3245e-10 1.2061e-10 1.0921e-10 9.8287e-11 8.7459e-11 7.6214e-11 6.4160e-11 5.0433e-11
1.8350e+02 1.6148e-10 1.4603e-10 1.3274e-10 1.1999e-10 1.0780e-10 9.5759e-11 8.3287e-11 6.9944e-11 5.4756e-11
1.8450e+02 1.5049e-10 1.3716e-10 1.2550e-10 1.1421e-10 1.0337e-10 9.2614e-11 8.1388e-11 6.9315e-11 5.5396e-11
1.8550e+02 1.8252e-10 1.6538e-10 1.5055e-10 1.3626e-10 1.2256e-10 1.0902e-10 9.4990e-11 7.9964e-11 6.2838e-11
1.8650e+02 2.1127e-10 1.9101e-10 1.7384e-10 1.5745e-10 1.4176e-10 1.2621e-10 1.1007e-10 9.2747e-11 7.3022e-11
1.8750e+02 2.3107e-10 2.0893e-10 1.9005e-10 1.7198e-10 1.5464e-10 1.3748e-10 1.1966e-10 1.0052e-10 7.8704e-11
1.8850e+02 2.5216e-10 2.2812e-10 2.0766e-10 1.8811e-10 1.6937e-10 1.5077e-10 1.3142e-10 1.1059e-10 8.6825e-11
1.8950e+02 2.9853e-10 2.7019e-10 2.4597e-10 2.2276e-10 2.0035e-10 1.7802e-10 1.5479e-10 1.2972e-10 1.0116e-10
1.9050e+02 3.0675e-10 2.7818e-10 2.5358e-10 2.2992e-10 2.0709e-10 1.8436e-10 1.6066e-10 1.3513e-10 1.0595e-10
1.9150e+02 3.4646e-10 3.1465e-10 2.8719e-10 2.6069e-10 2.3503e-10 2.0939e-10 1.8261e-10 1.5369e-10 1.2060e-10
1.9250e+02 3.6493e-10 3.3216e-10 3.0311e-10 2.7486e-10 2.4744e-10 2.2013e-10 1.9166e-10 1.6095e-10 1.2583e-10
1.9350e+02 3.1212e-10 2.8499e-10 2.6054e-10 2.3682e-10 2.1423e-10 1.9209e-10 1.6910e-10 1.4448e-10 1.1561e-10
1.9450e+02 4.4604e-10 4.0548e-10 3.6994e-10 3.3555e-10 3.0210e-10 2.6868e-10 2.3380e-10 1.9608e-10 1.5305e-10
1.9550e+02 4.8962e-10 4.4619e-10 4.0816e-10 3.7125e-10 3.3518e-10 2.9891e-10 2.6092e-10 2.1969e-10 1.7247e-10
1.9670e+02 5.7241e-10 5.1984e-10 4.7420e-10 4.3018e-10 3.8727e-10 3.4417e-10 2.9914e-10 2.5025e-10 1.9447e-10
1.9760e+02 5.9488e-10 5.4373e-10 4.9807e-10 4.5342e-10 4.0945e-10 3.6507e-10 3.1846e-10 2.6776e-10 2.0980e-10
1.9840e+02 6.3994e-10 5.8272e-10 5.3262e-10 4.8418e-10 4.3687e-10 3.8919e-10 3.3914e-10 2.8463e-10 2.2231e-10
1.9950e+02 6.7920e-10 6.1817e-10 5.6483e-10 5.1331e-10 4.6304e-10 4.1242e-10 3.5934e-10 3.0154e-10 2.3525e-10
2.0050e+02 7.1001e-10 6.4726e-10 5.9234e-10 5.3925e-10 4.8733e-10 4.3504e-10 3.8010e-10 3.2017e-10 2.5134e-10
2.0150e+02 7.8703e-10 7.1709e-10 6.5604e-10 5.9713e-10 5.3950e-10 4.8141e-10 4.2039e-10 3.5387e-10 2.7751e-10
2.0250e+02 7.3731e-10 6.7480e-10 6.1893e-10 5.6461e-10 5.1145e-10 4.5791e-10 4.0164e-10 3.4029e-10 2.6936e-10
2.0350e+02 8.9877e-10 8.1925e-10 7.4980e-10 6.8277e-10 6.1717e-10 5.5105e-10 4.8152e-10 4.0574e-10 3.1866e-10
2.0450e+02 9.9013e-10 9.0120e-10 8.2386e-10 7.4947e-10 6.7682e-10 6.0359e-10 5.2667e-10 4.4288e-10 3.4668e-10
2.0550e+02 1.0626e-09 9.7028e-10 8.8876e-10 8.0981e-10 7.3229e-10 6.5393e-10 5.7146e-10 4.8146e-10 3.7815e-10
2.0650e+02 1.1079e-09 1.0124e-09 9.2786e-10 8.4574e-10 7.6505e-10 6.8345e-10 5.9758e-10 5.0383e-10 3.9596e-10
2.0740e+02 1.1448e-09 1.0475e-09 9.5959e-10 8.7361e-10 7.8928e-10 7.0440e-10 6.1558e-10 5.1874e-10 4.0710e-10
2.0780e+02 1.3108e-09 1.1935e-09 1.0954e-09 1.0047e-09 9.1652e-10 8.2888e-10 7.3430e-10 6.3023e-10 5.1529e-10
2.0850e+02 1.3937e-09 1.2724e-09 1.1709e-09 1.0760e-09 9.8338e-10 8.9069e-10 7.9026e-10 6.7867e-10 5.5419e-10
2.0950e+02 1.8052e-09 1.6122e-09 1.4622e-09 1.3297e-09 1.2056e-09 1.0847e-09 9.5664e-10 8.1508e-10 6.5597e-10
2.1050e+02 2.5345e-09 2.1440e-09 1.8608e-09 1.6286e-09 1.4298e-09 1.2530e-09 1.0821e-09 9.0570e-10 7.1539e-10
2.1150e+02 3.1471e-09 2.6028e-09 2.2136e-09 1.9014e-09 1.6423e-09 1.4196e-09 1.2131e-09 1.0055e-09 7.8457e-10
2.1250e+02 2.9499e-09 2.4856e-09 2.1480e-09 1.8726e-09 1.6390e-09 1.4335e-09 1.2376e-09 1.0375e-09 8.2223e-10
2.1350e+02 3.4784e-09 2.9243e-09 2.5156e-09 2.1800e-09 1.8960e-09 1.6487e-09 1.4175e-09 1.1858e-09 9.4002e-10
2.1450e+02 3.9835e-09 3.2577e-09 2.7347e-09 2.3165e-09 1.9749e-09 1.6892e-09 1.4332e-09 1.1841e-09 9.2469e-10
2.1550e+02 3.9140e-09 3.2383e-09 2.7532e-09 2.3635e-09 2.0409e-09 1.7661e-09 1.5140e-09 1.2638e-09 9.9900e-10
2.1650e+02 3.6605e-09 3.0883e-09 2.6693e-09 2.3258e-09 2.0343e-09 1.7787e-09 1.5364e-09 1.2894e-09 1.0248e-09
2.1750e+02 3.8614e-09 3.2692e-09 2.8370e-09 2.4821e-09 2.1790e-09 1.9106e-09 1.6536e-09 1.3894e-09 1.1052e-09
2.1850e+02 4.7142e-09 3.8658e-09 3.2577e-09 2.7734e-09 2.3781e-09 2.0469e-09 1.7477e-09 1.4542e-09 1.1454e-09
2.1950e+02 5.1046e-09 4.2418e-09 3.6160e-09 3.1101e-09 2.6895e-09 2.3290e-09 1.9968e-09 1.6650e-09 1.3103e-09
2.2050e+02 5.1292e-09 4.2872e-09 3.6676e-09 3.1620e-09 2.7384e-09 2.3737e-09 2.0355e-09 1.6984e-09 1.3387e-09
2.2150e+02 4.6566e-09 4.0063e-09 3.5147e-09 3.1003e-09 2.7390e-09 2.4153e-09 2.1016e-09 1.7790e-09 1.4287e-09
2.2250e+02 5.9333e-09 4.9618e-09 4.2367e-09 3.6427e-09 3.1443e-09 2.7173e-09 2.3265e-09 1.9420e-09 1.5366e-09
2.2350e+02 8.0920e-09 6.6195e-09 5.5116e-09 4.6095e-09 3.8714e-09 3.2617e-09 2.7369e-09 2.2488e-09 1.7527e-09
2.2450e+02 8.2098e-09 6.7813e-09 5.7033e-09 4.8188e-09 4.0867e-09 3.4743e-09 2.9369e-09 2.4305e-09 1.9109e-09
2.2550e+02 7.1231e-09 6.0627e-09 5.2455e-09 4.5571e-09 3.9691e-09 3.4532e-09 2.9765e-09 2.5051e-09 2.0012e-09
2.2650e+02 5.9649e-09 5.1562e-09 4.5329e-09 4.0036e-09 3.5414e-09 3.1247e-09 2.7227e-09 2.3109e-09 1.8615e-09
2.2750e+02 6.5440e-09 5.6932e-09 5.0406e-09 4.4836e-09 3.9943e-09 3.5477e-09 3.1115e-09 2.6579e-09 2.1497e-09
2.2850e+02 8.8328e-09 7.4222e-09 6.3509e-09 5.4617e-09 4.7136e-09 4.0715e-09 3.4920e-09 2.9282e-09 2.3301e-09
2.2950e+02 8.1386e-09 7.0424e-09 6.1964e-09 5.4779e-09 4.8504e-09 4.2871e-09 3.7506e-09 3.2036e-09 2.6053e-09
2.3050e+02 8.7755e-09 7.3884e-09 6.3331e-09 5.4589e-09 4.7220e-09 4.0882e-09 3.5114e-09 2.9477e-09 2.3487e-09
2.3150e+02 9.6776e-09 8.3179e-09 7.2618e-09 6.3673e-09 5.5932e-09 4.9070e-09 4.2641e-09 3.6217e-09 2.9289e-09
2.3250e+02 9.3583e-09 8.1275e-09 7.1610e-09 6.3328e-09 5.6039e-09 4.9453e-09 4.3135e-09 3.6686e-09 2.9627e-09
2.3350e+02 1.0850e-08 9.5132e-09 8.4213e-09 7.4638e-09 6.6069e-09 5.8254e-09 5.0773e-09 4.3216e-09 3.5065e-09
2.3450e+02 8.5512e-09 7.7027e-09 6.9852e-09 6.3311e-09 5.7181e-09 5.1328e-09 4.5442e-09 3.9224e-09 3.2347e-09
2.3550e+02 1.1157e-08 9.6224e-09 8.4065e-09 7.3682e-09 6.4640e-09 5.6587e-09 4.9003e-09 4.1383e-09 3.3172e-09
2.3650e+02 9.7686e-09 8.7874e-09 7.9594e-09 7.2064e-09 6.5022e-09 5.8327e-09 5.1588e-09 4.4461e-09 3.6546e-09
2.3750e+02 1.1005e-08 9.7690e-09 8.7465e-09 7.8364e-09 7.0052e-09 6.2323e-09 5.4697e-09 4.6773e-09 3.8012e-09
2.3850e+02 9.9829e-09 9.1737e-09 8.4761e-09 7.8162e-09 7.1741e-09 6.5390e-09 5.8740e-09 5.1506e-09 4.3356e-09
2.3950e+02 1.1429e-08 1.0350e-08 9.4321e-09 8.5869e-09 7.7873e-09 7.0194e-09 6.2390e-09 5.4066e-09 4.4758e-09
2.4050e+02 1.3351e-08 1.2097e-08 1.1031e-08 1.0049e-08 9.1202e-09 8.2280e-09 7.3269e-09 6.3732e-09 5.3147e-09
2.4150e+02 1.2185e-08 1.1011e-08 1.0037e-08 9.1493e-09 8.3164e-09 7.5182e-09 6.7049e-09 5.8331e-09 4.8521e-09
2.4250e+02 1.7393e-08 1.5055e-08 1.3189e-08 1.1584e-08 1.0177e-08 8.9289e-09 7.7625e-09 6.6037e-09 5.3625e-09
2.4350e+02 1.8457e-08 1.6089e-08 1.4189e-08 1.2538e-08 1.1079e-08 9.7720e-09 8.5401e-09 7.3068e-09 5.9791e-09
2.4450e+02 2.2426e-08 1.9308e-08 1.6815e-08 1.4676e-08 1.2816e-08 1.1184e-08 9.6871e-09 8.2324e-09 6.6984e-09
2.4550e+02 2.4050e-08 2.0698e-08 1.8030e-08 1.5745e-08 1.3761e-08 1.2022e-08 1.0430e-08 8.8806e-09 7.2431e-09
2.4650e+02 1.9064e-08 1.6727e-08 1.4873e-08 1.3267e-08 1.1839e-08 1.0547e-08 9.3007e-09 8.0168e-09 6.6046e-09
2.4750e+02 1.8966e-08 1.6913e-08 1.5280e-08 1.3844e-08 1.2539e-08 1.1327e-08 1.0126e-08 8.8575e-09 7.4372e-09
2.4850e+02 1.1056e-08 1.0311e-08 9.6731e-09 9.0624e-09 8.4508e-09 7.8316e-09 7.1502e-09 6.3795e-09 5.4873e-09
2.4950e+02 1.4770e-08 1.3418e-08 1.2320e-08 1.1323e-08 1.0385e-08 9.4868e-09 8.5540e-09 7.5373e-09 6.3795e-09
2.5050e+02 1.9958e-08 1.7928e-08 1.6297e-08 1.4844e-08 1.3503e-08 1.2236e-08 1.0952e-08 9.5714e-09 8.0016e-09
2.5130e+02 1.4720e-08 1.3795e-08 1.2979e-08 1.2175e-08 1.1358e-08 1.0520e-08 9.5927e-09 8.5257e-09 7.2672e-09
2.5180e+02 1.2617e-08 1.1970e-08 1.1356e-08 1.0724e-08 1.0069e-08 9.3693e-09 8.6253e-09 7.7706e-09 6.8076e-09
2.5250e+02 1.2898e-08 1.2205e-08 1.1564e-08 1.0917e-08 1.0254e-08 9.5558e-09 8.8173e-09 7.9765e-09 7.0305e-09
2.5350e+02 1.8196e-08 1.7092e-08 1.6105e-08 1.5134e-08 1.4158e-08 1.3152e-08 1.2099e-08 1.0912e-08 9.5495e-09
2.5450e+02 2.1573e-08 2.0077e-08 1.8758e-08 1.7482e-08 1.6227e-08 1.4957e-08 1.3650e-08 1.2211e-08 1.0587e-08
2.5550e+02 4.2914e-08 3.7636e-08 3.3109e-08 2.9009e-08 2.5286e-08 2.1873e-08 1.8730e-08 1.5709e-08 1.2722e-08
2.5650e+02 3.7679e-08 3.3258e-08 2.9438e-08 2.5953e-08 2.2759e-08 1.9796e-08 1.7028e-08 1.4309e-08 1.1552e-08
2.5750e+02 6.2905e-08 5.3750e-08 4.5777e-08 3.8661e-08 3.2351e-08 2.6780e-08 2.1908e-08 1.7552e-08 1.3602e-08
2.5850e+02 6.0388e-08 5.1939e-08 4.4499e-08 3.7793e-08 3.1784e-08 2.6417e-08 2.1662e-08 1.7352e-08 1.3395e-08
2.5950e+02 5.8242e-08 5.0553e-08 4.3782e-08 3.7649e-08 3.2117e-08 2.7120e-08 2.2620e-08 1.8447e-08 1.4500e-08
2.6050e+02 5.4850e-08 4.8561e-08 4.2952e-08 3.7756e-08 3.2943e-08 2.8463e-08 2.4284e-08 2.0258e-08 1.6292e-08
2.6150e+02 5.0292e-08 4.4865e-08 4.0023e-08 3.5516e-08 3.1314e-08 2.7367e-08 2.3644e-08 1.9996e-08 1.6327e-08
2.6250e+02 7.0925e-08 6.2008e-08 5.4121e-08 4.6925e-08 4.0370e-08 3.4384e-08 2.8922e-08 2.3803e-08 1.8905e-08
2.6350e+02 1.6494e-07 1.3942e-07 1.1634e-07 9.5450e-08 7.6794e-08 6.0381e-08 4.6303e-08 3.4418e-08 2.4645e-08
2.6450e+02 1.8976e-07 1.5919e-07 1.3158e-07 1.0663e-07 8.4422e-08 6.5022e-08 4.8552e-08 3.4901e-08 2.3895e-08
2.6550e+02 3.4243e-07 2.8829e-07 2.3784e-07 1.9123e-07 1.4890e-07 1.1123e-07 7.8926e-08 5.2338e-08 3.2002e-08
2.6650e+02 1.8992e-07 1.6078e-07 1.3433e-07 1.1028e-07 8.8680e-08 6.9556e-08 5.3034e-08 3.8960e-08 2.7305e-08
2.6750e+02 2.0031e-07 1.6871e-07 1.4003e-07 1.1402e-07 9.0779e-08 7.0371e-08 5.2971e-08 3.8416e-08 2.6603e-08
2.6850e+02 2.8491e-07 2.3993e-07 1.9850e-07 1.6056e-07 1.2635e-07 9.6112e-08 7.0240e-08 4.8778e-08 3.1898e-08
2.6950e+02 1.5274e-07 1.2943e-07 1.0855e-07 8.9712e-08 7.2911e-08 5.8142e-08 4.5455e-08 3.4606e-08 2.5420e-08
2.7050e+02 2.2808e-07 1.9252e-07 1.6021e-07 1.3084e-07 1.0455e-07 8.1407e-08 6.1604e-08 4.5001e-08 3.1486e-08
2.7150e+02 1.3581e-07 1.1627e-07 9.8907e-08 8.3248e-08 6.9269e-08 5.6904e-08 4.6137e-08 3.6704e-08 2.8406e-08
2.7250e+02 7.4636e-08 6.6269e-08 5.9091e-08 5.2576e-08 4.6618e-08 4.1092e-08 3.5898e-08 3.0761e-08 2.5472e-08
2.7350e+02 1.1069e-07 9.6077e-08 8.3275e-08 7.1726e-08 6.1345e-08 5.2014e-08 4.3646e-08 3.5927e-08 2.8605e-08
2.7450e+02 8.4952e-08 7.6588e-08 6.9123e-08 6.2132e-08 5.5560e-08 4.9335e-08 4.3390e-08 3.7499e-08 3.1458e-08
2.7550e+02 1.1967e-07 1.0500e-07 9.1924e-08 7.9950e-08 6.9010e-08 5.9012e-08 4.9877e-08 4.1341e-08 3.3156e-08
2.7650e+02 1.7440e-07 1.5044e-07 1.2912e-07 1.0979e-07 9.2381e-08 7.6788e-08 6.2931e-08 5.0476e-08 3.9121e-08
2.7750e+02 1.6411e-07 1.4302e-07 1.2437e-07 1.0742e-07 9.2035e-08 7.8074e-08 6.5404e-08 5.3671e-08 4.2510e-08
2.7850e+02 9.0284e-08 8.2623e-08 7.5639e-08 6.8925e-08 6.2431e-08 5.6080e-08 4.9787e-08 4.3265e-08 3.6216e-08
2.7950e+02 5.3726e-08 5.1139e-08 4.8806e-08 4.6457e-08 4.4051e-08 4.1545e-08 3.8878e-08 3.5918e-08 3.2537e-08
2.8050e+02 6.2727e-08 5.9288e-08 5.6163e-08 5.3049e-08 4.9903e-08 4.6671e-08 4.3286e-08 3.9569e-08 3.5341e-08
2.8150e+02 1.3258e-07 1.1816e-07 1.0543e-07 9.3655e-08 8.2739e-08 7.2534e-08 6.2844e-08 5.3339e-08 4.3452e-08
2.8250e+02 1.5164e-07 1.3265e-07 1.1642e-07 1.0183e-07 8.8671e-08 7.6742e-08 6.5812e-08 5.5451e-08 4.5073e-08
2.8350e+02 1.0664e-07 9.5623e-08 8.6430e-08 7.8107e-08 7.0459e-08 6.3301e-08 5.6430e-08 4.9421e-08 4.1778e-08
2.8450e+02 6.6189e-08 6.2052e-08 5.8423e-08 5.4936e-08 5.1464e-08 4.7867e-08 4.3999e-08 3.9533e-08 3.4154e-08
2.8550e+02 4.4421e-08 4.2353e-08 4.0346e-08 3.8288e-08 3.6149e-08 3.3863e-08 3.1378e-08 2.8470e-08 2.5027e-08
