K0 300G vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04       i03
2.8650e+02 8.9602e-08 8.2248e-08 7.6143e-08 7.0551e-08 6.5267e-08 6.0104e-08 5.4866e-08 4.9163e-08 4.2553e-08
2.8750e+02 1.5129e-07 1.3312e-07 1.1789e-07 1.0425e-07 9.1942e-08 8.0776e-08 7.0534e-08 6.0671e-08 5.0559e-08
2.8850e+02 2.1110e-07 1.8376e-07 1.5989e-07 1.3841e-07 1.1915e-07 1.0191e-07 8.6499e-08 7.2439e-08 5.9088e-08
2.8950e+02 3.7177e-07 3.1703e-07 2.6769e-07 2.2302e-07 1.8312e-07 1.4799e-07 1.1767e-07 9.1700e-08 6.9443e-08
2.9100e+02 5.8530e-07 4.9803e-07 4.1726e-07 3.4288e-07 2.7545e-07 2.1543e-07 1.6350e-07 1.1970e-07 8.3883e-08
2.9300e+02 5.7236e-07 4.9060e-07 4.1447e-07 3.4382e-07 2.7914e-07 2.2088e-07 1.6977e-07 1.2595e-07 8.9511e-08
2.9500e+02 4.8058e-07 4.1213e-07 3.4927e-07 2.9150e-07 2.3909e-07 1.9228e-07 1.5142e-07 1.1633e-07 8.6580e-08
2.9700e+02 4.8565e-07 4.1775e-07 3.5520e-07 2.9744e-07 2.4475e-07 1.9739e-07 1.5580e-07 1.1985e-07 8.9250e-08
2.9900e+02 4.6894e-07 4.0338e-07 3.4360e-07 2.8882e-07 2.3924e-07 1.9498e-07 1.5627e-07 1.2273e-07 9.3674e-08
3.0100e+02 4.1305e-07 3.5626e-07 3.0506e-07 2.5842e-07 2.1638e-07 1.7896e-07 1.4622e-07 1.1760e-07 9.2353e-08
3.0300e+02 5.8700e-07 5.0701e-07 4.3278e-07 3.6379e-07 3.0041e-07 2.4297e-07 1.9209e-07 1.4779e-07 1.0985e-07
3.0500e+02 6.1333e-07 5.2897e-07 4.5132e-07 3.7963e-07 3.1426e-07 2.5546e-07 2.0367e-07 1.5866e-07 1.1988e-07
3.0700e+02 8.9838e-07 7.8055e-07 6.6854e-07 5.6246e-07 4.6315e-07 3.7130e-07 2.8827e-07 2.1480e-07 1.5161e-07
3.0900e+02 7.3221e-07 6.3869e-07 5.5091e-07 4.6829e-07 3.9128e-07 3.2017e-07 2.5565e-07 1.9780e-07 1.4656e-07
3.1100e+02 1.1826e-06 1.0362e-06 8.9461e-07 7.5848e-07 6.2882e-07 5.0644e-07 3.9326e-07 2.9062e-07 2.0031e-07
3.1300e+02 1.0781e-06 9.4329e-07 8.1453e-07 6.9185e-07 5.7606e-07 4.6770e-07 3.6809e-07 2.7783e-07 1.9760e-07
3.1500e+02 1.1843e-06 1.0450e-06 9.1052e-07 7.8081e-07 6.5665e-07 5.3846e-07 4.2769e-07 3.2512e-07 2.3173e-07
3.1700e+02 1.3928e-06 1.2309e-06 1.0743e-06 9.2291e-07 7.7772e-07 6.3907e-07 5.0854e-07 3.8689e-07 2.7486e-07
3.1900e+02 1.1611e-06 1.0260e-06 8.9616e-07 7.7136e-07 6.5226e-07 5.3915e-07 4.3323e-07 3.3503e-07 2.4484e-07
3.2100e+02 1.2568e-06 1.1084e-06 9.6642e-07 8.3044e-07 7.0127e-07 5.7920e-07 4.6547e-07 3.6044e-07 2.6402e-07
3.2300e+02 1.0572e-06 9.3632e-07 8.2127e-07 7.1120e-07 6.0665e-07 5.0771e-07 4.1521e-07 3.2918e-07 2.4914e-07
3.2500e+02 1.7040e-06 1.5089e-06 1.3192e-06 1.1352e-06 9.5806e-07 7.8812e-07 6.2767e-07 4.7800e-07 3.4032e-07
3.2700e+02 2.2571e-06 2.0028e-06 1.7532e-06 1.5090e-06 1.2720e-06 1.0425e-06 8.2390e-07 6.1833e-07 4.2845e-07
3.2900e+02 2.2559e-06 2.0083e-06 1.7650e-06 1.5265e-06 1.2942e-06 1.0682e-06 8.5157e-07 6.4612e-07 4.5392e-07
3.3100e+02 1.9134e-06 1.6993e-06 1.4912e-06 1.2887e-06 1.0933e-06 9.0495e-07 7.2608e-07 5.5804e-07 4.0185e-07
3.3300e+02 1.9668e-06 1.7474e-06 1.5339e-06 1.3261e-06 1.1256e-06 9.3244e-07 7.4930e-07 5.7761e-07 4.1842e-07
3.3500e+02 1.8387e-06 1.6327e-06 1.4335e-06 1.2405e-06 1.0551e-06 8.7714e-07 7.0907e-07 5.5192e-07 4.0608e-07
3.3700e+02 1.1055e-06 9.8544e-07 8.7182e-07 7.6320e-07 6.6012e-07 5.6242e-07 4.7095e-07 3.8560e-07 3.0524e-07
3.3900e+02 1.4039e-06 1.2457e-06 1.0958e-06 9.5262e-07 8.1715e-07 6.8924e-07 5.7016e-07 4.6000e-07 3.5763e-07
3.4100e+02 1.4617e-06 1.2992e-06 1.1453e-06 9.9827e-07 8.5893e-07 7.2705e-07 6.0375e-07 4.8898e-07 3.8140e-07
3.4300e+02 1.7016e-06 1.5134e-06 1.3342e-06 1.1624e-06 9.9895e-07 8.4368e-07 6.9805e-07 5.6210e-07 4.3441e-07
3.4500e+02 1.6040e-06 1.4280e-06 1.2605e-06 1.0996e-06 9.4649e-07 8.0088e-07 6.6439e-07 5.3725e-07 4.1824e-07
3.4700e+02 1.7403e-06 1.5454e-06 1.3602e-06 1.1830e-06 1.0151e-06 8.5637e-07 7.0859e-07 5.7196e-07 4.4512e-07
3.4900e+02 2.2601e-06 2.0112e-06 1.7710e-06 1.5382e-06 1.3148e-06 1.1007e-06 8.9887e-07 7.1060e-07 5.3575e-07
3.5100e+02 2.5729e-06 2.2949e-06 2.0251e-06 1.7622e-06 1.5086e-06 1.2638e-06 1.0314e-06 8.1297e-07 6.0848e-07
3.5300e+02 2.3132e-06 2.0654e-06 1.8258e-06 1.5930e-06 1.3688e-06 1.1527e-06 9.4789e-07 7.5532e-07 5.7426e-07
3.5500e+02 2.8697e-06 2.5592e-06 2.2578e-06 1.9642e-06 1.6812e-06 1.4083e-06 1.1499e-06 9.0781e-07 6.8156e-07
3.5700e+02 1.5129e-06 1.3508e-06 1.1993e-06 1.0557e-06 9.2090e-07 7.9451e-07 6.7732e-07 5.6854e-07 4.6541e-07
3.5900e+02 1.6484e-06 1.4789e-06 1.3178e-06 1.1628e-06 1.0148e-06 8.7323e-07 7.3935e-07 6.1299e-07 4.9257e-07
3.6100e+02 2.2978e-06 2.0618e-06 1.8336e-06 1.6114e-06 1.3968e-06 1.1890e-06 9.9056e-07 8.0205e-07 6.2218e-07
3.6300e+02 2.5406e-06 2.2855e-06 2.0377e-06 1.7952e-06 1.5598e-06 1.3305e-06 1.1100e-06 8.9904e-07 6.9591e-07
3.6400e+02 2.7638e-06 2.4890e-06 2.2214e-06 1.9591e-06 1.7039e-06 1.4545e-06 1.2137e-06 9.8194e-07 7.5721e-07
3.6500e+02 3.2278e-06 2.9112e-06 2.5999e-06 2.2921e-06 1.9899e-06 1.6913e-06 1.4000e-06 1.1174e-06 8.4275e-07
3.6700e+02 3.7660e-06 3.3991e-06 3.0364e-06 2.6765e-06 2.3220e-06 1.9706e-06 1.6269e-06 1.2929e-06 9.6781e-07
3.6900e+02 3.1762e-06 2.8636e-06 2.5578e-06 2.2566e-06 1.9623e-06 1.6731e-06 1.3927e-06 1.1218e-06 8.5904e-07
3.7100e+02 3.0204e-06 2.7155e-06 2.4188e-06 2.1280e-06 1.8456e-06 1.5705e-06 1.3065e-06 1.0549e-06 8.1441e-07
3.7300e+02 1.4551e-06 1.3182e-06 1.1903e-06 1.0683e-06 9.5279e-07 8.4318e-07 7.3970e-07 6.4113e-07 5.4376e-07
3.7500e+02 1.7725e-06 1.5973e-06 1.4329e-06 1.2762e-06 1.1280e-06 9.8788e-07 8.5644e-07 7.3250e-07 6.1212e-07
3.7700e+02 3.0671e-06 2.7612e-06 2.4653e-06 2.1769e-06 1.8981e-06 1.6280e-06 1.3696e-06 1.1230e-06 8.8549e-07
3.7900e+02 3.2068e-06 2.8819e-06 2.5685e-06 2.2639e-06 1.9706e-06 1.6875e-06 1.4175e-06 1.1608e-06 9.1415e-07
3.8100e+02 2.7479e-06 2.4703e-06 2.2063e-06 1.9526e-06 1.7105e-06 1.4791e-06 1.2600e-06 1.0522e-06 8.5149e-07
3.8300e+02 1.1128e-06 1.0369e-06 9.6820e-07 9.0246e-07 8.3921e-07 7.7744e-07 7.1611e-07 6.5334e-07 5.8498e-07
3.8500e+02 1.8361e-06 1.6613e-06 1.5007e-06 1.3502e-06 1.2096e-06 1.0778e-06 9.5429e-07 8.3663e-07 7.2011e-07
3.8700e+02 1.8863e-06 1.7110e-06 1.5483e-06 1.3943e-06 1.2490e-06 1.1116e-06 9.8183e-07 8.5811e-07 7.3635e-07
3.8900e+02 2.7000e-06 2.4444e-06 2.1993e-06 1.9617e-06 1.7328e-06 1.5118e-06 1.3000e-06 1.0967e-06 8.9745e-07
3.9100e+02 3.6933e-06 3.3392e-06 2.9963e-06 2.6615e-06 2.3364e-06 2.0194e-06 1.7126e-06 1.4150e-06 1.1215e-06
3.9300e+02 1.5014e-06 1.3912e-06 1.2879e-06 1.1878e-06 1.0907e-06 9.9580e-07 9.0214e-07 8.0777e-07 7.0793e-07
3.9500e+02 3.2503e-06 2.9463e-06 2.6543e-06 2.3704e-06 2.0954e-06 1.8279e-06 1.5684e-06 1.3149e-06 1.0613e-06
3.9700e+02 2.1152e-06 1.9449e-06 1.7821e-06 1.6231e-06 1.4680e-06 1.3159e-06 1.1663e-06 1.0174e-06 8.6401e-07
3.9900e+02 5.5567e-06 5.0355e-06 4.5207e-06 4.0103e-06 3.5073e-06 3.0094e-06 2.5207e-06 2.0413e-06 1.5668e-06
4.0100e+02 6.3437e-06 5.7610e-06 5.1816e-06 4.6041e-06 4.0315e-06 3.4607e-06 2.8967e-06 2.3399e-06 1.7860e-06
4.0300e+02 5.8372e-06 5.2892e-06 4.7469e-06 4.2087e-06 3.6776e-06 3.1517e-06 2.6359e-06 2.1312e-06 1.6343e-06
4.0500e+02 5.6033e-06 5.0842e-06 4.5721e-06 4.0649e-06 3.5652e-06 3.0712e-06 2.5867e-06 2.1118e-06 1.6416e-06
4.0700e+02 5.2171e-06 4.7312e-06 4.2541e-06 3.7834e-06 3.3216e-06 2.8676e-06 2.4247e-06 1.9930e-06 1.5674e-06
4.0900e+02 7.0407e-06 6.4055e-06 5.7689e-06 5.1307e-06 4.4942e-06 3.8573e-06 3.2261e-06 2.6025e-06 1.9836e-06
4.1100e+02 6.5157e-06 5.9194e-06 5.3214e-06 4.7219e-06 4.1246e-06 3.5288e-06 2.9413e-06 2.3653e-06 1.8009e-06
4.1300e+02 6.3341e-06 5.7399e-06 5.1516e-06 4.5685e-06 3.9938e-06 3.4268e-06 2.8729e-06 2.3333e-06 1.8047e-06
4.1500e+02 5.9129e-06 5.3479e-06 4.7926e-06 4.2458e-06 3.7108e-06 3.1877e-06 2.6815e-06 2.1937e-06 1.7199e-06
4.1700e+02 6.2967e-06 5.6941e-06 5.0999e-06 4.5134e-06 3.9381e-06 3.3745e-06 2.8283e-06 2.3018e-06 1.7924e-06
4.1900e+02 5.9514e-06 5.4013e-06 4.8605e-06 4.3268e-06 3.8028e-06 3.2882e-06 2.7868e-06 2.2985e-06 1.8183e-06
4.2100e+02 6.1749e-06 5.6094e-06 5.0506e-06 4.4970e-06 3.9513e-06 3.4129e-06 2.8861e-06 2.3715e-06 1.8648e-06
4.2300e+02 5.5351e-06 5.0391e-06 4.5490e-06 4.0632e-06 3.5836e-06 3.1095e-06 2.6437e-06 2.1856e-06 1.7294e-06
4.2500e+02 6.3546e-06 5.8042e-06 5.2582e-06 4.7141e-06 4.1736e-06 3.6348e-06 3.1000e-06 2.5676e-06 2.0301e-06
4.2700e+02 5.7596e-06 5.2707e-06 4.7885e-06 4.3094e-06 3.8347e-06 3.3626e-06 2.8942e-06 2.4270e-06 1.9519e-06
4.2900e+02 5.3993e-06 4.9504e-06 4.5087e-06 4.0706e-06 3.6368e-06 3.2060e-06 2.7786e-06 2.3514e-06 1.9149e-06
4.3100e+02 4.7003e-06 4.3462e-06 3.9974e-06 3.6495e-06 3.3025e-06 2.9543e-06 2.6043e-06 2.2486e-06 1.8769e-06
4.3300e+02 7.4799e-06 6.8601e-06 6.2390e-06 5.6149e-06 4.9893e-06 4.3606e-06 3.7310e-06 3.0984e-06 2.4531e-06
4.3500e+02 7.5413e-06 6.9335e-06 6.3242e-06 5.7111e-06 5.0955e-06 4.4751e-06 3.8508e-06 3.2182e-06 2.5641e-06
4.3700e+02 8.1961e-06 7.5169e-06 6.8377e-06 6.1566e-06 5.4748e-06 4.7900e-06 4.1038e-06 3.4125e-06 2.7035e-06
4.3900e+02 7.0811e-06 6.4994e-06 5.9220e-06 5.3457e-06 4.7715e-06 4.1973e-06 3.6238e-06 3.0469e-06 2.4541e-06
4.4100e+02 7.7788e-06 7.1337e-06 6.4905e-06 5.8468e-06 5.2041e-06 4.5602e-06 3.9166e-06 3.2695e-06 2.6064e-06
4.4300e+02 8.8373e-06 8.1092e-06 7.3760e-06 6.6369e-06 5.8930e-06 5.1418e-06 4.3858e-06 3.6221e-06 2.8402e-06
4.4500e+02 9.0068e-06 8.2734e-06 7.5334e-06 6.7861e-06 6.0327e-06 5.2706e-06 4.5025e-06 3.7253e-06 2.9281e-06
4.4700e+02 9.7736e-06 8.9842e-06 8.1846e-06 7.3744e-06 6.5547e-06 5.7222e-06 4.8796e-06 4.0239e-06 3.1444e-06
4.4900e+02 1.0157e-05 9.3412e-06 8.5135e-06 7.6735e-06 6.8224e-06 5.9566e-06 5.0791e-06 4.1868e-06 3.2690e-06
4.5100e+02 1.1575e-05 1.0658e-05 9.7214e-06 8.7666e-06 7.7943e-06 6.7997e-06 5.7861e-06 4.7499e-06 3.6794e-06
4.5300e+02 1.0188e-05 9.3754e-06 8.5497e-06 7.7108e-06 6.8599e-06 5.9933e-06 5.1140e-06 4.2191e-06 3.2983e-06
4.5500e+02 1.1005e-05 1.0135e-05 9.2493e-06 8.3475e-06 7.4304e-06 6.4938e-06 5.5406e-06 4.5672e-06 3.5620e-06
4.5700e+02 1.1710e-05 1.0790e-05 9.8520e-06 8.8947e-06 7.9192e-06 6.9207e-06 5.9020e-06 4.8594e-06 3.7806e-06
4.5900e+02 1.1320e-05 1.0444e-05 9.5503e-06 8.6381e-06 7.7081e-06 6.7553e-06 5.7817e-06 4.7825e-06 3.7441e-06
4.6100e+02 1.1662e-05 1.0761e-05 9.8408e-06 8.9017e-06 7.9440e-06 6.9629e-06 5.9604e-06 4.9316e-06 3.8622e-06
4.6300e+02 1.1696e-05 1.0796e-05 9.8780e-06 8.9409e-06 7.9853e-06 7.0066e-06 6.0064e-06 4.9794e-06 3.9107e-06
4.6500e+02 1.1757e-05 1.0853e-05 9.9295e-06 8.9874e-06 8.0267e-06 7.0426e-06 6.0369e-06 5.0044e-06 3.9302e-06
4.6700e+02 1.2347e-05 1.1405e-05 1.0442e-05 9.4574e-06 8.4526e-06 7.4217e-06 6.3664e-06 5.2809e-06 4.1485e-06
4.6900e+02 1.2232e-05 1.1305e-05 1.0357e-05 9.3873e-06 8.3971e-06 7.3807e-06 6.3397e-06 5.2681e-06 4.1489e-06
4.7100e+02 1.1800e-05 1.0909e-05 9.9998e-06 9.0703e-06 8.1210e-06 7.1470e-06 6.1495e-06 5.1228e-06 4.0507e-06
4.7300e+02 1.2317e-05 1.1378e-05 1.0419e-05 9.4395e-06 8.4392e-06 7.4136e-06 6.3643e-06 5.2860e-06 4.1633e-06
4.7500e+02 1.2561e-05 1.1605e-05 1.0628e-05 9.6277e-06 8.6057e-06 7.5566e-06 6.4821e-06 5.3771e-06 4.2272e-06
4.7700e+02 1.2527e-05 1.1567e-05 1.0584e-05 9.5796e-06 8.5534e-06 7.5007e-06 6.4240e-06 5.3193e-06 4.1740e-06
4.7900e+02 1.2722e-05 1.1756e-05 1.0768e-05 9.7581e-06 8.7254e-06 7.6652e-06 6.5793e-06 5.4626e-06 4.3002e-06
4.8100e+02 1.3025e-05 1.2057e-05 1.1067e-05 1.0052e-05 9.0138e-06 7.9455e-06 6.8480e-06 5.7141e-06 4.5247e-06
4.8300e+02 1.3248e-05 1.2266e-05 1.1259e-05 1.0228e-05 9.1712e-06 8.0841e-06 6.9671e-06 5.8131e-06 4.6030e-06
4.8500e+02 1.2952e-05 1.2019e-05 1.1059e-05 1.0073e-05 9.0588e-06 8.0111e-06 6.9306e-06 5.8095e-06 4.6280e-06
4.8700e+02 1.1814e-05 1.1004e-05 1.0169e-05 9.3068e-06 8.4156e-06 7.4899e-06 6.5286e-06 5.5235e-06 4.4534e-06
4.8900e+02 1.2872e-05 1.1940e-05 1.0986e-05 1.0008e-05 9.0062e-06 7.9740e-06 6.9117e-06 5.8114e-06 4.6522e-06
4.9100e+02 1.3124e-05 1.2173e-05 1.1199e-05 1.0201e-05 9.1777e-06 8.1241e-06 7.0399e-06 5.9174e-06 4.7357e-06
4.9300e+02 1.2595e-05 1.1683e-05 1.0751e-05 9.7965e-06 8.8202e-06 7.8161e-06 6.7845e-06 5.7179e-06 4.5965e-06
4.9500e+02 1.3182e-05 1.2224e-05 1.1244e-05 1.0239e-05 9.2098e-06 8.1494e-06 7.0590e-06 5.9312e-06 4.7469e-06
4.9700e+02 1.3386e-05 1.2405e-05 1.1401e-05 1.0373e-05 9.3201e-06 8.2377e-06 7.1266e-06 5.9802e-06 4.7803e-06
4.9900e+02 1.2437e-05 1.1526e-05 1.0597e-05 9.6475e-06 8.6782e-06 7.6843e-06 6.6672e-06 5.6210e-06 4.5287e-06
5.0100e+02 1.1698e-05 1.0839e-05 9.9645e-06 9.0735e-06 8.1663e-06 7.2391e-06 6.2932e-06 5.3235e-06 4.3140e-06
5.0300e+02 1.2612e-05 1.1684e-05 1.0737e-05 9.7701e-06 8.7836e-06 7.7730e-06 6.7402e-06 5.6798e-06 4.5758e-06
5.0500e+02 1.2260e-05 1.1352e-05 1.0427e-05 9.4855e-06 8.5268e-06 7.5477e-06 6.5504e-06 5.5302e-06 4.4716e-06
5.0700e+02 1.2689e-05 1.1740e-05 1.0773e-05 9.7881e-06 8.7863e-06 7.7642e-06 6.7246e-06 5.6637e-06 4.5669e-06
5.0900e+02 1.2220e-05 1.1306e-05 1.0377e-05 9.4331e-06 8.4753e-06 7.5006e-06 6.5120e-06 5.5056e-06 4.4665e-06
5.1100e+02 1.2391e-05 1.1468e-05 1.0530e-05 9.5769e-06 8.6094e-06 7.6245e-06 6.6250e-06 5.6064e-06 4.5528e-06
5.1300e+02 1.2085e-05 1.1185e-05 1.0273e-05 9.3466e-06 8.4082e-06 7.4547e-06 6.4889e-06 5.5064e-06 4.4913e-06
5.1500e+02 1.1491e-05 1.0647e-05 9.7917e-06 8.9249e-06 8.0474e-06 7.1564e-06 6.2538e-06 5.3346e-06 4.3820e-06
5.1700e+02 9.1499e-06 8.5151e-06 7.8829e-06 7.2477e-06 6.6101e-06 5.9676e-06 5.3196e-06 4.6587e-06 3.9636e-06
5.1900e+02 9.8707e-06 9.1905e-06 8.5092e-06 7.8213e-06 7.1270e-06 6.4236e-06 5.7100e-06 4.9792e-06 4.2093e-06
5.2100e+02 1.2012e-05 1.1154e-05 1.0285e-05 9.3999e-06 8.5011e-06 7.5843e-06 6.6502e-06 5.6920e-06 4.6896e-06
5.2300e+02 1.3992e-05 1.3041e-05 1.2068e-05 1.1069e-05 1.0044e-05 8.9840e-06 7.8883e-06 6.7454e-06 5.5274e-06
5.2500e+02 1.5061e-05 1.4044e-05 1.2998e-05 1.1921e-05 1.0810e-05 9.6571e-06 8.4600e-06 7.2061e-06 5.8657e-06
5.2700e+02 1.2700e-05 1.1862e-05 1.1008e-05 1.0132e-05 9.2329e-06 8.3044e-06 7.3435e-06 6.3388e-06 5.2619e-06
5.2900e+02 1.5135e-05 1.4126e-05 1.3088e-05 1.2018e-05 1.0915e-05 9.7695e-06 8.5787e-06 7.3297e-06 5.9912e-06
5.3100e+02 1.6166e-05 1.5096e-05 1.3993e-05 1.2853e-05 1.1675e-05 1.0447e-05 9.1669e-06 7.8199e-06 6.3724e-06
5.3300e+02 1.4105e-05 1.3183e-05 1.2238e-05 1.1266e-05 1.0265e-05 9.2279e-06 8.1503e-06 7.0195e-06 5.8041e-06
5.3500e+02 1.5607e-05 1.4579e-05 1.3520e-05 1.2428e-05 1.1300e-05 1.0128e-05 8.9074e-06 7.6250e-06 6.2477e-06
5.3700e+02 1.5569e-05 1.4547e-05 1.3496e-05 1.2412e-05 1.1293e-05 1.0130e-05 8.9206e-06 7.6500e-06 6.2856e-06
5.3900e+02 1.5450e-05 1.4432e-05 1.3386e-05 1.2308e-05 1.1197e-05 1.0042e-05 8.8428e-06 7.5844e-06 6.2351e-06
5.4100e+02 1.5030e-05 1.4057e-05 1.3058e-05 1.2029e-05 1.0966e-05 9.8628e-06 8.7139e-06 7.5058e-06 6.2048e-06
5.4300e+02 1.5484e-05 1.4470e-05 1.3428e-05 1.2355e-05 1.1247e-05 1.0098e-05 8.9029e-06 7.6495e-06 6.3049e-06
5.4500e+02 1.5985e-05 1.4942e-05 1.3869e-05 1.2762e-05 1.1619e-05 1.0430e-05 9.1922e-06 7.8917e-06 6.4946e-06
5.4700e+02 1.6182e-05 1.5138e-05 1.4062e-05 1.2950e-05 1.1801e-05 1.0604e-05 9.3556e-06 8.0407e-06 6.6235e-06
5.4900e+02 1.6266e-05 1.5219e-05 1.4141e-05 1.3028e-05 1.1877e-05 1.0677e-05 9.4262e-06 8.1077e-06 6.6858e-06
5.5100e+02 1.6208e-05 1.5161e-05 1.4084e-05 1.2972e-05 1.1823e-05 1.0627e-05 9.3813e-06 8.0701e-06 6.6582e-06
5.5300e+02 1.6710e-05 1.5646e-05 1.4549e-05 1.3416e-05 1.2242e-05 1.1018e-05 9.7391e-06 8.3890e-06 6.9297e-06
5.5500e+02 1.7168e-05 1.6077e-05 1.4951e-05 1.3785e-05 1.2577e-05 1.1316e-05 9.9961e-06 8.6020e-06 7.0946e-06
5.5700e+02 1.6639e-05 1.5591e-05 1.4510e-05 1.3393e-05 1.2236e-05 1.1029e-05 9.7666e-06 8.4326e-06 6.9884e-06
5.5900e+02 1.6087e-05 1.5075e-05 1.4033e-05 1.2958e-05 1.1847e-05 1.0689e-05 9.4813e-06 8.2070e-06 6.8286e-06
5.6100e+02 1.7013e-05 1.5949e-05 1.4851e-05 1.3714e-05 1.2536e-05 1.1304e-05 1.0015e-05 8.6506e-06 7.1707e-06
5.6300e+02 1.7390e-05 1.6302e-05 1.5178e-05 1.4015e-05 1.2809e-05 1.1549e-05 1.0230e-05 8.8347e-06 7.3209e-06
5.6500e+02 1.7589e-05 1.6495e-05 1.5365e-05 1.4194e-05 1.2980e-05 1.1710e-05 1.0379e-05 8.9690e-06 7.4380e-06
5.6700e+02 1.7275e-05 1.6208e-05 1.5108e-05 1.3968e-05 1.2785e-05 1.1548e-05 1.0251e-05 8.8756e-06 7.3798e-06
5.6900e+02 1.7629e-05 1.6543e-05 1.5422e-05 1.4259e-05 1.3053e-05 1.1791e-05 1.0466e-05 9.0611e-06 7.5328e-06
5.7100e+02 1.7232e-05 1.6170e-05 1.5075e-05 1.3941e-05 1.2764e-05 1.1535e-05 1.0246e-05 8.8808e-06 7.3970e-06
5.7300e+02 1.8545e-05 1.7403e-05 1.6221e-05 1.4994e-05 1.3718e-05 1.2380e-05 1.0975e-05 9.4831e-06 7.8597e-06
5.7500e+02 1.8183e-05 1.7072e-05 1.5923e-05 1.4731e-05 1.3492e-05 1.2195e-05 1.0832e-05 9.3843e-06 7.8081e-06
5.7700e+02 1.8475e-05 1.7348e-05 1.6182e-05 1.4972e-05 1.3714e-05 1.2395e-05 1.1009e-05 9.5365e-06 7.9332e-06
5.7900e+02 1.7875e-05 1.6784e-05 1.5658e-05 1.4491e-05 1.3280e-05 1.2013e-05 1.0684e-05 9.2750e-06 7.7421e-06
5.8100e+02 1.8616e-05 1.7488e-05 1.6320e-05 1.5108e-05 1.3847e-05 1.2526e-05 1.1136e-05 9.6586e-06 8.0477e-06
5.8300e+02 1.9089e-05 1.7939e-05 1.6747e-05 1.5508e-05 1.4218e-05 1.2863e-05 1.1436e-05 9.9168e-06 8.2571e-06
5.8500e+02 1.8639e-05 1.7518e-05 1.6359e-05 1.5155e-05 1.3902e-05 1.2588e-05 1.1206e-05 9.7349e-06 8.1292e-06
5.8700e+02 1.8796e-05 1.7668e-05 1.6501e-05 1.5289e-05 1.4027e-05 1.2703e-05 1.1310e-05 9.8269e-06 8.2077e-06
5.8900e+02 1.4906e-05 1.3997e-05 1.3069e-05 1.2115e-05 1.1135e-05 1.0121e-05 9.0684e-06 7.9643e-06 6.7717e-06
5.9100e+02 1.8711e-05 1.7588e-05 1.6428e-05 1.5222e-05 1.3969e-05 1.2656e-05 1.1276e-05 9.8082e-06 8.2077e-06
5.9300e+02 1.9008e-05 1.7880e-05 1.6712e-05 1.5499e-05 1.4235e-05 1.2908e-05 1.1510e-05 1.0021e-05 8.3909e-06
5.9500e+02 1.9158e-05 1.8024e-05 1.6849e-05 1.5628e-05 1.4356e-05 1.3019e-05 1.1611e-05 1.0109e-05 8.4651e-06
5.9700e+02 1.9398e-05 1.8256e-05 1.7074e-05 1.5843e-05 1.4561e-05 1.3212e-05 1.1790e-05 1.0272e-05 8.6080e-06
5.9900e+02 1.9324e-05 1.8188e-05 1.7012e-05 1.5789e-05 1.4514e-05 1.3174e-05 1.1762e-05 1.0254e-05 8.6026e-06
6.0100e+02 1.9114e-05 1.7996e-05 1.6840e-05 1.5637e-05 1.4384e-05 1.3067e-05 1.1679e-05 1.0197e-05 8.5734e-06
6.0300e+02 1.9414e-05 1.8290e-05 1.7124e-05 1.5911e-05 1.4646e-05 1.3314e-05 1.1908e-05 1.0404e-05 8.7518e-06
6.0500e+02 1.9859e-05 1.8705e-05 1.7508e-05 1.6261e-05 1.4960e-05 1.3591e-05 1.2146e-05 1.0602e-05 8.9058e-06
6.0700e+02 1.9782e-05 1.8636e-05 1.7448e-05 1.6211e-05 1.4920e-05 1.3562e-05 1.2128e-05 1.0595e-05 8.9118e-06
6.0900e+02 1.9414e-05 1.8291e-05 1.7129e-05 1.5920e-05 1.4661e-05 1.3337e-05 1.1941e-05 1.0451e-05 8.8137e-06
6.1100e+02 1.9442e-05 1.8325e-05 1.7168e-05 1.5964e-05 1.4709e-05 1.3389e-05 1.1996e-05 1.0507e-05 8.8714e-06
6.1300e+02 1.8562e-05 1.7498e-05 1.6400e-05 1.5259e-05 1.4073e-05 1.2827e-05 1.1516e-05 1.0117e-05 8.5809e-06
6.1500e+02 1.9340e-05 1.8240e-05 1.7101e-05 1.5917e-05 1.4681e-05 1.3381e-05 1.2008e-05 1.0539e-05 8.9220e-06
6.1700e+02 1.8163e-05 1.7134e-05 1.6072e-05 1.4969e-05 1.3823e-05 1.2620e-05 1.1353e-05 1.0001e-05 8.5146e-06
6.1900e+02 1.9840e-05 1.8712e-05 1.7544e-05 1.6327e-05 1.5057e-05 1.3721e-05 1.2309e-05 1.0797e-05 9.1326e-06
6.2100e+02 1.9932e-05 1.8799e-05 1.7624e-05 1.6401e-05 1.5124e-05 1.3780e-05 1.2360e-05 1.0840e-05 9.1669e-06
6.2300e+02 1.9507e-05 1.8404e-05 1.7264e-05 1.6076e-05 1.4838e-05 1.3536e-05 1.2160e-05 1.0689e-05 9.0676e-06
6.2500e+02 1.9131e-05 1.8059e-05 1.6949e-05 1.5795e-05 1.4591e-05 1.3325e-05 1.1986e-05 1.0553e-05 8.9726e-06
6.2700e+02 1.9937e-05 1.8810e-05 1.7643e-05 1.6428e-05 1.5159e-05 1.3824e-05 1.2413e-05 1.0904e-05 9.2411e-06
