#K0 hydro vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04       i03
2.8550e+02 2.6502e-08 2.5569e-08 2.4636e-08 2.3626e-08 2.2426e-08 2.1001e-08 1.9257e-08 1.7127e-08 1.4371e-08
2.8650e+02 5.1907e-08 4.9742e-08 4.7632e-08 4.5543e-08 4.3344e-08 4.0981e-08 3.8306e-08 3.5169e-08 3.1006e-08
2.8750e+02 8.2644e-08 7.4581e-08 6.7706e-08 6.1800e-08 5.6517e-08 5.1626e-08 4.6866e-08 4.1971e-08 3.6333e-08
2.8850e+02 1.4300e-07 1.2207e-07 1.0417e-07 8.9208e-08 7.6744e-08 6.6399e-08 5.7650e-08 4.9981e-08 4.2511e-08
2.8950e+02 2.8342e-07 2.3278e-07 1.8847e-07 1.5101e-07 1.2006e-07 9.5289e-08 7.5966e-08 6.1081e-08 4.8972e-08
2.9100e+02 4.8177e-07 3.9543e-07 3.1750e-07 2.4948e-07 1.9154e-07 1.4399e-07 1.0657e-07 7.8612e-08 5.8020e-08
2.9300e+02 4.7800e-07 3.9669e-07 3.2244e-07 2.5671e-07 1.9974e-07 1.5200e-07 1.1357e-07 8.4218e-08 6.2375e-08
2.9500e+02 3.8752e-07 3.2183e-07 2.6270e-07 2.1109e-07 1.6698e-07 1.3047e-07 1.0125e-07 7.8743e-08 6.1266e-08
2.9700e+02 3.8958e-07 3.2527e-07 2.6699e-07 2.1575e-07 1.7154e-07 1.3457e-07 1.0466e-07 8.1421e-08 6.3314e-08
2.9900e+02 3.7108e-07 3.0979e-07 2.5488e-07 2.0715e-07 1.6646e-07 1.3277e-07 1.0563e-07 8.4333e-08 6.7121e-08
3.0100e+02 3.1736e-07 2.6650e-07 2.2127e-07 1.8220e-07 1.4906e-07 1.2168e-07 9.9540e-08 8.1842e-08 6.6930e-08
3.0300e+02 4.8566e-07 4.0842e-07 3.3765e-07 2.7459e-07 2.1936e-07 1.7232e-07 1.3352e-07 1.0281e-07 7.8780e-08
3.0500e+02 5.0552e-07 4.2426e-07 3.5044e-07 2.8526e-07 2.2879e-07 1.8123e-07 1.4237e-07 1.1164e-07 8.7240e-08
3.0700e+02 7.9124e-07 6.7087e-07 5.5767e-07 4.5403e-07 3.6060e-07 2.7860e-07 2.0885e-07 1.5246e-07 1.0875e-07
3.0900e+02 6.2700e-07 5.3452e-07 4.4829e-07 3.6987e-07 2.9949e-07 2.3778e-07 1.8504e-07 1.4162e-07 1.0661e-07
3.1100e+02 1.0809e-06 9.2736e-07 7.8008e-07 6.4223e-07 5.1481e-07 3.9968e-07 2.9838e-07 2.1352e-07 1.4618e-07
3.1300e+02 9.6892e-07 8.3030e-07 6.9880e-07 5.7703e-07 4.6559e-07 3.6579e-07 2.7845e-07 2.0516e-07 1.4596e-07
3.1500e+02 1.0944e-06 9.4904e-07 8.0898e-07 6.7689e-07 5.5346e-07 4.4016e-07 3.3802e-07 2.4951e-07 1.7577e-07
3.1700e+02 1.3039e-06 1.1338e-06 9.6943e-07 8.1385e-07 6.6781e-07 5.3303e-07 4.1051e-07 3.0309e-07 2.1201e-07
3.1900e+02 1.0641e-06 9.2440e-07 7.9032e-07 6.6431e-07 5.4689e-07 4.3935e-07 3.4239e-07 2.5810e-07 1.8696e-07
3.2100e+02 1.1521e-06 9.9912e-07 8.5284e-07 7.1598e-07 5.8908e-07 4.7348e-07 3.6973e-07 2.7975e-07 2.0350e-07
3.2300e+02 9.5802e-07 8.3509e-07 7.1789e-07 6.0824e-07 5.0647e-07 4.1351e-07 3.2961e-07 2.5620e-07 1.9289e-07
3.2500e+02 1.6009e-06 1.3956e-06 1.1962e-06 1.0065e-06 8.2767e-07 6.6194e-07 5.1052e-07 3.7755e-07 2.6482e-07
3.2700e+02 2.1522e-06 1.8817e-06 1.6163e-06 1.3615e-06 1.1188e-06 8.9165e-07 6.8154e-07 4.9514e-07 3.3647e-07
3.2900e+02 2.1578e-06 1.8949e-06 1.6362e-06 1.3869e-06 1.1484e-06 9.2356e-07 7.1357e-07 5.2502e-07 3.6180e-07
3.3100e+02 1.7975e-06 1.5738e-06 1.3558e-06 1.1477e-06 9.5075e-07 7.6724e-07 5.9796e-07 4.4778e-07 3.1877e-07
3.3300e+02 1.8497e-06 1.6200e-06 1.3960e-06 1.1823e-06 9.7998e-07 7.9165e-07 6.1815e-07 4.6461e-07 3.3290e-07
3.3500e+02 1.7089e-06 1.4958e-06 1.2891e-06 1.0930e-06 9.0837e-07 7.3733e-07 5.8034e-07 4.4170e-07 3.2235e-07
3.3700e+02 9.7158e-07 8.5389e-07 7.4186e-07 6.3733e-07 5.4050e-07 4.5216e-07 3.7220e-07 3.0205e-07 2.4060e-07
3.3900e+02 1.2573e-06 1.0990e-06 9.4845e-07 8.0819e-07 6.7865e-07 5.6103e-07 4.5520e-07 3.6308e-07 2.8344e-07
3.4100e+02 1.3149e-06 1.1523e-06 9.9746e-07 8.5291e-07 7.1910e-07 5.9707e-07 4.8667e-07 3.8971e-07 3.0521e-07
3.4300e+02 1.5526e-06 1.3616e-06 1.1789e-06 1.0076e-06 8.4822e-07 7.0227e-07 5.6949e-07 4.5232e-07 3.4984e-07
3.4500e+02 1.4434e-06 1.2673e-06 1.0985e-06 9.4021e-07 7.9290e-07 6.5803e-07 5.3539e-07 4.2765e-07 3.3363e-07
3.4700e+02 1.5688e-06 1.3721e-06 1.1845e-06 1.0095e-06 8.4786e-07 7.0113e-07 5.6911e-07 4.5430e-07 3.5512e-07
3.4900e+02 2.1001e-06 1.8425e-06 1.5927e-06 1.3558e-06 1.1333e-06 9.2781e-07 7.3965e-07 5.7407e-07 4.3125e-07
3.5100e+02 2.4277e-06 2.1378e-06 1.8546e-06 1.5840e-06 1.3276e-06 1.0886e-06 8.6710e-07 6.6978e-07 4.9746e-07
3.5300e+02 2.1656e-06 1.9097e-06 1.6604e-06 1.4227e-06 1.1980e-06 9.8894e-07 7.9527e-07 6.2246e-07 4.7052e-07
3.5500e+02 2.7278e-06 2.4039e-06 2.0871e-06 1.7842e-06 1.4973e-06 1.2300e-06 9.8221e-07 7.6137e-07 5.6775e-07
3.5700e+02 1.3356e-06 1.1775e-06 1.0287e-06 8.9114e-07 7.6525e-07 6.5166e-07 5.4952e-07 4.5951e-07 3.7846e-07
3.5900e+02 1.4681e-06 1.3011e-06 1.1408e-06 9.8990e-07 8.4877e-07 7.1860e-07 5.9889e-07 4.9207e-07 3.9677e-07
3.6100e+02 2.1235e-06 1.8818e-06 1.6461e-06 1.4211e-06 1.2079e-06 1.0086e-06 8.2285e-07 6.5557e-07 5.0630e-07
3.6300e+02 2.3816e-06 2.1182e-06 1.8598e-06 1.6115e-06 1.3743e-06 1.1508e-06 9.4021e-07 7.4849e-07 5.7556e-07
3.6400e+02 2.6111e-06 2.3259e-06 2.0456e-06 1.7753e-06 1.5161e-06 1.2708e-06 1.0383e-06 8.2483e-07 6.3044e-07
3.6500e+02 3.0692e-06 2.7396e-06 2.4120e-06 2.0931e-06 1.7842e-06 1.4886e-06 1.2043e-06 9.4103e-07 7.0102e-07
3.6700e+02 3.6314e-06 3.2448e-06 2.8588e-06 2.4814e-06 2.1142e-06 1.7615e-06 1.4210e-06 1.1045e-06 8.1510e-07
3.6900e+02 3.0059e-06 2.6813e-06 2.3606e-06 2.0500e-06 1.7508e-06 1.4662e-06 1.1947e-06 9.4453e-07 7.1659e-07
3.7100e+02 2.8092e-06 2.4956e-06 2.1877e-06 1.8920e-06 1.6098e-06 1.3444e-06 1.0955e-06 8.7058e-07 6.7011e-07
3.7300e+02 1.2233e-06 1.0967e-06 9.7707e-07 8.6610e-07 7.6383e-07 6.7069e-07 5.8594e-07 5.0961e-07 4.3803e-07
3.7500e+02 1.5322e-06 1.3641e-06 1.2051e-06 1.0577e-06 9.2196e-07 7.9885e-07 6.8740e-07 5.8807e-07 4.9676e-07
3.7700e+02 2.8671e-06 2.5532e-06 2.2470e-06 1.9538e-06 1.6752e-06 1.4139e-06 1.1689e-06 9.4562e-07 7.4248e-07
3.7900e+02 3.0174e-06 2.6820e-06 2.3559e-06 2.0448e-06 1.7503e-06 1.4751e-06 1.2179e-06 9.8426e-07 7.7223e-07
3.8100e+02 2.5410e-06 2.2597e-06 1.9901e-06 1.7360e-06 1.4981e-06 1.2780e-06 1.0740e-06 8.8904e-07 7.1966e-07
3.8300e+02 8.9183e-07 8.3185e-07 7.7589e-07 7.2344e-07 6.7344e-07 6.2540e-07 5.7808e-07 5.3087e-07 4.8058e-07
3.8500e+02 1.6123e-06 1.4464e-06 1.2927e-06 1.1518e-06 1.0233e-06 9.0649e-07 7.9957e-07 7.0137e-07 6.0780e-07
3.8700e+02 1.6696e-06 1.5004e-06 1.3417e-06 1.1947e-06 1.0591e-06 9.3477e-07 8.2048e-07 7.1617e-07 6.1815e-07
3.8900e+02 2.4638e-06 2.2060e-06 1.9567e-06 1.7197e-06 1.4957e-06 1.2864e-06 1.0911e-06 9.1262e-07 7.4823e-07
3.9100e+02 3.4711e-06 3.1036e-06 2.7454e-06 2.4019e-06 2.0738e-06 1.7635e-06 1.4694e-06 1.1964e-06 9.4220e-07
3.9300e+02 1.2481e-06 1.1484e-06 1.0540e-06 9.6496e-07 8.8043e-07 8.0017e-07 7.2301e-07 6.4841e-07 5.7254e-07
3.9500e+02 2.9744e-06 2.6660e-06 2.3683e-06 2.0845e-06 1.8146e-06 1.5599e-06 1.3190e-06 1.0939e-06 8.8188e-07
3.9700e+02 1.8498e-06 1.6854e-06 1.5268e-06 1.3751e-06 1.2298e-06 1.0912e-06 9.5824e-07 8.3127e-07 7.0679e-07
3.9900e+02 5.3652e-06 4.8114e-06 4.2615e-06 3.7249e-06 3.2031e-06 2.7009e-06 2.2167e-06 1.7614e-06 1.3360e-06
4.0100e+02 6.1877e-06 5.5649e-06 4.9424e-06 4.3305e-06 3.7312e-06 3.1497e-06 2.5836e-06 2.0467e-06 1.5414e-06
4.0300e+02 5.6187e-06 5.0372e-06 4.4593e-06 3.8949e-06 3.3460e-06 2.8177e-06 2.3093e-06 1.8329e-06 1.3910e-06
4.0500e+02 5.3948e-06 4.8453e-06 4.3007e-06 3.7696e-06 3.2536e-06 2.7572e-06 2.2793e-06 1.8299e-06 1.4093e-06
4.0700e+02 4.9856e-06 4.4739e-06 3.9695e-06 3.4800e-06 3.0069e-06 2.5544e-06 2.1221e-06 1.7181e-06 1.3417e-06
4.0900e+02 6.8625e-06 6.1838e-06 5.5008e-06 4.8253e-06 4.1596e-06 3.5105e-06 2.8777e-06 2.2770e-06 1.7137e-06
4.1100e+02 6.2424e-06 5.6102e-06 4.9741e-06 4.3461e-06 3.7295e-06 3.1316e-06 2.5550e-06 2.0156e-06 1.5203e-06
4.1300e+02 6.0802e-06 5.4510e-06 4.8268e-06 4.2181e-06 3.6273e-06 3.0603e-06 2.5181e-06 2.0120e-06 1.5440e-06
4.1500e+02 5.6247e-06 5.0315e-06 4.4478e-06 3.8830e-06 3.3398e-06 2.8239e-06 2.3364e-06 1.8865e-06 1.4740e-06
4.1700e+02 6.0056e-06 5.3692e-06 4.7415e-06 4.1327e-06 3.5458e-06 2.9873e-06 2.4594e-06 1.9728e-06 1.5293e-06
4.1900e+02 5.6842e-06 5.1055e-06 4.5354e-06 3.9818e-06 3.4466e-06 2.9348e-06 2.4468e-06 1.9907e-06 1.5660e-06
4.2100e+02 5.8902e-06 5.2931e-06 4.7020e-06 4.1259e-06 3.5668e-06 3.0300e-06 2.5169e-06 2.0369e-06 1.5917e-06
4.2300e+02 5.1859e-06 4.6660e-06 4.1516e-06 3.6510e-06 3.1652e-06 2.6987e-06 2.2523e-06 1.8338e-06 1.4435e-06
4.2500e+02 6.0845e-06 5.5036e-06 4.9252e-06 4.3572e-06 3.8003e-06 3.2582e-06 2.7305e-06 2.2252e-06 1.7429e-06
4.2700e+02 5.4727e-06 4.9614e-06 4.4546e-06 3.9586e-06 3.4734e-06 3.0019e-06 2.5432e-06 2.1025e-06 1.6782e-06
4.2900e+02 5.1235e-06 4.6550e-06 4.1918e-06 3.7389e-06 3.2963e-06 2.8662e-06 2.4475e-06 2.0437e-06 1.6515e-06
4.3100e+02 4.4533e-06 4.0874e-06 3.7240e-06 3.3658e-06 3.0121e-06 2.6636e-06 2.3182e-06 1.9776e-06 1.6378e-06
4.3300e+02 7.2481e-06 6.5909e-06 5.9296e-06 5.2733e-06 4.6225e-06 3.9819e-06 3.3510e-06 2.7385e-06 2.1442e-06
4.3500e+02 7.3169e-06 6.6743e-06 6.0268e-06 5.3830e-06 4.7425e-06 4.1093e-06 3.4813e-06 2.8644e-06 2.2548e-06
4.3700e+02 7.9861e-06 7.2629e-06 6.5373e-06 5.8186e-06 5.1067e-06 4.4059e-06 3.7145e-06 3.0401e-06 2.3800e-06
4.3900e+02 6.8229e-06 6.2095e-06 5.5982e-06 4.9960e-06 4.4027e-06 3.8214e-06 3.2504e-06 2.6946e-06 2.1497e-06
4.4100e+02 7.5169e-06 6.8336e-06 6.1501e-06 5.4753e-06 4.8090e-06 4.1555e-06 3.5133e-06 2.8891e-06 2.2795e-06
4.4300e+02 8.5794e-06 7.8031e-06 7.0197e-06 6.2397e-06 5.4634e-06 4.6959e-06 3.9364e-06 3.1956e-06 2.4747e-06
4.4500e+02 8.7715e-06 7.9877e-06 7.1948e-06 6.4038e-06 5.6148e-06 4.8332e-06 4.0583e-06 3.3010e-06 2.5625e-06
4.4700e+02 9.5526e-06 8.7065e-06 7.8475e-06 6.9874e-06 6.1262e-06 5.2692e-06 4.4154e-06 3.5777e-06 2.7590e-06
4.4900e+02 9.9423e-06 9.0666e-06 8.1762e-06 7.2831e-06 6.3874e-06 5.4945e-06 4.6036e-06 3.7282e-06 2.8722e-06
4.5100e+02 1.1406e-05 1.0416e-05 9.4039e-06 8.3829e-06 7.3530e-06 6.3202e-06 5.2829e-06 4.2572e-06 3.2490e-06
4.5300e+02 9.9520e-06 9.0795e-06 8.1915e-06 7.2998e-06 6.4046e-06 5.5113e-06 4.6195e-06 3.7429e-06 2.8862e-06
4.5500e+02 1.0797e-05 9.8616e-06 8.9068e-06 7.9456e-06 6.9776e-06 6.0085e-06 5.0369e-06 4.0776e-06 3.1352e-06
4.5700e+02 1.1513e-05 1.0523e-05 9.5100e-06 8.4883e-06 7.4570e-06 6.4220e-06 5.3815e-06 4.3515e-06 3.3373e-06
4.5900e+02 1.1122e-05 1.0179e-05 9.2152e-06 8.2419e-06 7.2587e-06 6.2704e-06 5.2749e-06 4.2860e-06 3.3072e-06
4.6100e+02 1.1466e-05 1.0496e-05 9.5026e-06 8.5002e-06 7.4873e-06 6.4693e-06 5.4438e-06 4.4251e-06 3.4165e-06
4.6300e+02 1.1491e-05 1.0524e-05 9.5341e-06 8.5350e-06 7.5256e-06 6.5110e-06 5.4888e-06 4.4726e-06 3.4645e-06
4.6500e+02 1.1536e-05 1.0564e-05 9.5693e-06 8.5652e-06 7.5507e-06 6.5311e-06 5.5041e-06 4.4836e-06 3.4720e-06
4.6700e+02 1.2147e-05 1.1133e-05 1.0094e-05 9.0439e-06 7.9809e-06 6.9105e-06 5.8299e-06 4.7531e-06 3.6820e-06
4.6900e+02 1.2021e-05 1.1024e-05 1.0002e-05 8.9678e-06 7.9210e-06 6.8664e-06 5.8009e-06 4.7383e-06 3.6801e-06
4.7100e+02 1.1564e-05 1.0608e-05 9.6284e-06 8.6385e-06 7.6366e-06 6.6275e-06 5.6090e-06 4.5940e-06 3.5843e-06
4.7300e+02 1.2072e-05 1.1062e-05 1.0029e-05 8.9845e-06 7.9286e-06 6.8662e-06 5.7955e-06 4.7310e-06 3.6762e-06
4.7500e+02 1.2304e-05 1.1275e-05 1.0221e-05 9.1538e-06 8.0742e-06 6.9870e-06 5.8907e-06 4.8009e-06 3.7233e-06
4.7700e+02 1.2234e-05 1.1200e-05 1.0139e-05 9.0679e-06 7.9847e-06 6.8954e-06 5.8000e-06 4.7155e-06 3.6499e-06
4.7900e+02 1.2442e-05 1.1402e-05 1.0337e-05 9.2592e-06 8.1685e-06 7.0703e-06 5.9634e-06 4.8636e-06 3.7766e-06
4.8100e+02 1.2784e-05 1.1743e-05 1.0675e-05 9.5935e-06 8.4959e-06 7.3872e-06 6.2639e-06 5.1392e-06 4.0145e-06
4.8300e+02 1.3003e-05 1.1947e-05 1.0861e-05 9.7607e-06 8.6436e-06 7.5149e-06 6.3714e-06 5.2270e-06 4.0827e-06
4.8500e+02 1.2706e-05 1.1707e-05 1.0676e-05 9.6257e-06 8.5543e-06 7.4664e-06 6.3587e-06 5.2441e-06 4.1227e-06
4.8700e+02 1.1545e-05 1.0684e-05 9.7906e-06 8.8758e-06 7.9367e-06 6.9766e-06 5.9915e-06 4.9910e-06 3.9732e-06
4.8900e+02 1.2614e-05 1.1615e-05 1.0589e-05 9.5481e-06 8.4903e-06 7.4199e-06 6.3330e-06 5.2415e-06 4.1441e-06
4.9100e+02 1.2867e-05 1.1846e-05 1.0798e-05 9.7340e-06 8.6534e-06 7.5602e-06 6.4507e-06 5.3371e-06 4.2189e-06
4.9300e+02 1.2299e-05 1.1322e-05 1.0321e-05 9.3068e-06 8.2787e-06 7.2406e-06 6.1892e-06 5.1365e-06 4.0818e-06
4.9500e+02 1.2886e-05 1.1858e-05 1.0802e-05 9.7315e-06 8.6447e-06 7.5461e-06 6.4329e-06 5.3188e-06 4.2055e-06
4.9700e+02 1.3064e-05 1.2011e-05 1.0930e-05 9.8363e-06 8.7274e-06 7.6084e-06 6.4774e-06 5.3488e-06 4.2253e-06
4.9900e+02 1.2067e-05 1.1092e-05 1.0095e-05 9.0890e-06 8.0719e-06 7.0493e-06 6.0200e-06 4.9975e-06 3.9839e-06
5.0100e+02 1.1278e-05 1.0362e-05 9.4270e-06 8.4862e-06 7.5388e-06 6.5898e-06 5.6390e-06 4.6992e-06 3.7721e-06
5.0300e+02 1.2196e-05 1.1204e-05 1.0190e-05 9.1668e-06 8.1344e-06 7.0982e-06 6.0579e-06 5.0278e-06 4.0112e-06
5.0500e+02 1.1791e-05 1.0822e-05 9.8351e-06 8.8425e-06 7.8445e-06 6.8469e-06 5.8503e-06 4.8688e-06 3.9053e-06
5.0700e+02 1.2182e-05 1.1169e-05 1.0136e-05 9.0989e-06 8.0574e-06 7.0184e-06 5.9835e-06 4.9685e-06 3.9778e-06
5.0900e+02 1.1687e-05 1.0714e-05 9.7251e-06 8.7347e-06 7.7431e-06 6.7571e-06 5.7784e-06 4.8215e-06 3.8891e-06
5.1100e+02 1.1843e-05 1.0862e-05 9.8648e-06 8.8661e-06 7.8662e-06 6.8716e-06 5.8834e-06 4.9155e-06 3.9696e-06
5.1300e+02 1.1509e-05 1.0555e-05 9.5878e-06 8.6208e-06 7.6546e-06 6.6958e-06 5.7457e-06 4.8176e-06 3.9122e-06
5.1500e+02 1.0894e-05 1.0003e-05 9.1010e-06 8.2006e-06 7.3016e-06 6.4099e-06 5.5260e-06 4.6614e-06 3.8152e-06
5.1700e+02 8.5285e-06 7.8766e-06 7.2243e-06 6.5793e-06 5.9408e-06 5.3117e-06 4.6902e-06 4.0796e-06 3.4705e-06
5.1900e+02 9.2908e-06 8.5853e-06 7.8750e-06 7.1683e-06 6.4641e-06 5.7654e-06 5.0707e-06 4.3846e-06 3.6993e-06
5.2100e+02 1.1442e-05 1.0538e-05 9.6186e-06 8.6975e-06 7.7733e-06 6.8509e-06 5.9292e-06 5.0180e-06 4.1134e-06
5.2300e+02 1.3651e-05 1.2638e-05 1.1596e-05 1.0538e-05 9.4599e-06 8.3651e-06 7.2471e-06 6.1146e-06 4.9597e-06
5.2500e+02 1.4750e-05 1.3662e-05 1.2539e-05 1.1394e-05 1.0222e-05 9.0257e-06 7.7981e-06 6.5486e-06 5.2695e-06
5.2700e+02 1.2305e-05 1.1419e-05 1.0511e-05 9.5886e-06 8.6497e-06 7.6959e-06 6.7208e-06 5.7300e-06 4.7134e-06
5.2900e+02 1.4821e-05 1.3743e-05 1.2629e-05 1.1492e-05 1.0329e-05 9.1402e-06 7.9190e-06 6.6737e-06 5.3952e-06
5.3100e+02 1.5897e-05 1.4750e-05 1.3563e-05 1.2347e-05 1.1099e-05 9.8196e-06 8.5000e-06 7.1493e-06 5.7584e-06
5.3300e+02 1.3753e-05 1.2773e-05 1.1763e-05 1.0735e-05 9.6835e-06 8.6112e-06 7.5101e-06 6.3863e-06 5.2287e-06
5.3500e+02 1.5292e-05 1.4192e-05 1.3055e-05 1.1894e-05 1.0703e-05 9.4847e-06 8.2308e-06 6.9498e-06 5.6320e-06
5.3700e+02 1.5253e-05 1.4160e-05 1.3032e-05 1.1879e-05 1.0698e-05 9.4903e-06 8.2482e-06 6.9798e-06 5.6749e-06
5.3900e+02 1.5108e-05 1.4021e-05 1.2899e-05 1.1755e-05 1.0583e-05 9.3864e-06 8.1575e-06 6.9047e-06 5.6182e-06
5.4100e+02 1.4682e-05 1.3645e-05 1.2576e-05 1.1484e-05 1.0366e-05 9.2221e-06 8.0449e-06 6.8408e-06 5.5982e-06
5.4300e+02 1.5126e-05 1.4044e-05 1.2928e-05 1.1788e-05 1.0622e-05 9.4316e-06 8.2086e-06 6.9616e-06 5.6807e-06
5.4500e+02 1.5634e-05 1.4520e-05 1.3368e-05 1.2191e-05 1.0985e-05 9.7510e-06 8.4815e-06 7.1850e-06 5.8513e-06
5.4700e+02 1.5851e-05 1.4735e-05 1.3580e-05 1.2398e-05 1.1184e-05 9.9410e-06 8.6581e-06 7.3435e-06 5.9852e-06
5.4900e+02 1.5931e-05 1.4813e-05 1.3657e-05 1.2474e-05 1.1259e-05 1.0013e-05 8.7278e-06 7.4094e-06 6.0457e-06
5.5100e+02 1.5846e-05 1.4730e-05 1.3575e-05 1.2395e-05 1.1184e-05 9.9437e-06 8.6659e-06 7.3580e-06 6.0078e-06
5.5300e+02 1.6388e-05 1.5252e-05 1.4075e-05 1.2869e-05 1.1629e-05 1.0356e-05 9.0396e-06 7.6868e-06 6.2836e-06
5.5500e+02 1.6854e-05 1.5687e-05 1.4477e-05 1.3236e-05 1.1958e-05 1.0644e-05 9.2846e-06 7.8858e-06 6.4346e-06
5.5700e+02 1.6310e-05 1.5191e-05 1.4031e-05 1.2843e-05 1.1621e-05 1.0365e-05 9.0661e-06 7.7295e-06 6.3407e-06
5.5900e+02 1.5717e-05 1.4638e-05 1.3523e-05 1.2383e-05 1.1212e-05 1.0012e-05 8.7734e-06 7.5014e-06 6.1815e-06
5.6100e+02 1.6681e-05 1.5544e-05 1.4365e-05 1.3155e-05 1.1909e-05 1.0628e-05 9.2997e-06 7.9309e-06 6.5055e-06
5.6300e+02 1.7064e-05 1.5901e-05 1.4695e-05 1.3458e-05 1.2184e-05 1.0873e-05 9.5141e-06 8.1132e-06 6.6536e-06
5.6500e+02 1.7269e-05 1.6100e-05 1.4887e-05 1.3642e-05 1.2358e-05 1.1036e-05 9.6647e-06 8.2483e-06 6.7703e-06
5.6700e+02 1.6936e-05 1.5799e-05 1.4619e-05 1.3408e-05 1.2159e-05 1.0873e-05 9.5377e-06 8.1576e-06 6.7150e-06
5.6900e+02 1.7298e-05 1.6139e-05 1.4936e-05 1.3700e-05 1.2426e-05 1.1112e-05 9.7466e-06 8.3353e-06 6.8603e-06
5.7100e+02 1.6869e-05 1.5738e-05 1.4565e-05 1.3361e-05 1.2121e-05 1.0844e-05 9.5193e-06 8.1519e-06 6.7247e-06
5.7300e+02 1.8221e-05 1.7000e-05 1.5730e-05 1.4423e-05 1.3073e-05 1.1679e-05 1.0229e-05 8.7279e-06 7.1597e-06
5.7500e+02 1.7857e-05 1.6670e-05 1.5437e-05 1.4169e-05 1.2859e-05 1.1507e-05 1.0101e-05 8.6455e-06 7.1222e-06
5.7700e+02 1.8154e-05 1.6950e-05 1.5697e-05 1.4408e-05 1.3077e-05 1.1702e-05 1.0271e-05 8.7892e-06 7.2384e-06
5.7900e+02 1.7509e-05 1.6347e-05 1.5141e-05 1.3902e-05 1.2625e-05 1.1309e-05 9.9424e-06 8.5300e-06 7.0540e-06
5.8100e+02 1.8285e-05 1.7080e-05 1.5826e-05 1.4536e-05 1.3202e-05 1.1825e-05 1.0391e-05 8.9040e-06 7.3460e-06
5.8300e+02 1.8776e-05 1.7546e-05 1.6265e-05 1.4944e-05 1.3577e-05 1.2163e-05 1.0688e-05 9.1552e-06 7.5459e-06
5.8500e+02 1.8299e-05 1.7102e-05 1.5858e-05 1.4576e-05 1.3251e-05 1.1882e-05 1.0455e-05 8.9749e-06 7.4218e-06
5.8700e+02 1.8456e-05 1.7252e-05 1.5998e-05 1.4707e-05 1.3372e-05 1.1992e-05 1.0553e-05 9.0609e-06 7.4938e-06
5.8900e+02 1.4244e-05 1.3289e-05 1.2309e-05 1.1315e-05 1.0303e-05 9.2739e-06 8.2225e-06 7.1533e-06 6.0522e-06
5.9100e+02 1.8343e-05 1.7146e-05 1.5900e-05 1.4618e-05 1.3293e-05 1.1926e-05 1.0503e-05 9.0282e-06 7.4823e-06
5.9300e+02 1.8658e-05 1.7455e-05 1.6202e-05 1.4910e-05 1.3574e-05 1.2191e-05 1.0748e-05 9.2484e-06 7.6691e-06
5.9500e+02 1.8804e-05 1.7594e-05 1.6334e-05 1.5035e-05 1.3689e-05 1.2297e-05 1.0843e-05 9.3307e-06 7.7374e-06
5.9700e+02 1.9058e-05 1.7840e-05 1.6570e-05 1.5259e-05 1.3902e-05 1.2495e-05 1.1024e-05 9.4932e-06 7.8783e-06
5.9900e+02 1.8972e-05 1.7760e-05 1.6498e-05 1.5196e-05 1.3848e-05 1.2451e-05 1.0992e-05 9.4729e-06 7.8713e-06
6.0100e+02 1.8752e-05 1.7561e-05 1.6321e-05 1.5042e-05 1.3717e-05 1.2346e-05 1.0913e-05 9.4213e-06 7.8476e-06
6.0300e+02 1.9070e-05 1.7870e-05 1.6619e-05 1.5328e-05 1.3989e-05 1.2600e-05 1.1146e-05 9.6287e-06 8.0235e-06
6.0500e+02 1.9516e-05 1.8284e-05 1.6998e-05 1.5671e-05 1.4294e-05 1.2866e-05 1.1371e-05 9.8123e-06 8.1651e-06
6.0700e+02 1.9430e-05 1.8207e-05 1.6932e-05 1.5616e-05 1.4251e-05 1.2835e-05 1.1352e-05 9.8061e-06 8.1718e-06
6.0900e+02 1.9036e-05 1.7841e-05 1.6597e-05 1.5313e-05 1.3984e-05 1.2607e-05 1.1168e-05 9.6671e-06 8.0810e-06
6.1100e+02 1.9069e-05 1.7879e-05 1.6639e-05 1.5360e-05 1.4034e-05 1.2660e-05 1.1222e-05 9.7226e-06 8.1360e-06
6.1300e+02 1.8139e-05 1.7009e-05 1.5836e-05 1.4627e-05 1.3378e-05 1.2086e-05 1.0738e-05 9.3349e-06 7.8520e-06
6.1500e+02 1.8954e-05 1.7784e-05 1.6565e-05 1.5308e-05 1.4003e-05 1.2651e-05 1.1234e-05 9.7549e-06 8.1864e-06
6.1700e+02 1.7706e-05 1.6615e-05 1.5481e-05 1.4315e-05 1.3110e-05 1.1864e-05 1.0563e-05 9.2099e-06 7.7782e-06
6.1900e+02 1.9460e-05 1.8259e-05 1.7006e-05 1.5713e-05 1.4372e-05 1.2980e-05 1.1521e-05 9.9967e-06 8.3795e-06
6.2100e+02 1.9537e-05 1.8330e-05 1.7071e-05 1.5772e-05 1.4423e-05 1.3024e-05 1.1559e-05 1.0028e-05 8.4051e-06
6.2300e+02 1.9100e-05 1.7928e-05 1.6706e-05 1.5447e-05 1.4141e-05 1.2786e-05 1.1368e-05 9.8860e-06 8.3134e-06
6.2500e+02 1.8703e-05 1.7565e-05 1.6380e-05 1.5157e-05 1.3888e-05 1.2573e-05 1.1194e-05 9.7531e-06 8.2209e-06
