#K0 hydro vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04       i03
6.2700e+02 1.9519e-05 1.8321e-05 1.7071e-05 1.5781e-05 1.4443e-05 1.3054e-05 1.1600e-05 1.0081e-05 8.4704e-06
6.2900e+02 1.9844e-05 1.8634e-05 1.7371e-05 1.6066e-05 1.4712e-05 1.3305e-05 1.1829e-05 1.0285e-05 8.6451e-06
6.3100e+02 1.9345e-05 1.8174e-05 1.6952e-05 1.5692e-05 1.4383e-05 1.3026e-05 1.1603e-05 1.0116e-05 8.5362e-06
6.3300e+02 1.9569e-05 1.8387e-05 1.7156e-05 1.5884e-05 1.4565e-05 1.3195e-05 1.1758e-05 1.0255e-05 8.6571e-06
6.3500e+02 1.9780e-05 1.8587e-05 1.7343e-05 1.6058e-05 1.4724e-05 1.3338e-05 1.1885e-05 1.0366e-05 8.7507e-06
6.3700e+02 1.9788e-05 1.8597e-05 1.7354e-05 1.6071e-05 1.4740e-05 1.3357e-05 1.1908e-05 1.0391e-05 8.7794e-06
6.3900e+02 2.0137e-05 1.8933e-05 1.7676e-05 1.6377e-05 1.5026e-05 1.3622e-05 1.2147e-05 1.0601e-05 8.9547e-06
6.4100e+02 1.9755e-05 1.8585e-05 1.7364e-05 1.6102e-05 1.4790e-05 1.3426e-05 1.1993e-05 1.0490e-05 8.8866e-06
6.4300e+02 2.0030e-05 1.8838e-05 1.7594e-05 1.6309e-05 1.4972e-05 1.3584e-05 1.2125e-05 1.0597e-05 8.9683e-06
6.4500e+02 1.9687e-05 1.8525e-05 1.7313e-05 1.6060e-05 1.4759e-05 1.3406e-05 1.1985e-05 1.0495e-05 8.9055e-06
6.4700e+02 1.9750e-05 1.8588e-05 1.7374e-05 1.6120e-05 1.4817e-05 1.3462e-05 1.2040e-05 1.0548e-05 8.9575e-06
6.4900e+02 1.9640e-05 1.8487e-05 1.7284e-05 1.6041e-05 1.4750e-05 1.3408e-05 1.2000e-05 1.0523e-05 8.9486e-06
6.5100e+02 2.0411e-05 1.9213e-05 1.7962e-05 1.6667e-05 1.5319e-05 1.3916e-05 1.2439e-05 1.0890e-05 9.2357e-06
6.5300e+02 2.0654e-05 1.9450e-05 1.8191e-05 1.6886e-05 1.5526e-05 1.4109e-05 1.2617e-05 1.1048e-05 9.3718e-06
6.5500e+02 2.0326e-05 1.9177e-05 1.7968e-05 1.6708e-05 1.5389e-05 1.4008e-05 1.2545e-05 1.1001e-05 9.3446e-06
6.5700e+02 1.9267e-05 1.8287e-05 1.7243e-05 1.6141e-05 1.4968e-05 1.3720e-05 1.2374e-05 1.0925e-05 9.3398e-06
6.5900e+02 2.0611e-05 1.9430e-05 1.8192e-05 1.6908e-05 1.5568e-05 1.4169e-05 1.2694e-05 1.1140e-05 9.4748e-06
6.6100e+02 2.0912e-05 1.9705e-05 1.8442e-05 1.7133e-05 1.5768e-05 1.4345e-05 1.2845e-05 1.1266e-05 9.5747e-06
6.6300e+02 2.0878e-05 1.9676e-05 1.8419e-05 1.7117e-05 1.5761e-05 1.4347e-05 1.2857e-05 1.1289e-05 9.6085e-06
6.6500e+02 2.0952e-05 1.9750e-05 1.8492e-05 1.7188e-05 1.5830e-05 1.4413e-05 1.2920e-05 1.1348e-05 9.6620e-06
6.6700e+02 2.0745e-05 1.9557e-05 1.8316e-05 1.7031e-05 1.5692e-05 1.4297e-05 1.2827e-05 1.1279e-05 9.6197e-06
6.6900e+02 2.1182e-05 1.9969e-05 1.8701e-05 1.7386e-05 1.6016e-05 1.4588e-05 1.3081e-05 1.1493e-05 9.7896e-06
6.7100e+02 2.0754e-05 1.9571e-05 1.8334e-05 1.7054e-05 1.5721e-05 1.4331e-05 1.2866e-05 1.1324e-05 9.6689e-06
6.7300e+02 2.1322e-05 2.0113e-05 1.8848e-05 1.7537e-05 1.6169e-05 1.4740e-05 1.3231e-05 1.1637e-05 9.9223e-06
6.7500e+02 2.1131e-05 1.9937e-05 1.8688e-05 1.7392e-05 1.6041e-05 1.4630e-05 1.3139e-05 1.1565e-05 9.8715e-06
6.7700e+02 2.1284e-05 2.0085e-05 1.8830e-05 1.7528e-05 1.6171e-05 1.4754e-05 1.3257e-05 1.1676e-05 9.9746e-06
6.7900e+02 2.1255e-05 2.0058e-05 1.8806e-05 1.7508e-05 1.6154e-05 1.4741e-05 1.3248e-05 1.1673e-05 9.9777e-06
6.8100e+02 2.1255e-05 2.0065e-05 1.8821e-05 1.7530e-05 1.6184e-05 1.4778e-05 1.3292e-05 1.1724e-05 1.0033e-05
6.8300e+02 2.1573e-05 2.0369e-05 1.9107e-05 1.7798e-05 1.6432e-05 1.5004e-05 1.3493e-05 1.1896e-05 1.0175e-05
6.8500e+02 2.1171e-05 1.9996e-05 1.8767e-05 1.7493e-05 1.6163e-05 1.4775e-05 1.3308e-05 1.1758e-05 1.0087e-05
6.8700e+02 2.1448e-05 2.0257e-05 1.9010e-05 1.7716e-05 1.6366e-05 1.4955e-05 1.3463e-05 1.1887e-05 1.0188e-05
6.8900e+02 2.1582e-05 2.0388e-05 1.9137e-05 1.7840e-05 1.6485e-05 1.5069e-05 1.3571e-05 1.1987e-05 1.0279e-05
6.9100e+02 2.1590e-05 2.0398e-05 1.9151e-05 1.7857e-05 1.6506e-05 1.5094e-05 1.3600e-05 1.2020e-05 1.0315e-05
6.9300e+02 2.1540e-05 2.0353e-05 1.9110e-05 1.7821e-05 1.6475e-05 1.5069e-05 1.3582e-05 1.2010e-05 1.0316e-05
6.9500e+02 2.1564e-05 2.0376e-05 1.9132e-05 1.7842e-05 1.6495e-05 1.5088e-05 1.3601e-05 1.2030e-05 1.0339e-05
6.9700e+02 2.1720e-05 2.0528e-05 1.9281e-05 1.7986e-05 1.6635e-05 1.5222e-05 1.3729e-05 1.2150e-05 1.0448e-05
6.9900e+02 2.1620e-05 2.0433e-05 1.9191e-05 1.7902e-05 1.6557e-05 1.5152e-05 1.3666e-05 1.2098e-05 1.0409e-05
7.0100e+02 2.1294e-05 2.0141e-05 1.8935e-05 1.7684e-05 1.6378e-05 1.5013e-05 1.3569e-05 1.2041e-05 1.0391e-05
7.0300e+02 2.1709e-05 2.0529e-05 1.9295e-05 1.8013e-05 1.6675e-05 1.5276e-05 1.3796e-05 1.2230e-05 1.0540e-05
7.0500e+02 2.1899e-05 2.0713e-05 1.9470e-05 1.8180e-05 1.6831e-05 1.5421e-05 1.3927e-05 1.2345e-05 1.0636e-05
7.0700e+02 2.1716e-05 2.0539e-05 1.9308e-05 1.8030e-05 1.6695e-05 1.5300e-05 1.3823e-05 1.2260e-05 1.0571e-05
7.0900e+02 2.1733e-05 2.0559e-05 1.9330e-05 1.8054e-05 1.6721e-05 1.5327e-05 1.3852e-05 1.2290e-05 1.0601e-05
7.1100e+02 2.1933e-05 2.0749e-05 1.9508e-05 1.8219e-05 1.6871e-05 1.5461e-05 1.3968e-05 1.2388e-05 1.0679e-05
7.1300e+02 2.1638e-05 2.0475e-05 1.9257e-05 1.7994e-05 1.6675e-05 1.5296e-05 1.3836e-05 1.2290e-05 1.0616e-05
7.1500e+02 2.1374e-05 2.0228e-05 1.9028e-05 1.7784e-05 1.6486e-05 1.5130e-05 1.3696e-05 1.2179e-05 1.0539e-05
7.1700e+02 2.1791e-05 2.0631e-05 1.9417e-05 1.8156e-05 1.6838e-05 1.5458e-05 1.3995e-05 1.2444e-05 1.0763e-05
7.1900e+02 2.1243e-05 2.0123e-05 1.8953e-05 1.7738e-05 1.6470e-05 1.5144e-05 1.3740e-05 1.2250e-05 1.0635e-05
7.2100e+02 2.1666e-05 2.0517e-05 1.9314e-05 1.8065e-05 1.6760e-05 1.5395e-05 1.3949e-05 1.2416e-05 1.0755e-05
7.2300e+02 2.2073e-05 2.0911e-05 1.9693e-05 1.8427e-05 1.7103e-05 1.5715e-05 1.4242e-05 1.2677e-05 1.0979e-05
7.2500e+02 2.2118e-05 2.0952e-05 1.9729e-05 1.8459e-05 1.7130e-05 1.5737e-05 1.4260e-05 1.2691e-05 1.0990e-05
7.2700e+02 2.2197e-05 2.1028e-05 1.9803e-05 1.8530e-05 1.7198e-05 1.5803e-05 1.4323e-05 1.2754e-05 1.1053e-05
7.2900e+02 2.1769e-05 2.0638e-05 1.9454e-05 1.8223e-05 1.6937e-05 1.5589e-05 1.4160e-05 1.2641e-05 1.0993e-05
7.3100e+02 2.2161e-05 2.1001e-05 1.9785e-05 1.8522e-05 1.7201e-05 1.5818e-05 1.4350e-05 1.2794e-05 1.1107e-05
7.3300e+02 2.2004e-05 2.0856e-05 1.9654e-05 1.8405e-05 1.7099e-05 1.5733e-05 1.4284e-05 1.2747e-05 1.1081e-05
7.3500e+02 2.2202e-05 2.1042e-05 1.9827e-05 1.8564e-05 1.7243e-05 1.5861e-05 1.4394e-05 1.2839e-05 1.1154e-05
7.3700e+02 2.2433e-05 2.1268e-05 2.0047e-05 1.8777e-05 1.7448e-05 1.6055e-05 1.4577e-05 1.3006e-05 1.1301e-05
7.3900e+02 2.2063e-05 2.0932e-05 1.9746e-05 1.8513e-05 1.7222e-05 1.5869e-05 1.4432e-05 1.2904e-05 1.1244e-05
7.4100e+02 2.1949e-05 2.0833e-05 1.9664e-05 1.8447e-05 1.7172e-05 1.5835e-05 1.4413e-05 1.2899e-05 1.1251e-05
7.4300e+02 2.2321e-05 2.1181e-05 1.9986e-05 1.8743e-05 1.7440e-05 1.6073e-05 1.4620e-05 1.3072e-05 1.1387e-05
7.4500e+02 2.2337e-05 2.1196e-05 1.9999e-05 1.8754e-05 1.7450e-05 1.6083e-05 1.4631e-05 1.3086e-05 1.1407e-05
7.4700e+02 2.2588e-05 2.1432e-05 2.0219e-05 1.8956e-05 1.7634e-05 1.6247e-05 1.4772e-05 1.3204e-05 1.1500e-05
7.4900e+02 2.2474e-05 2.1330e-05 2.0131e-05 1.8883e-05 1.7576e-05 1.6205e-05 1.4748e-05 1.3197e-05 1.1511e-05
7.5100e+02 2.2616e-05 2.1470e-05 2.0268e-05 1.9017e-05 1.7705e-05 1.6329e-05 1.4865e-05 1.3306e-05 1.1609e-05
7.5300e+02 2.2826e-05 2.1672e-05 2.0460e-05 1.9197e-05 1.7873e-05 1.6483e-05 1.5002e-05 1.3425e-05 1.1706e-05
7.5500e+02 2.2953e-05 2.1793e-05 2.0575e-05 1.9306e-05 1.7976e-05 1.6578e-05 1.5090e-05 1.3504e-05 1.1776e-05
7.5700e+02 2.2819e-05 2.1672e-05 2.0467e-05 1.9213e-05 1.7898e-05 1.6517e-05 1.5047e-05 1.3479e-05 1.1770e-05
7.5900e+02 2.2842e-05 2.1694e-05 2.0490e-05 1.9235e-05 1.7919e-05 1.6537e-05 1.5065e-05 1.3497e-05 1.1786e-05
7.6100e+02 2.2823e-05 2.1682e-05 2.0484e-05 1.9237e-05 1.7929e-05 1.6555e-05 1.5091e-05 1.3529e-05 1.1824e-05
7.6300e+02 2.3068e-05 2.1916e-05 2.0705e-05 1.9443e-05 1.8118e-05 1.6725e-05 1.5241e-05 1.3656e-05 1.1926e-05
7.6500e+02 2.3059e-05 2.1912e-05 2.0708e-05 1.9452e-05 1.8134e-05 1.6748e-05 1.5270e-05 1.3690e-05 1.1964e-05
7.6700e+02 2.2348e-05 2.1245e-05 2.0087e-05 1.8882e-05 1.7618e-05 1.6290e-05 1.4876e-05 1.3367e-05 1.1717e-05
7.6900e+02 2.3114e-05 2.1973e-05 2.0774e-05 1.9523e-05 1.8209e-05 1.6825e-05 1.5349e-05 1.3770e-05 1.2041e-05
7.7100e+02 2.2890e-05 2.1760e-05 2.0572e-05 1.9335e-05 1.8035e-05 1.6669e-05 1.5212e-05 1.3655e-05 1.1952e-05
7.7300e+02 2.3070e-05 2.1933e-05 2.0738e-05 1.9494e-05 1.8186e-05 1.6812e-05 1.5345e-05 1.3778e-05 1.2063e-05
7.7500e+02 2.2888e-05 2.1769e-05 2.0594e-05 1.9368e-05 1.8081e-05 1.6727e-05 1.5282e-05 1.3735e-05 1.2041e-05
7.7700e+02 2.3448e-05 2.2302e-05 2.1095e-05 1.9835e-05 1.8510e-05 1.7112e-05 1.5618e-05 1.4017e-05 1.2262e-05
7.7900e+02 2.3431e-05 2.2283e-05 2.1076e-05 1.9817e-05 1.8493e-05 1.7099e-05 1.5610e-05 1.4016e-05 1.2269e-05
7.8100e+02 2.3402e-05 2.2262e-05 2.1063e-05 1.9812e-05 1.8497e-05 1.7112e-05 1.5632e-05 1.4048e-05 1.2309e-05
7.8300e+02 2.3176e-05 2.2053e-05 2.0873e-05 1.9642e-05 1.8348e-05 1.6985e-05 1.5528e-05 1.3969e-05 1.2258e-05
7.8500e+02 2.3313e-05 2.2183e-05 2.0995e-05 1.9755e-05 1.8451e-05 1.7078e-05 1.5610e-05 1.4038e-05 1.2313e-05
7.8700e+02 2.3587e-05 2.2440e-05 2.1234e-05 1.9976e-05 1.8653e-05 1.7259e-05 1.5770e-05 1.4176e-05 1.2430e-05
7.8900e+02 2.3436e-05 2.2294e-05 2.1093e-05 1.9841e-05 1.8525e-05 1.7141e-05 1.5666e-05 1.4089e-05 1.2366e-05
7.9100e+02 2.3164e-05 2.2038e-05 2.0855e-05 1.9623e-05 1.8329e-05 1.6970e-05 1.5521e-05 1.3975e-05 1.2286e-05
7.9300e+02 2.2825e-05 2.1734e-05 2.0589e-05 1.9395e-05 1.8141e-05 1.6822e-05 1.5415e-05 1.3911e-05 1.2263e-05
7.9500e+02 2.2810e-05 2.1713e-05 2.0561e-05 1.9362e-05 1.8104e-05 1.6782e-05 1.5374e-05 1.3871e-05 1.2228e-05
7.9700e+02 2.3493e-05 2.2360e-05 2.1170e-05 1.9928e-05 1.8623e-05 1.7250e-05 1.5785e-05 1.4219e-05 1.2505e-05
7.9900e+02 2.3486e-05 2.2352e-05 2.1160e-05 1.9917e-05 1.8612e-05 1.7239e-05 1.5775e-05 1.4212e-05 1.2502e-05
8.0100e+02 2.3332e-05 2.2218e-05 2.1047e-05 1.9826e-05 1.8543e-05 1.7192e-05 1.5750e-05 1.4208e-05 1.2518e-05
8.0300e+02 2.3465e-05 2.2347e-05 2.1171e-05 1.9945e-05 1.8655e-05 1.7297e-05 1.5845e-05 1.4291e-05 1.2587e-05
8.0500e+02 2.3295e-05 2.2191e-05 2.1030e-05 1.9819e-05 1.8547e-05 1.7207e-05 1.5776e-05 1.4244e-05 1.2563e-05
8.0700e+02 2.3501e-05 2.2378e-05 2.1198e-05 1.9967e-05 1.8674e-05 1.7313e-05 1.5860e-05 1.4307e-05 1.2606e-05
8.0900e+02 2.3156e-05 2.2058e-05 2.0904e-05 1.9702e-05 1.8440e-05 1.7112e-05 1.5697e-05 1.4184e-05 1.2528e-05
8.1100e+02 2.3359e-05 2.2245e-05 2.1076e-05 1.9857e-05 1.8577e-05 1.7233e-05 1.5800e-05 1.4270e-05 1.2598e-05
8.1300e+02 2.3652e-05 2.2526e-05 2.1342e-05 2.0108e-05 1.8811e-05 1.7447e-05 1.5991e-05 1.4436e-05 1.2735e-05
8.1500e+02 2.3637e-05 2.2517e-05 2.1339e-05 2.0111e-05 1.8820e-05 1.7462e-05 1.6013e-05 1.4464e-05 1.2767e-05
8.1700e+02 2.3676e-05 2.2557e-05 2.1381e-05 2.0154e-05 1.8864e-05 1.7506e-05 1.6056e-05 1.4505e-05 1.2806e-05
8.1900e+02 2.2657e-05 2.1604e-05 2.0499e-05 1.9348e-05 1.8140e-05 1.6869e-05 1.5514e-05 1.4064e-05 1.2475e-05
8.2100e+02 2.3202e-05 2.2127e-05 2.0996e-05 1.9816e-05 1.8576e-05 1.7269e-05 1.5871e-05 1.4373e-05 1.2725e-05
8.2300e+02 2.3314e-05 2.2238e-05 2.1105e-05 1.9924e-05 1.8681e-05 1.7371e-05 1.5970e-05 1.4468e-05 1.2816e-05
8.2500e+02 2.3675e-05 2.2575e-05 2.1417e-05 2.0208e-05 1.8935e-05 1.7593e-05 1.6157e-05 1.4616e-05 1.2922e-05
8.2700e+02 2.3952e-05 2.2836e-05 2.1663e-05 2.0436e-05 1.9146e-05 1.7784e-05 1.6328e-05 1.4765e-05 1.3047e-05
8.2900e+02 2.3901e-05 2.2791e-05 2.1622e-05 2.0401e-05 1.9116e-05 1.7761e-05 1.6311e-05 1.4756e-05 1.3046e-05
8.3100e+02 2.3434e-05 2.2350e-05 2.1212e-05 2.0024e-05 1.8775e-05 1.7460e-05 1.6054e-05 1.4548e-05 1.2894e-05
8.3300e+02 2.3221e-05 2.2152e-05 2.1029e-05 1.9857e-05 1.8626e-05 1.7330e-05 1.5945e-05 1.4462e-05 1.2833e-05
8.3500e+02 2.3552e-05 2.2468e-05 2.1329e-05 2.0139e-05 1.8887e-05 1.7569e-05 1.6158e-05 1.4646e-05 1.2984e-05
8.3700e+02 2.3788e-05 2.2693e-05 2.1539e-05 2.0335e-05 1.9067e-05 1.7731e-05 1.6300e-05 1.4766e-05 1.3078e-05
8.3900e+02 2.2934e-05 2.1884e-05 2.0782e-05 1.9632e-05 1.8425e-05 1.7153e-05 1.5795e-05 1.4339e-05 1.2737e-05
8.4100e+02 2.3907e-05 2.2812e-05 2.1658e-05 2.0454e-05 1.9185e-05 1.7845e-05 1.6411e-05 1.4870e-05 1.3173e-05
8.4300e+02 2.3435e-05 2.2366e-05 2.1241e-05 2.0066e-05 1.8829e-05 1.7523e-05 1.6125e-05 1.4624e-05 1.2969e-05
8.4500e+02 2.3867e-05 2.2783e-05 2.1642e-05 2.0448e-05 1.9190e-05 1.7861e-05 1.6437e-05 1.4906e-05 1.3218e-05
8.4700e+02 2.3707e-05 2.2636e-05 2.1507e-05 2.0329e-05 1.9087e-05 1.7776e-05 1.6372e-05 1.4862e-05 1.3196e-05
8.4900e+02 2.3571e-05 2.2519e-05 2.1411e-05 2.0253e-05 1.9032e-05 1.7740e-05 1.6355e-05 1.4861e-05 1.3210e-05
8.5100e+02 2.2553e-05 2.1568e-05 2.0532e-05 1.9449e-05 1.8307e-05 1.7102e-05 1.5807e-05 1.4413e-05 1.2869e-05
8.5300e+02 2.3374e-05 2.2341e-05 2.1254e-05 2.0119e-05 1.8922e-05 1.7657e-05 1.6298e-05 1.4833e-05 1.3210e-05
8.5500e+02 1.9776e-05 1.8993e-05 1.8171e-05 1.7312e-05 1.6406e-05 1.5447e-05 1.4413e-05 1.3293e-05 1.2043e-05
8.5700e+02 2.4207e-05 2.3122e-05 2.1978e-05 2.0781e-05 1.9518e-05 1.8183e-05 1.6749e-05 1.5205e-05 1.3498e-05
8.5900e+02 2.3969e-05 2.2906e-05 2.1785e-05 2.0612e-05 1.9374e-05 1.8064e-05 1.6657e-05 1.5140e-05 1.3461e-05
8.6100e+02 2.4009e-05 2.2945e-05 2.1824e-05 2.0649e-05 1.9410e-05 1.8098e-05 1.6689e-05 1.5169e-05 1.3487e-05
8.6300e+02 2.4229e-05 2.3150e-05 2.2013e-05 2.0822e-05 1.9566e-05 1.8237e-05 1.6809e-05 1.5271e-05 1.3570e-05
8.6500e+02 2.4004e-05 2.2951e-05 2.1842e-05 2.0680e-05 1.9453e-05 1.8153e-05 1.6756e-05 1.5246e-05 1.3569e-05
8.6700e+02 2.0453e-05 1.9637e-05 1.8780e-05 1.7884e-05 1.6937e-05 1.5934e-05 1.4853e-05 1.3680e-05 1.2371e-05
8.6900e+02 2.3231e-05 2.2216e-05 2.1148e-05 2.0032e-05 1.8856e-05 1.7614e-05 1.6282e-05 1.4847e-05 1.3258e-05
8.7100e+02 2.4144e-05 2.3084e-05 2.1965e-05 2.0794e-05 1.9559e-05 1.8252e-05 1.6846e-05 1.5331e-05 1.3651e-05
8.7300e+02 2.4134e-05 2.3082e-05 2.1971e-05 2.0808e-05 1.9579e-05 1.8277e-05 1.6876e-05 1.5364e-05 1.3685e-05
8.7500e+02 2.4116e-05 2.3081e-05 2.1986e-05 2.0836e-05 1.9617e-05 1.8322e-05 1.6925e-05 1.5412e-05 1.3730e-05
8.7700e+02 2.4353e-05 2.3290e-05 2.2166e-05 2.0989e-05 1.9744e-05 1.8425e-05 1.7006e-05 1.5474e-05 1.3775e-05
8.7900e+02 2.4344e-05 2.3283e-05 2.2164e-05 2.0992e-05 1.9754e-05 1.8442e-05 1.7031e-05 1.5507e-05 1.3814e-05
8.8100e+02 2.3422e-05 2.2420e-05 2.1364e-05 2.0259e-05 1.9095e-05 1.7863e-05 1.6539e-05 1.5109e-05 1.3521e-05
8.8300e+02 2.4073e-05 2.3026e-05 2.1923e-05 2.0767e-05 1.9548e-05 1.8258e-05 1.6872e-05 1.5376e-05 1.3717e-05
8.8500e+02 2.4465e-05 2.3411e-05 2.2296e-05 2.1125e-05 1.9886e-05 1.8571e-05 1.7154e-05 1.5620e-05 1.3918e-05
8.8700e+02 2.4108e-05 2.3094e-05 2.2020e-05 2.0889e-05 1.9689e-05 1.8412e-05 1.7030e-05 1.5532e-05 1.3860e-05
8.8900e+02 2.4700e-05 2.3633e-05 2.2504e-05 2.1321e-05 2.0069e-05 1.8740e-05 1.7308e-05 1.5759e-05 1.4035e-05
8.9100e+02 2.4823e-05 2.3751e-05 2.2617e-05 2.1427e-05 2.0169e-05 1.8833e-05 1.7392e-05 1.5832e-05 1.4096e-05
8.9300e+02 2.4429e-05 2.3382e-05 2.2275e-05 2.1115e-05 1.9889e-05 1.8587e-05 1.7185e-05 1.5666e-05 1.3976e-05
8.9500e+02 2.4448e-05 2.3398e-05 2.2289e-05 2.1127e-05 1.9898e-05 1.8596e-05 1.7193e-05 1.5675e-05 1.3986e-05
8.9700e+02 2.4583e-05 2.3527e-05 2.2412e-05 2.1243e-05 2.0007e-05 1.8696e-05 1.7283e-05 1.5754e-05 1.4054e-05
8.9900e+02 2.4740e-05 2.3677e-05 2.2554e-05 2.1376e-05 2.0130e-05 1.8809e-05 1.7384e-05 1.5843e-05 1.4129e-05
9.0100e+02 2.3697e-05 2.2722e-05 2.1689e-05 2.0601e-05 1.9446e-05 1.8216e-05 1.6886e-05 1.5441e-05 1.3828e-05
9.0300e+02 2.4558e-05 2.3521e-05 2.2422e-05 2.1267e-05 2.0042e-05 1.8740e-05 1.7334e-05 1.5811e-05 1.4114e-05
9.0500e+02 2.5025e-05 2.3957e-05 2.2826e-05 2.1638e-05 2.0381e-05 1.9046e-05 1.7604e-05 1.6042e-05 1.4301e-05
9.0700e+02 2.4855e-05 2.3809e-05 2.2701e-05 2.1537e-05 2.0303e-05 1.8990e-05 1.7570e-05 1.6028e-05 1.4305e-05
9.0900e+02 2.4226e-05 2.3217e-05 2.2151e-05 2.1030e-05 1.9843e-05 1.8581e-05 1.7216e-05 1.5734e-05 1.4079e-05
9.1100e+02 2.4389e-05 2.3362e-05 2.2277e-05 2.1139e-05 1.9936e-05 1.8659e-05 1.7282e-05 1.5790e-05 1.4128e-05
9.1300e+02 2.4885e-05 2.3831e-05 2.2716e-05 2.1546e-05 2.0307e-05 1.8991e-05 1.7571e-05 1.6032e-05 1.4319e-05
9.1500e+02 2.4477e-05 2.3430e-05 2.2325e-05 2.1168e-05 1.9947e-05 1.8656e-05 1.7268e-05 1.5772e-05 1.4116e-05
9.1700e+02 2.4313e-05 2.3270e-05 2.2171e-05 2.1022e-05 1.9811e-05 1.8531e-05 1.7158e-05 1.5681e-05 1.4049e-05
9.1900e+02 2.4477e-05 2.3428e-05 2.2323e-05 2.1165e-05 1.9946e-05 1.8656e-05 1.7273e-05 1.5784e-05 1.4138e-05
9.2100e+02 2.4014e-05 2.3001e-05 2.1934e-05 2.0816e-05 1.9637e-05 1.8390e-05 1.7052e-05 1.5611e-05 1.4015e-05
9.2300e+02 2.4071e-05 2.3098e-05 2.2063e-05 2.0970e-05 1.9806e-05 1.8566e-05 1.7224e-05 1.5767e-05 1.4146e-05
9.2500e+02 2.3939e-05 2.2947e-05 2.1901e-05 2.0803e-05 1.9643e-05 1.8414e-05 1.7091e-05 1.5661e-05 1.4073e-05
9.2700e+02 2.4382e-05 2.3358e-05 2.2276e-05 2.1143e-05 1.9947e-05 1.8680e-05 1.7317e-05 1.5845e-05 1.4213e-05
9.2900e+02 2.4323e-05 2.3294e-05 2.2211e-05 2.1077e-05 1.9882e-05 1.8618e-05 1.7261e-05 1.5799e-05 1.4179e-05
9.3100e+02 2.4692e-05 2.3652e-05 2.2555e-05 2.1405e-05 2.0191e-05 1.8905e-05 1.7522e-05 1.6027e-05 1.4366e-05
9.3300e+02 2.4684e-05 2.3650e-05 2.2559e-05 2.1415e-05 2.0206e-05 1.8925e-05 1.7546e-05 1.6054e-05 1.4396e-05
9.3500e+02 2.4603e-05 2.3573e-05 2.2487e-05 2.1348e-05 2.0145e-05 1.8870e-05 1.7499e-05 1.6017e-05 1.4369e-05
9.3700e+02 2.4559e-05 2.3533e-05 2.2450e-05 2.1314e-05 2.0114e-05 1.8843e-05 1.7474e-05 1.5994e-05 1.4349e-05
9.3900e+02 2.4592e-05 2.3561e-05 2.2474e-05 2.1335e-05 2.0133e-05 1.8859e-05 1.7491e-05 1.6013e-05 1.4374e-05
9.4100e+02 2.3803e-05 2.2843e-05 2.1829e-05 2.0765e-05 1.9639e-05 1.8444e-05 1.7155e-05 1.5758e-05 1.4201e-05
9.4300e+02 2.4442e-05 2.3428e-05 2.2358e-05 2.1237e-05 2.0053e-05 1.8799e-05 1.7450e-05 1.5993e-05 1.4375e-05
9.4500e+02 2.4094e-05 2.3098e-05 2.2048e-05 2.0949e-05 1.9790e-05 1.8562e-05 1.7244e-05 1.5821e-05 1.4243e-05
9.4700e+02 2.4684e-05 2.3658e-05 2.2574e-05 2.1438e-05 2.0238e-05 1.8966e-05 1.7599e-05 1.6121e-05 1.4479e-05
9.4900e+02 2.4785e-05 2.3753e-05 2.2663e-05 2.1520e-05 2.0313e-05 1.9034e-05 1.7658e-05 1.6172e-05 1.4522e-05
9.5100e+02 2.4821e-05 2.3797e-05 2.2715e-05 2.1579e-05 2.0377e-05 1.9101e-05 1.7727e-05 1.6239e-05 1.4582e-05
9.5300e+02 2.4679e-05 2.3667e-05 2.2596e-05 2.1471e-05 2.0281e-05 1.9018e-05 1.7657e-05 1.6184e-05 1.4546e-05
9.5500e+02 2.4381e-05 2.3432e-05 2.2418e-05 2.1343e-05 2.0194e-05 1.8963e-05 1.7624e-05 1.6163e-05 1.4530e-05
9.5700e+02 2.4669e-05 2.3663e-05 2.2599e-05 2.1481e-05 2.0297e-05 1.9039e-05 1.7683e-05 1.6213e-05 1.4576e-05
9.5900e+02 2.5000e-05 2.3975e-05 2.2891e-05 2.1753e-05 2.0547e-05 1.9267e-05 1.7886e-05 1.6389e-05 1.4720e-05
9.6100e+02 2.4808e-05 2.3797e-05 2.2728e-05 2.1605e-05 2.0416e-05 1.9152e-05 1.7789e-05 1.6309e-05 1.4659e-05
9.6300e+02 2.4805e-05 2.3800e-05 2.2736e-05 2.1618e-05 2.0434e-05 1.9175e-05 1.7816e-05 1.6341e-05 1.4696e-05
9.6500e+02 2.4499e-05 2.3502e-05 2.2448e-05 2.1341e-05 2.0170e-05 1.8926e-05 1.7585e-05 1.6130e-05 1.4507e-05
9.6700e+02 2.4564e-05 2.3567e-05 2.2514e-05 2.1407e-05 2.0236e-05 1.8991e-05 1.7648e-05 1.6191e-05 1.4567e-05
9.6900e+02 2.4972e-05 2.3958e-05 2.2885e-05 2.1757e-05 2.0561e-05 1.9291e-05 1.7918e-05 1.6429e-05 1.4768e-05
9.7100e+02 2.4833e-05 2.3826e-05 2.2760e-05 2.1640e-05 2.0455e-05 1.9196e-05 1.7837e-05 1.6363e-05 1.4719e-05
9.7300e+02 2.4833e-05 2.3829e-05 2.2765e-05 2.1648e-05 2.0464e-05 1.9205e-05 1.7846e-05 1.6370e-05 1.4722e-05
