K0 100G vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04       i03
2.8350e+02 8.4579e-08 7.6381e-08 6.9411e-08 6.3163e-08 5.7465e-08 5.2148e-08 4.7017e-08 4.1809e-08 3.6163e-08
2.8450e+02 5.5125e-08 5.1924e-08 4.9037e-08 4.6245e-08 4.3456e-08 4.0536e-08 3.7349e-08 3.3737e-08 2.9426e-08
2.8550e+02 3.7881e-08 3.6104e-08 3.4340e-08 3.2517e-08 3.0590e-08 2.8520e-08 2.6254e-08 2.3709e-08 2.0876e-08
2.8650e+02 7.3245e-08 6.7794e-08 6.3121e-08 5.8850e-08 5.4812e-08 5.0863e-08 4.6818e-08 4.2457e-08 3.7452e-08
2.8750e+02 1.1946e-07 1.0522e-07 9.3294e-08 8.2898e-08 7.3760e-08 6.5625e-08 5.8195e-08 5.1089e-08 4.3828e-08
2.8850e+02 1.8074e-07 1.5508e-07 1.3295e-07 1.1381e-07 9.7367e-08 8.3352e-08 7.1355e-08 6.0888e-08 5.1286e-08
2.8950e+02 3.3442e-07 2.7878e-07 2.2946e-07 1.8643e-07 1.4968e-07 1.1912e-07 9.4355e-08 7.4688e-08 5.8743e-08
2.9100e+02 5.4424e-07 4.5299e-07 3.6972e-07 2.9531e-07 2.3026e-07 1.7516e-07 1.3024e-07 9.5319e-08 6.9035e-08
2.9300e+02 5.3547e-07 4.5000e-07 3.7130e-07 3.0017e-07 2.3712e-07 1.8279e-07 1.3767e-07 1.0184e-07 7.4644e-08
2.9500e+02 4.4285e-07 3.7233e-07 3.0832e-07 2.5118e-07 2.0114e-07 1.5849e-07 1.2331e-07 9.5239e-08 7.3306e-08
2.9700e+02 4.4648e-07 3.7689e-07 3.1344e-07 2.5646e-07 2.0619e-07 1.6299e-07 1.2704e-07 9.8142e-08 7.5487e-08
2.9900e+02 4.2869e-07 3.6186e-07 3.0156e-07 2.4794e-07 2.0110e-07 1.6121e-07 1.2816e-07 1.0141e-07 7.9904e-08
3.0100e+02 3.7315e-07 3.1621e-07 2.6537e-07 2.2043e-07 1.8141e-07 1.4826e-07 1.2074e-07 9.8213e-08 7.9552e-08
3.0300e+02 5.4721e-07 4.6460e-07 3.8860e-07 3.1968e-07 2.5820e-07 2.0463e-07 1.5941e-07 1.2253e-07 9.3415e-08
3.0500e+02 5.7083e-07 4.8378e-07 4.0439e-07 3.3295e-07 2.6979e-07 2.1530e-07 1.6963e-07 1.3248e-07 1.0274e-07
3.0700e+02 8.6020e-07 7.3586e-07 6.1852e-07 5.0954e-07 4.0980e-07 3.2056e-07 2.4317e-07 1.7868e-07 1.2772e-07
3.0900e+02 6.9246e-07 5.9509e-07 5.0418e-07 4.2032e-07 3.4392e-07 2.7568e-07 2.1623e-07 1.6598e-07 1.2467e-07
3.1100e+02 1.1513e-06 9.9524e-07 8.4525e-07 7.0323e-07 5.7035e-07 4.4837e-07 3.3940e-07 2.4572e-07 1.6946e-07
3.1300e+02 1.0409e-06 8.9855e-07 7.6335e-07 6.3664e-07 5.1928e-07 4.1251e-07 3.1768e-07 2.3612e-07 1.6876e-07
3.1500e+02 1.1579e-06 1.0101e-06 8.6787e-07 7.3244e-07 6.0471e-07 4.8592e-07 3.7773e-07 2.8194e-07 2.0046e-07
3.1700e+02 1.3700e-06 1.1978e-06 1.0316e-06 8.7290e-07 7.2266e-07 5.8232e-07 4.5367e-07 3.3865e-07 2.3921e-07
3.1900e+02 1.1307e-06 9.8799e-07 8.5136e-07 7.2170e-07 5.9974e-07 4.8662e-07 3.8373e-07 2.9232e-07 2.1391e-07
3.2100e+02 1.2244e-06 1.0679e-06 9.1843e-07 7.7726e-07 6.4513e-07 5.2321e-07 4.1283e-07 3.1514e-07 2.3111e-07
3.2300e+02 1.0243e-06 8.9775e-07 7.7746e-07 6.6387e-07 5.5750e-07 4.5918e-07 3.6979e-07 2.8998e-07 2.2041e-07
3.2500e+02 1.6782e-06 1.4708e-06 1.2697e-06 1.0767e-06 8.9305e-07 7.2084e-07 5.6247e-07 4.2052e-07 2.9811e-07
3.2700e+02 2.2370e-06 1.9656e-06 1.6997e-06 1.4423e-06 1.1950e-06 9.6065e-07 7.4279e-07 5.4568e-07 3.7426e-07
3.2900e+02 2.2385e-06 1.9747e-06 1.7157e-06 1.4641e-06 1.2215e-06 9.9013e-07 7.7330e-07 5.7496e-07 3.9970e-07
3.3100e+02 1.8829e-06 1.6563e-06 1.4360e-06 1.2242e-06 1.0218e-06 8.3104e-07 6.5424e-07 4.9434e-07 3.5415e-07
3.3300e+02 1.9369e-06 1.7044e-06 1.4783e-06 1.2607e-06 1.0530e-06 8.5728e-07 6.7626e-07 5.1289e-07 3.7042e-07
3.3500e+02 1.8002e-06 1.5832e-06 1.3735e-06 1.1726e-06 9.8179e-07 8.0288e-07 6.3810e-07 4.8970e-07 3.6043e-07
3.3700e+02 1.0549e-06 9.3143e-07 8.1443e-07 7.0411e-07 6.0098e-07 5.0572e-07 4.1907e-07 3.4141e-07 2.7314e-07
3.3900e+02 1.3510e-06 1.1868e-06 1.0312e-06 8.8467e-07 7.4805e-07 6.2236e-07 5.0867e-07 4.0764e-07 3.1978e-07
3.4100e+02 1.4097e-06 1.2410e-06 1.0812e-06 9.3046e-07 7.8960e-07 6.5952e-07 5.4119e-07 4.3543e-07 3.4175e-07
3.4300e+02 1.6510e-06 1.4546e-06 1.2674e-06 1.0902e-06 9.2383e-07 7.6953e-07 6.2857e-07 5.0200e-07 3.8963e-07
3.4500e+02 1.5465e-06 1.3639e-06 1.1898e-06 1.0248e-06 8.6978e-07 7.2605e-07 5.9495e-07 4.7742e-07 3.7416e-07
3.4700e+02 1.6795e-06 1.4765e-06 1.2834e-06 1.1013e-06 9.3137e-07 7.7487e-07 6.3339e-07 5.0781e-07 3.9834e-07
3.4900e+02 2.2114e-06 1.9496e-06 1.6965e-06 1.4540e-06 1.2241e-06 1.0089e-06 8.1138e-07 6.3412e-07 4.7889e-07
3.5100e+02 2.5355e-06 2.2422e-06 1.9568e-06 1.6817e-06 1.4187e-06 1.1705e-06 9.4041e-07 7.3170e-07 5.4646e-07
3.5300e+02 2.2713e-06 2.0110e-06 1.7587e-06 1.5160e-06 1.2845e-06 1.0665e-06 8.6460e-07 6.8123e-07 5.1763e-07
3.5500e+02 2.8365e-06 2.5091e-06 2.1904e-06 1.8831e-06 1.5894e-06 1.3126e-06 1.0561e-06 8.2359e-07 6.1674e-07
3.5700e+02 1.4454e-06 1.2794e-06 1.1238e-06 9.7862e-07 8.4442e-07 7.2184e-07 6.1132e-07 5.1243e-07 4.2374e-07
3.5900e+02 1.5815e-06 1.4072e-06 1.2409e-06 1.0828e-06 9.3368e-07 7.9445e-07 6.6627e-07 5.4989e-07 4.4518e-07
3.6100e+02 2.2423e-06 1.9955e-06 1.7558e-06 1.5250e-06 1.3042e-06 1.0953e-06 9.0058e-07 7.2210e-07 5.6086e-07
3.6300e+02 2.4955e-06 2.2278e-06 1.9666e-06 1.7134e-06 1.4696e-06 1.2371e-06 1.0185e-06 8.1611e-07 6.3082e-07
3.6400e+02 2.7244e-06 2.4355e-06 2.1530e-06 1.8785e-06 1.6132e-06 1.3593e-06 1.1190e-06 8.9487e-07 6.8764e-07
3.6500e+02 3.1888e-06 2.8558e-06 2.5266e-06 2.2038e-06 1.8886e-06 1.5834e-06 1.2914e-06 1.0163e-06 7.6144e-07
3.6700e+02 3.7452e-06 3.3573e-06 2.9721e-06 2.5926e-06 2.2205e-06 1.8590e-06 1.5118e-06 1.1836e-06 8.7853e-07
3.6900e+02 3.1312e-06 2.8027e-06 2.4798e-06 2.1647e-06 1.8586e-06 1.5641e-06 1.2841e-06 1.0219e-06 7.7934e-07
3.7100e+02 2.9534e-06 2.6343e-06 2.3223e-06 2.0198e-06 1.7286e-06 1.4512e-06 1.1911e-06 9.5171e-07 7.3485e-07
3.7300e+02 1.3585e-06 1.2215e-06 1.0928e-06 9.7198e-07 8.5948e-07 7.5574e-07 6.6075e-07 5.7387e-07 4.9352e-07
3.7500e+02 1.6764e-06 1.4981e-06 1.3302e-06 1.1726e-06 1.0262e-06 8.9144e-07 7.6890e-07 6.5775e-07 5.5639e-07
3.7700e+02 3.0056e-06 2.6857e-06 2.3752e-06 2.0755e-06 1.7885e-06 1.5162e-06 1.2614e-06 1.0256e-06 8.0952e-07
3.7900e+02 3.1529e-06 2.8118e-06 2.4819e-06 2.1648e-06 1.8620e-06 1.5759e-06 1.3089e-06 1.0628e-06 8.3693e-07
3.8100e+02 2.6805e-06 2.3911e-06 2.1154e-06 1.8535e-06 1.6064e-06 1.3752e-06 1.1611e-06 9.6449e-07 7.8297e-07
3.8300e+02 1.0150e-06 9.4428e-07 8.7947e-07 8.1842e-07 7.6046e-07 7.0482e-07 6.5060e-07 5.9649e-07 5.4098e-07
3.8500e+02 1.7473e-06 1.5701e-06 1.4074e-06 1.2572e-06 1.1191e-06 9.9262e-07 8.7685e-07 7.7021e-07 6.6872e-07
3.8700e+02 1.8030e-06 1.6238e-06 1.4572e-06 1.3018e-06 1.1575e-06 1.0240e-06 9.0127e-07 7.8825e-07 6.8242e-07
3.8900e+02 2.6164e-06 2.3507e-06 2.0952e-06 1.8503e-06 1.6170e-06 1.3966e-06 1.1904e-06 9.9927e-07 8.2120e-07
3.9100e+02 3.6283e-06 3.2553e-06 2.8936e-06 2.5439e-06 2.2074e-06 1.8859e-06 1.5810e-06 1.2941e-06 1.0239e-06
3.9300e+02 1.3902e-06 1.2823e-06 1.1807e-06 1.0837e-06 9.9103e-07 9.0239e-07 8.1686e-07 7.3371e-07 6.5076e-07
3.9500e+02 3.1488e-06 2.8326e-06 2.5284e-06 2.2359e-06 1.9556e-06 1.6885e-06 1.4347e-06 1.1941e-06 9.6416e-07
3.9700e+02 2.0035e-06 1.8315e-06 1.6663e-06 1.5068e-06 1.3531e-06 1.2053e-06 1.0630e-06 9.2566e-07 7.9193e-07
3.9900e+02 5.5275e-06 4.9732e-06 4.4249e-06 3.8859e-06 3.3582e-06 2.8452e-06 2.3507e-06 1.8787e-06 1.4314e-06
4.0100e+02 6.3403e-06 5.7191e-06 5.1006e-06 4.4888e-06 3.8854e-06 3.2942e-06 2.7197e-06 2.1669e-06 1.6395e-06
4.0300e+02 5.7970e-06 5.2145e-06 4.6375e-06 4.0699e-06 3.5137e-06 2.9731e-06 2.4525e-06 1.9572e-06 1.4910e-06
4.0500e+02 5.5654e-06 5.0142e-06 4.4699e-06 3.9355e-06 3.4127e-06 2.9049e-06 2.4157e-06 1.9489e-06 1.5063e-06
4.0700e+02 5.1641e-06 4.6491e-06 4.1433e-06 3.6488e-06 3.1678e-06 2.7031e-06 2.2583e-06 1.8371e-06 1.4400e-06
4.0900e+02 7.0311e-06 6.3545e-06 5.6759e-06 5.0004e-06 4.3304e-06 3.6709e-06 3.0280e-06 2.4089e-06 1.8201e-06
4.1100e+02 6.4504e-06 5.8184e-06 5.1838e-06 4.5525e-06 3.9279e-06 3.3158e-06 2.7237e-06 2.1602e-06 1.6341e-06
4.1300e+02 6.2786e-06 5.6478e-06 5.0237e-06 4.4106e-06 3.8112e-06 3.2304e-06 2.6734e-06 2.1460e-06 1.6515e-06
4.1500e+02 5.8351e-06 5.2375e-06 4.6509e-06 4.0790e-06 3.5248e-06 2.9930e-06 2.4885e-06 2.0163e-06 1.5777e-06
4.1700e+02 6.2199e-06 5.5813e-06 4.9524e-06 4.3378e-06 3.7408e-06 3.1667e-06 2.6215e-06 2.1114e-06 1.6398e-06
4.1900e+02 5.8834e-06 5.3014e-06 4.7295e-06 4.1704e-06 3.6264e-06 3.1013e-06 2.5989e-06 2.1230e-06 1.6746e-06
4.2100e+02 6.1019e-06 5.5023e-06 4.9104e-06 4.3292e-06 3.7614e-06 3.2109e-06 2.6824e-06 2.1809e-06 1.7091e-06
4.2300e+02 5.4249e-06 4.9004e-06 4.3822e-06 3.8736e-06 3.3765e-06 2.8939e-06 2.4296e-06 1.9870e-06 1.5673e-06
4.2500e+02 6.2894e-06 5.7061e-06 5.1274e-06 4.5554e-06 3.9914e-06 3.4377e-06 2.8973e-06 2.3731e-06 1.8659e-06
4.2700e+02 5.6775e-06 5.1618e-06 4.6526e-06 4.1512e-06 3.6580e-06 3.1749e-06 2.7036e-06 2.2452e-06 1.7983e-06
4.2900e+02 5.3178e-06 4.8448e-06 4.3791e-06 3.9209e-06 3.4709e-06 3.0305e-06 2.6004e-06 2.1811e-06 1.7694e-06
4.3100e+02 4.6209e-06 4.2505e-06 3.8849e-06 3.5228e-06 3.1639e-06 2.8083e-06 2.4556e-06 2.1049e-06 1.7517e-06
4.3300e+02 7.4410e-06 6.7838e-06 6.1248e-06 5.4671e-06 4.8117e-06 4.1617e-06 3.5203e-06 2.8905e-06 2.2726e-06
4.3500e+02 7.5025e-06 6.8595e-06 6.2143e-06 5.5691e-06 4.9245e-06 4.2829e-06 3.6457e-06 3.0135e-06 2.3827e-06
4.3700e+02 8.1742e-06 7.4522e-06 6.7303e-06 6.0113e-06 5.2959e-06 4.5866e-06 3.8856e-06 3.1947e-06 2.5115e-06
4.3900e+02 7.0238e-06 6.4083e-06 5.7971e-06 5.1916e-06 4.5923e-06 4.0010e-06 3.4189e-06 2.8463e-06 2.2795e-06
4.4100e+02 7.7285e-06 7.0442e-06 6.3620e-06 5.6843e-06 5.0120e-06 4.3477e-06 3.6933e-06 3.0504e-06 2.4160e-06
4.4300e+02 8.7989e-06 8.0247e-06 7.2452e-06 6.4646e-06 5.6837e-06 4.9057e-06 4.1338e-06 3.3719e-06 2.6216e-06
4.4500e+02 8.9829e-06 8.2019e-06 7.4140e-06 6.6236e-06 5.8313e-06 5.0402e-06 4.2541e-06 3.4768e-06 2.7097e-06
4.4700e+02 9.7628e-06 8.9214e-06 8.0695e-06 7.2116e-06 6.3484e-06 5.4828e-06 4.6188e-06 3.7608e-06 2.9122e-06
4.4900e+02 1.0152e-05 9.2819e-06 8.3996e-06 7.5097e-06 6.6128e-06 5.7118e-06 4.8110e-06 3.9153e-06 3.0286e-06
4.5100e+02 1.1605e-05 1.0625e-05 9.6246e-06 8.6104e-06 7.5824e-06 6.5436e-06 5.4986e-06 4.4531e-06 3.4128e-06
4.5300e+02 1.0173e-05 9.3064e-06 8.4262e-06 7.5374e-06 6.6407e-06 5.7389e-06 4.8365e-06 3.9387e-06 3.0503e-06
4.5500e+02 1.1009e-05 1.0081e-05 9.1365e-06 8.1803e-06 7.2127e-06 6.2365e-06 5.2560e-06 4.2766e-06 3.3027e-06
4.5700e+02 1.1726e-05 1.0744e-05 9.7427e-06 8.7269e-06 7.6967e-06 6.6549e-06 5.6057e-06 4.5548e-06 3.5074e-06
4.5900e+02 1.1331e-05 1.0397e-05 9.4430e-06 8.4752e-06 7.4931e-06 6.4986e-06 5.4952e-06 4.4870e-06 3.4772e-06
4.6100e+02 1.1678e-05 1.0716e-05 9.7336e-06 8.7370e-06 7.7254e-06 6.7011e-06 5.6677e-06 4.6293e-06 3.5890e-06
4.6300e+02 1.1705e-05 1.0745e-05 9.7662e-06 8.7727e-06 7.7643e-06 6.7433e-06 5.7130e-06 4.6771e-06 3.6374e-06
4.6500e+02 1.1759e-05 1.0795e-05 9.8108e-06 8.8119e-06 7.7979e-06 6.7713e-06 5.7355e-06 4.6943e-06 3.6501e-06
4.6700e+02 1.2363e-05 1.1358e-05 1.0331e-05 9.2872e-06 8.2260e-06 7.1497e-06 6.0614e-06 4.9648e-06 3.8613e-06
4.6900e+02 1.2241e-05 1.1252e-05 1.0241e-05 9.2138e-06 8.1684e-06 7.1076e-06 6.0342e-06 4.9518e-06 3.8613e-06
4.7100e+02 1.1792e-05 1.0844e-05 9.8747e-06 8.8900e-06 7.8887e-06 6.8731e-06 5.8460e-06 4.8106e-06 3.7684e-06
4.7300e+02 1.2310e-05 1.1310e-05 1.0287e-05 9.2485e-06 8.1933e-06 7.1239e-06 6.0438e-06 4.9572e-06 3.8673e-06
4.7500e+02 1.2551e-05 1.1532e-05 1.0489e-05 9.4286e-06 8.3499e-06 7.2555e-06 6.1493e-06 5.0362e-06 3.9210e-06
4.7700e+02 1.2500e-05 1.1475e-05 1.0427e-05 9.3610e-06 8.2781e-06 7.1808e-06 6.0739e-06 4.9638e-06 3.8576e-06
4.7900e+02 1.2701e-05 1.1671e-05 1.0618e-05 9.5462e-06 8.4563e-06 7.3508e-06 6.2334e-06 5.1094e-06 3.9837e-06
4.8100e+02 1.3022e-05 1.1991e-05 1.0935e-05 9.8600e-06 8.7642e-06 7.6495e-06 6.5181e-06 5.3727e-06 4.2136e-06
4.8300e+02 1.3247e-05 1.2200e-05 1.1126e-05 1.0033e-05 8.9173e-06 7.7824e-06 6.6305e-06 5.4646e-06 4.2852e-06
4.8500e+02 1.2942e-05 1.1951e-05 1.0931e-05 9.8868e-06 8.8171e-06 7.7237e-06 6.6087e-06 5.4745e-06 4.3204e-06
4.8700e+02 1.1779e-05 1.0922e-05 1.0038e-05 9.1276e-06 8.1895e-06 7.2244e-06 6.2328e-06 5.2151e-06 4.1684e-06
4.8900e+02 1.2860e-05 1.1868e-05 1.0853e-05 9.8171e-06 8.7602e-06 7.6834e-06 6.5882e-06 5.4762e-06 4.3454e-06
4.9100e+02 1.3114e-05 1.2101e-05 1.1064e-05 1.0007e-05 8.9274e-06 7.8281e-06 6.7104e-06 5.5762e-06 4.4239e-06
4.9300e+02 1.2562e-05 1.1591e-05 1.0600e-05 9.5900e-06 8.5617e-06 7.5160e-06 6.4548e-06 5.3801e-06 4.2906e-06
4.9500e+02 1.3155e-05 1.2135e-05 1.1091e-05 1.0026e-05 8.9399e-06 7.8340e-06 6.7110e-06 5.5736e-06 4.4226e-06
4.9700e+02 1.3345e-05 1.2301e-05 1.1232e-05 1.0143e-05 9.0336e-06 7.9062e-06 6.7638e-06 5.6100e-06 4.4466e-06
4.9900e+02 1.2364e-05 1.1396e-05 1.0408e-05 9.4045e-06 8.3851e-06 7.3525e-06 6.3098e-06 5.2611e-06 4.2076e-06
5.0100e+02 1.1594e-05 1.0682e-05 9.7538e-06 8.8136e-06 7.8617e-06 6.9010e-06 5.9347e-06 4.9671e-06 3.9992e-06
5.0300e+02 1.2516e-05 1.1530e-05 1.0524e-05 9.5026e-06 8.4664e-06 7.4183e-06 6.3620e-06 5.3025e-06 4.2423e-06
5.0500e+02 1.2136e-05 1.1172e-05 1.0190e-05 9.1972e-06 8.1928e-06 7.1804e-06 6.1646e-06 5.1503e-06 4.1402e-06
5.0700e+02 1.2549e-05 1.1541e-05 1.0515e-05 9.4763e-06 8.4270e-06 7.3712e-06 6.3141e-06 5.2623e-06 4.2198e-06
5.0900e+02 1.2061e-05 1.1092e-05 1.0108e-05 9.1144e-06 8.1136e-06 7.1095e-06 6.1074e-06 5.1131e-06 4.1294e-06
5.1100e+02 1.2226e-05 1.1248e-05 1.0255e-05 9.2522e-06 8.2420e-06 7.2282e-06 6.2157e-06 5.2097e-06 4.2118e-06
5.1300e+02 1.1902e-05 1.0950e-05 9.9847e-06 9.0123e-06 8.0345e-06 7.0553e-06 6.0796e-06 5.1123e-06 4.1544e-06
5.1500e+02 1.1293e-05 1.0401e-05 9.4984e-06 8.5905e-06 7.6783e-06 6.7653e-06 5.8555e-06 4.9526e-06 4.0555e-06
5.1700e+02 8.9162e-06 8.2545e-06 7.5939e-06 6.9358e-06 6.2808e-06 5.6298e-06 4.9841e-06 4.3420e-06 3.6941e-06
5.1900e+02 9.6643e-06 8.9521e-06 8.2370e-06 7.5202e-06 6.8023e-06 6.0844e-06 5.3676e-06 4.6506e-06 3.9251e-06
5.2100e+02 1.1830e-05 1.0925e-05 1.0006e-05 9.0789e-06 8.1429e-06 7.2010e-06 6.2558e-06 5.3092e-06 4.3572e-06
5.2300e+02 1.3938e-05 1.2930e-05 1.1898e-05 1.0843e-05 9.7647e-06 8.6620e-06 7.5347e-06 6.3808e-06 5.1916e-06
5.2500e+02 1.5027e-05 1.3948e-05 1.2837e-05 1.1698e-05 1.0527e-05 9.3253e-06 8.0903e-06 6.8202e-06 5.5065e-06
5.2700e+02 1.2605e-05 1.1722e-05 1.0818e-05 9.8963e-06 8.9541e-06 7.9911e-06 7.0054e-06 5.9936e-06 4.9449e-06
5.2900e+02 1.5100e-05 1.4029e-05 1.2927e-05 1.1797e-05 1.0634e-05 9.4397e-06 8.2111e-06 6.9454e-06 5.6325e-06
5.3100e+02 1.6160e-05 1.5024e-05 1.3851e-05 1.2645e-05 1.1401e-05 1.0118e-05 8.7937e-06 7.4246e-06 5.9999e-06
5.3300e+02 1.4041e-05 1.3065e-05 1.2064e-05 1.1039e-05 9.9878e-06 8.9085e-06 7.7993e-06 6.6560e-06 5.4664e-06
5.3500e+02 1.5574e-05 1.4483e-05 1.3358e-05 1.2204e-05 1.1015e-05 9.7918e-06 8.5315e-06 7.2306e-06 5.8783e-06
5.3700e+02 1.5535e-05 1.4451e-05 1.3335e-05 1.2189e-05 1.1010e-05 9.7968e-06 8.5481e-06 7.2597e-06 5.9203e-06
5.3900e+02 1.5401e-05 1.4322e-05 1.3212e-05 1.2073e-05 1.0903e-05 9.7000e-06 8.4633e-06 7.1894e-06 5.8673e-06
5.4100e+02 1.4974e-05 1.3944e-05 1.2885e-05 1.1798e-05 1.0680e-05 9.5306e-06 8.3462e-06 7.1225e-06 5.8465e-06
5.4300e+02 1.5428e-05 1.4353e-05 1.3248e-05 1.2114e-05 1.0949e-05 9.7511e-06 8.5199e-06 7.2516e-06 5.9349e-06
5.4500e+02 1.5936e-05 1.4831e-05 1.3691e-05 1.2521e-05 1.1316e-05 1.0076e-05 8.7991e-06 7.4814e-06 6.1114e-06
5.4700e+02 1.6141e-05 1.5034e-05 1.3891e-05 1.2717e-05 1.1506e-05 1.0257e-05 8.9683e-06 7.6342e-06 6.2414e-06
5.4900e+02 1.6221e-05 1.5112e-05 1.3968e-05 1.2792e-05 1.1580e-05 1.0329e-05 9.0376e-06 7.6999e-06 6.3022e-06
5.5100e+02 1.6150e-05 1.5041e-05 1.3899e-05 1.2724e-05 1.1515e-05 1.0269e-05 8.9836e-06 7.6549e-06 6.2693e-06
5.5300e+02 1.6675e-05 1.5548e-05 1.4384e-05 1.3186e-05 1.1949e-05 1.0672e-05 9.3503e-06 7.9789e-06 6.5420e-06
5.5500e+02 1.7140e-05 1.5983e-05 1.4787e-05 1.3555e-05 1.2281e-05 1.0964e-05 9.5995e-06 8.1823e-06 6.6970e-06
5.5700e+02 1.6600e-05 1.5490e-05 1.4343e-05 1.3162e-05 1.1943e-05 1.0683e-05 9.3791e-06 8.0240e-06 6.6018e-06
5.5900e+02 1.6024e-05 1.4952e-05 1.3848e-05 1.2713e-05 1.1544e-05 1.0337e-05 9.0914e-06 7.7993e-06 6.4450e-06
5.6100e+02 1.6975e-05 1.5847e-05 1.4681e-05 1.3479e-05 1.2237e-05 1.0951e-05 9.6182e-06 8.2309e-06 6.7718e-06
5.6300e+02 1.7354e-05 1.6201e-05 1.5009e-05 1.3780e-05 1.2509e-05 1.1194e-05 9.8309e-06 8.4118e-06 6.9189e-06
5.6500e+02 1.7556e-05 1.6397e-05 1.5198e-05 1.3961e-05 1.2682e-05 1.1356e-05 9.9805e-06 8.5463e-06 7.0354e-06
5.6700e+02 1.7229e-05 1.6100e-05 1.4934e-05 1.3730e-05 1.2485e-05 1.1194e-05 9.8544e-06 8.4564e-06 6.9810e-06
5.6900e+02 1.7590e-05 1.6441e-05 1.5252e-05 1.4024e-05 1.2753e-05 1.1435e-05 1.0066e-05 8.6366e-06 7.1281e-06
5.7100e+02 1.7174e-05 1.6051e-05 1.4891e-05 1.3694e-05 1.2456e-05 1.1174e-05 9.8434e-06 8.4567e-06 6.9951e-06
5.7300e+02 1.8517e-05 1.7307e-05 1.6053e-05 1.4755e-05 1.3410e-05 1.2012e-05 1.0558e-05 9.0390e-06 7.4354e-06
5.7500e+02 1.8149e-05 1.6973e-05 1.5754e-05 1.4495e-05 1.3190e-05 1.1835e-05 1.0425e-05 8.9517e-06 7.3949e-06
5.7700e+02 1.8446e-05 1.7253e-05 1.6015e-05 1.4736e-05 1.3409e-05 1.2032e-05 1.0597e-05 9.0983e-06 7.5138e-06
5.7900e+02 1.7817e-05 1.6664e-05 1.5471e-05 1.4240e-05 1.2965e-05 1.1645e-05 1.0273e-05 8.8410e-06 7.3302e-06
5.8100e+02 1.8582e-05 1.7387e-05 1.6149e-05 1.4868e-05 1.3539e-05 1.2159e-05 1.0721e-05 9.2166e-06 7.6246e-06
5.8300e+02 1.9068e-05 1.7849e-05 1.6584e-05 1.5274e-05 1.3913e-05 1.2497e-05 1.1019e-05 9.4695e-06 7.8266e-06
5.8500e+02 1.8600e-05 1.7414e-05 1.6184e-05 1.4912e-05 1.3592e-05 1.2219e-05 1.0789e-05 9.2910e-06 7.7040e-06
5.8700e+02 1.8758e-05 1.7565e-05 1.6326e-05 1.5045e-05 1.3715e-05 1.2331e-05 1.0890e-05 9.3792e-06 7.7782e-06
5.8900e+02 1.4684e-05 1.3729e-05 1.2751e-05 1.1752e-05 1.0729e-05 9.6837e-06 8.6125e-06 7.5104e-06 6.3619e-06
5.9100e+02 1.8658e-05 1.7470e-05 1.6239e-05 1.4966e-05 1.3646e-05 1.2275e-05 1.0847e-05 9.3541e-06 7.7737e-06
5.9300e+02 1.8964e-05 1.7770e-05 1.6532e-05 1.5250e-05 1.3918e-05 1.2532e-05 1.1086e-05 9.5690e-06 7.9565e-06
5.9500e+02 1.9112e-05 1.7912e-05 1.6667e-05 1.5377e-05 1.4036e-05 1.2640e-05 1.1183e-05 9.6535e-06 8.0267e-06
5.9700e+02 1.9360e-05 1.8153e-05 1.6898e-05 1.5598e-05 1.4246e-05 1.2837e-05 1.1364e-05 9.8161e-06 8.1682e-06
5.9900e+02 1.9278e-05 1.8077e-05 1.6830e-05 1.5538e-05 1.4195e-05 1.2796e-05 1.1334e-05 9.7979e-06 8.1631e-06
6.0100e+02 1.9061e-05 1.7880e-05 1.6654e-05 1.5385e-05 1.4065e-05 1.2690e-05 1.1254e-05 9.7457e-06 8.1389e-06
6.0300e+02 1.9373e-05 1.8183e-05 1.6948e-05 1.5666e-05 1.4333e-05 1.2941e-05 1.1485e-05 9.9522e-06 8.3148e-06
6.0500e+02 1.9821e-05 1.8600e-05 1.7330e-05 1.6013e-05 1.4642e-05 1.3212e-05 1.1715e-05 1.0140e-05 8.4596e-06
6.0700e+02 1.9738e-05 1.8527e-05 1.7267e-05 1.5961e-05 1.4601e-05 1.3182e-05 1.1697e-05 1.0134e-05 8.4668e-06
6.0900e+02 1.9353e-05 1.8167e-05 1.6936e-05 1.5662e-05 1.4336e-05 1.2956e-05 1.1512e-05 9.9945e-06 8.3751e-06
6.1100e+02 1.9384e-05 1.8203e-05 1.6978e-05 1.5707e-05 1.4386e-05 1.3009e-05 1.1568e-05 1.0051e-05 8.4321e-06
6.1300e+02 1.8472e-05 1.7350e-05 1.6188e-05 1.4986e-05 1.3739e-05 1.2442e-05 1.1089e-05 9.6671e-06 8.1508e-06
6.1500e+02 1.9271e-05 1.8111e-05 1.6906e-05 1.5656e-05 1.4356e-05 1.3001e-05 1.1581e-05 1.0085e-05 8.4844e-06
6.1700e+02 1.8053e-05 1.6968e-05 1.5845e-05 1.4684e-05 1.3479e-05 1.2227e-05 1.0920e-05 9.5474e-06 8.0820e-06
6.1900e+02 1.9778e-05 1.8587e-05 1.7349e-05 1.6065e-05 1.4728e-05 1.3333e-05 1.1872e-05 1.0331e-05 8.6822e-06
6.2100e+02 1.9862e-05 1.8665e-05 1.7421e-05 1.6130e-05 1.4786e-05 1.3384e-05 1.1915e-05 1.0367e-05 8.7107e-06
