K0 100G vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04       i03
6.2300e+02 1.9426e-05 1.8263e-05 1.7056e-05 1.5804e-05 1.4502e-05 1.3143e-05 1.1722e-05 1.0223e-05 8.6188e-06
6.2500e+02 1.9036e-05 1.7906e-05 1.6733e-05 1.5517e-05 1.4252e-05 1.2932e-05 1.1550e-05 1.0091e-05 8.5278e-06
6.2700e+02 1.9853e-05 1.8665e-05 1.7429e-05 1.6147e-05 1.4813e-05 1.3420e-05 1.1962e-05 1.0426e-05 8.7809e-06
6.2900e+02 2.0171e-05 1.8971e-05 1.7723e-05 1.6427e-05 1.5077e-05 1.3667e-05 1.2188e-05 1.0628e-05 8.9544e-06
6.3100e+02 1.9676e-05 1.8514e-05 1.7306e-05 1.6053e-05 1.4749e-05 1.3388e-05 1.1962e-05 1.0458e-05 8.8454e-06
6.3300e+02 1.9896e-05 1.8724e-05 1.7506e-05 1.6243e-05 1.4928e-05 1.3554e-05 1.2115e-05 1.0595e-05 8.9656e-06
6.3500e+02 2.0107e-05 1.8924e-05 1.7694e-05 1.6417e-05 1.5088e-05 1.3699e-05 1.2244e-05 1.0707e-05 9.0602e-06
6.3700e+02 2.0117e-05 1.8935e-05 1.7707e-05 1.6433e-05 1.5105e-05 1.3720e-05 1.2267e-05 1.0734e-05 9.0904e-06
6.3900e+02 2.0460e-05 1.9267e-05 1.8025e-05 1.6734e-05 1.5389e-05 1.3982e-05 1.2505e-05 1.0943e-05 9.2653e-06
6.4100e+02 2.0081e-05 1.8920e-05 1.7713e-05 1.6460e-05 1.5153e-05 1.3786e-05 1.2351e-05 1.0832e-05 9.1979e-06
6.4300e+02 2.0360e-05 1.9178e-05 1.7949e-05 1.6672e-05 1.5340e-05 1.3949e-05 1.2488e-05 1.0943e-05 9.2835e-06
6.4500e+02 2.0027e-05 1.8874e-05 1.7675e-05 1.6430e-05 1.5132e-05 1.3775e-05 1.2351e-05 1.0844e-05 9.2227e-06
6.4700e+02 2.0090e-05 1.8935e-05 1.7735e-05 1.6489e-05 1.5190e-05 1.3831e-05 1.2406e-05 1.0897e-05 9.2747e-06
6.4900e+02 1.9981e-05 1.8836e-05 1.7647e-05 1.6411e-05 1.5124e-05 1.3778e-05 1.2366e-05 1.0873e-05 9.2674e-06
6.5100e+02 2.0743e-05 1.9555e-05 1.8318e-05 1.7032e-05 1.5689e-05 1.4283e-05 1.2805e-05 1.1239e-05 9.5533e-06
6.5300e+02 2.0981e-05 1.9787e-05 1.8543e-05 1.7247e-05 1.5893e-05 1.4474e-05 1.2980e-05 1.1396e-05 9.6888e-06
6.5500e+02 2.0657e-05 1.9516e-05 1.8320e-05 1.7070e-05 1.5756e-05 1.4372e-05 1.2909e-05 1.1350e-05 9.6626e-06
6.5700e+02 1.9575e-05 1.8603e-05 1.7573e-05 1.6482e-05 1.5318e-05 1.4073e-05 1.2733e-05 1.1279e-05 9.6747e-06
6.5900e+02 2.0942e-05 1.9770e-05 1.8546e-05 1.7271e-05 1.5937e-05 1.4536e-05 1.3059e-05 1.1490e-05 9.7945e-06
6.6100e+02 2.1246e-05 2.0049e-05 1.8800e-05 1.7500e-05 1.6141e-05 1.4716e-05 1.3214e-05 1.1620e-05 9.8972e-06
6.6300e+02 2.1210e-05 2.0018e-05 1.8776e-05 1.7483e-05 1.6132e-05 1.4716e-05 1.3224e-05 1.1641e-05 9.9302e-06
6.6500e+02 2.1284e-05 2.0092e-05 1.8848e-05 1.7554e-05 1.6201e-05 1.4783e-05 1.3288e-05 1.1701e-05 9.9850e-06
6.6700e+02 2.1080e-05 1.9902e-05 1.8675e-05 1.7399e-05 1.6065e-05 1.4667e-05 1.3196e-05 1.1633e-05 9.9433e-06
6.6900e+02 2.1515e-05 2.0313e-05 1.9060e-05 1.7755e-05 1.6391e-05 1.4960e-05 1.3452e-05 1.1850e-05 1.0117e-05
6.7100e+02 2.1096e-05 1.9922e-05 1.8699e-05 1.7427e-05 1.6099e-05 1.4706e-05 1.3240e-05 1.1682e-05 9.9964e-06
6.7300e+02 2.1653e-05 2.0455e-05 1.9205e-05 1.7903e-05 1.6541e-05 1.5111e-05 1.3602e-05 1.1994e-05 1.0251e-05
6.7500e+02 2.1469e-05 2.0285e-05 1.9051e-05 1.7764e-05 1.6418e-05 1.5004e-05 1.3513e-05 1.1925e-05 1.0201e-05
6.7700e+02 2.1618e-05 2.0429e-05 1.9189e-05 1.7897e-05 1.6546e-05 1.5127e-05 1.3629e-05 1.2035e-05 1.0304e-05
6.7900e+02 2.1593e-05 2.0406e-05 1.9168e-05 1.7880e-05 1.6532e-05 1.5116e-05 1.3624e-05 1.2034e-05 1.0310e-05
6.8100e+02 2.1592e-05 2.0412e-05 1.9182e-05 1.7900e-05 1.6559e-05 1.5151e-05 1.3666e-05 1.2083e-05 1.0364e-05
6.8300e+02 2.1906e-05 2.0712e-05 1.9466e-05 1.8167e-05 1.6807e-05 1.5377e-05 1.3866e-05 1.2256e-05 1.0506e-05
6.8500e+02 2.1508e-05 2.0343e-05 1.9128e-05 1.7862e-05 1.6538e-05 1.5148e-05 1.3680e-05 1.2117e-05 1.0417e-05
6.8700e+02 2.1788e-05 2.0606e-05 1.9374e-05 1.8089e-05 1.6744e-05 1.5332e-05 1.3840e-05 1.2249e-05 1.0521e-05
6.8900e+02 2.1921e-05 2.0736e-05 1.9501e-05 1.8212e-05 1.6864e-05 1.5446e-05 1.3948e-05 1.2350e-05 1.0612e-05
6.9100e+02 2.1928e-05 2.0747e-05 1.9514e-05 1.8229e-05 1.6884e-05 1.5470e-05 1.3976e-05 1.2382e-05 1.0649e-05
6.9300e+02 2.1882e-05 2.0705e-05 1.9476e-05 1.8196e-05 1.6856e-05 1.5447e-05 1.3960e-05 1.2374e-05 1.0650e-05
6.9500e+02 2.1906e-05 2.0727e-05 1.9498e-05 1.8216e-05 1.6875e-05 1.5466e-05 1.3979e-05 1.2394e-05 1.0673e-05
6.9700e+02 2.2058e-05 2.0876e-05 1.9643e-05 1.8357e-05 1.7012e-05 1.5597e-05 1.4104e-05 1.2511e-05 1.0780e-05
6.9900e+02 2.1967e-05 2.0789e-05 1.9561e-05 1.8281e-05 1.6941e-05 1.5534e-05 1.4048e-05 1.2464e-05 1.0745e-05
7.0100e+02 2.1635e-05 2.0491e-05 1.9298e-05 1.8055e-05 1.6754e-05 1.5387e-05 1.3942e-05 1.2401e-05 1.0723e-05
7.0300e+02 2.2050e-05 2.0879e-05 1.9659e-05 1.8386e-05 1.7054e-05 1.5653e-05 1.4172e-05 1.2593e-05 1.0875e-05
7.0500e+02 2.2240e-05 2.1063e-05 1.9835e-05 1.8554e-05 1.7211e-05 1.5799e-05 1.4305e-05 1.2710e-05 1.0972e-05
7.0700e+02 2.2063e-05 2.0895e-05 1.9678e-05 1.8409e-05 1.7079e-05 1.5682e-05 1.4205e-05 1.2628e-05 1.0911e-05
7.0900e+02 2.2081e-05 2.0916e-05 1.9700e-05 1.8433e-05 1.7106e-05 1.5710e-05 1.4234e-05 1.2659e-05 1.0942e-05
7.1100e+02 2.2280e-05 2.1106e-05 1.9879e-05 1.8599e-05 1.7257e-05 1.5845e-05 1.4352e-05 1.2758e-05 1.1021e-05
7.1300e+02 2.1986e-05 2.0832e-05 1.9629e-05 1.8374e-05 1.7059e-05 1.5678e-05 1.4217e-05 1.2658e-05 1.0958e-05
7.1500e+02 2.1733e-05 2.0595e-05 1.9409e-05 1.8172e-05 1.6878e-05 1.5519e-05 1.4083e-05 1.2552e-05 1.0883e-05
7.1700e+02 2.2136e-05 2.0986e-05 1.9785e-05 1.8533e-05 1.7220e-05 1.5839e-05 1.4376e-05 1.2812e-05 1.1104e-05
7.1900e+02 2.1594e-05 2.0482e-05 1.9324e-05 1.8117e-05 1.6853e-05 1.5524e-05 1.4119e-05 1.2616e-05 1.0974e-05
7.2100e+02 2.2022e-05 2.0882e-05 1.9692e-05 1.8451e-05 1.7151e-05 1.5783e-05 1.4335e-05 1.2788e-05 1.1099e-05
7.2300e+02 2.2416e-05 2.1263e-05 2.0059e-05 1.8803e-05 1.7484e-05 1.6095e-05 1.4623e-05 1.3046e-05 1.1321e-05
7.2500e+02 2.2468e-05 2.1312e-05 2.0103e-05 1.8841e-05 1.7517e-05 1.6123e-05 1.4645e-05 1.3063e-05 1.1333e-05
7.2700e+02 2.2544e-05 2.1384e-05 2.0173e-05 1.8909e-05 1.7583e-05 1.6186e-05 1.4707e-05 1.3124e-05 1.1396e-05
7.2900e+02 2.2113e-05 2.0990e-05 1.9819e-05 1.8596e-05 1.7315e-05 1.5965e-05 1.4536e-05 1.3005e-05 1.1331e-05
7.3100e+02 2.2508e-05 2.1357e-05 2.0156e-05 1.8902e-05 1.7586e-05 1.6201e-05 1.4734e-05 1.3164e-05 1.1450e-05
7.3300e+02 2.2358e-05 2.1219e-05 2.0030e-05 1.8789e-05 1.7489e-05 1.6119e-05 1.4670e-05 1.3119e-05 1.1425e-05
7.3500e+02 2.2557e-05 2.1406e-05 2.0204e-05 1.8950e-05 1.7634e-05 1.6249e-05 1.4782e-05 1.3212e-05 1.1498e-05
7.3700e+02 2.2781e-05 2.1626e-05 2.0418e-05 1.9158e-05 1.7834e-05 1.6440e-05 1.4961e-05 1.3378e-05 1.1646e-05
7.3900e+02 2.2409e-05 2.1286e-05 2.0113e-05 1.8889e-05 1.7604e-05 1.6249e-05 1.4813e-05 1.3273e-05 1.1586e-05
7.4100e+02 2.2295e-05 2.1187e-05 2.0031e-05 1.8822e-05 1.7553e-05 1.6215e-05 1.4794e-05 1.3268e-05 1.1594e-05
7.4300e+02 2.2665e-05 2.1535e-05 2.0354e-05 1.9119e-05 1.7823e-05 1.6455e-05 1.5002e-05 1.3443e-05 1.1732e-05
7.4500e+02 2.2686e-05 2.1554e-05 2.0371e-05 1.9134e-05 1.7836e-05 1.6468e-05 1.5016e-05 1.3458e-05 1.1752e-05
7.4700e+02 2.2937e-05 2.1790e-05 2.0591e-05 1.9338e-05 1.8021e-05 1.6632e-05 1.5158e-05 1.3578e-05 1.1846e-05
7.4900e+02 2.2821e-05 2.1687e-05 2.0501e-05 1.9262e-05 1.7961e-05 1.6588e-05 1.5131e-05 1.3569e-05 1.1856e-05
7.5100e+02 2.2961e-05 2.1824e-05 2.0636e-05 1.9394e-05 1.8088e-05 1.6711e-05 1.5248e-05 1.3677e-05 1.1953e-05
7.5300e+02 2.3168e-05 2.2024e-05 2.0826e-05 1.9573e-05 1.8256e-05 1.6864e-05 1.5386e-05 1.3797e-05 1.2052e-05
7.5500e+02 2.3296e-05 2.2145e-05 2.0942e-05 1.9683e-05 1.8359e-05 1.6960e-05 1.5474e-05 1.3877e-05 1.2122e-05
7.5700e+02 2.3162e-05 2.2024e-05 2.0833e-05 1.9589e-05 1.8280e-05 1.6898e-05 1.5429e-05 1.3850e-05 1.2115e-05
7.5900e+02 2.3188e-05 2.2049e-05 2.0859e-05 1.9614e-05 1.8304e-05 1.6921e-05 1.5451e-05 1.3871e-05 1.2134e-05
7.6100e+02 2.3167e-05 2.2036e-05 2.0852e-05 1.9614e-05 1.8312e-05 1.6937e-05 1.5475e-05 1.3902e-05 1.2172e-05
7.6300e+02 2.3411e-05 2.2268e-05 2.1072e-05 1.9820e-05 1.8502e-05 1.7108e-05 1.5626e-05 1.4030e-05 1.2275e-05
7.6500e+02 2.3401e-05 2.2265e-05 2.1075e-05 1.9829e-05 1.8517e-05 1.7131e-05 1.5654e-05 1.4064e-05 1.2313e-05
7.6700e+02 2.2704e-05 2.1609e-05 2.0465e-05 1.9267e-05 1.8009e-05 1.6679e-05 1.5265e-05 1.3744e-05 1.2070e-05
7.6900e+02 2.3457e-05 2.2326e-05 2.1141e-05 1.9900e-05 1.8592e-05 1.7208e-05 1.5734e-05 1.4145e-05 1.2392e-05
7.7100e+02 2.3241e-05 2.2119e-05 2.0946e-05 1.9717e-05 1.8424e-05 1.7057e-05 1.5601e-05 1.4033e-05 1.2305e-05
7.7300e+02 2.3415e-05 2.2288e-05 2.1107e-05 1.9872e-05 1.8571e-05 1.7196e-05 1.5731e-05 1.4154e-05 1.2414e-05
7.7500e+02 2.3235e-05 2.2125e-05 2.0963e-05 1.9747e-05 1.8466e-05 1.7111e-05 1.5668e-05 1.4111e-05 1.2393e-05
7.7700e+02 2.3788e-05 2.2653e-05 2.1461e-05 2.0212e-05 1.8893e-05 1.7496e-05 1.6005e-05 1.4395e-05 1.2615e-05
7.7900e+02 2.3774e-05 2.2636e-05 2.1444e-05 2.0195e-05 1.8878e-05 1.7484e-05 1.5997e-05 1.4394e-05 1.2622e-05
7.8100e+02 2.3744e-05 2.2614e-05 2.1429e-05 2.0188e-05 1.8880e-05 1.7495e-05 1.6018e-05 1.4423e-05 1.2661e-05
7.8300e+02 2.3522e-05 2.2409e-05 2.1243e-05 2.0021e-05 1.8733e-05 1.7370e-05 1.5916e-05 1.4346e-05 1.2611e-05
7.8500e+02 2.3658e-05 2.2538e-05 2.1364e-05 2.0134e-05 1.8837e-05 1.7463e-05 1.5998e-05 1.4416e-05 1.2667e-05
7.8700e+02 2.3928e-05 2.2792e-05 2.1601e-05 2.0352e-05 1.9036e-05 1.7642e-05 1.6156e-05 1.4552e-05 1.2781e-05
7.8900e+02 2.3781e-05 2.2648e-05 2.1462e-05 2.0219e-05 1.8910e-05 1.7526e-05 1.6051e-05 1.4464e-05 1.2716e-05
7.9100e+02 2.3512e-05 2.2395e-05 2.1226e-05 2.0002e-05 1.8714e-05 1.7353e-05 1.5906e-05 1.4348e-05 1.2635e-05
7.9300e+02 2.3171e-05 2.2088e-05 2.0956e-05 1.9770e-05 1.8521e-05 1.7202e-05 1.5796e-05 1.4281e-05 1.2610e-05
7.9500e+02 2.3164e-05 2.2074e-05 2.0935e-05 1.9744e-05 1.8491e-05 1.7167e-05 1.5759e-05 1.4245e-05 1.2577e-05
7.9700e+02 2.3837e-05 2.2713e-05 2.1537e-05 2.0304e-05 1.9006e-05 1.7632e-05 1.6169e-05 1.4592e-05 1.2854e-05
7.9900e+02 2.3835e-05 2.2710e-05 2.1532e-05 2.0299e-05 1.9000e-05 1.7626e-05 1.6164e-05 1.4589e-05 1.2853e-05
8.0100e+02 2.3678e-05 2.2573e-05 2.1416e-05 2.0203e-05 1.8926e-05 1.7575e-05 1.6135e-05 1.4582e-05 1.2867e-05
8.0300e+02 2.3810e-05 2.2701e-05 2.1540e-05 2.0322e-05 1.9039e-05 1.7680e-05 1.6231e-05 1.4667e-05 1.2938e-05
8.0500e+02 2.3641e-05 2.2546e-05 2.1398e-05 2.0196e-05 1.8930e-05 1.7589e-05 1.6160e-05 1.4618e-05 1.2912e-05
8.0700e+02 2.3852e-05 2.2738e-05 2.1572e-05 2.0349e-05 1.9062e-05 1.7700e-05 1.6249e-05 1.4685e-05 1.2959e-05
8.0900e+02 2.3504e-05 2.2414e-05 2.1274e-05 2.0080e-05 1.8823e-05 1.7495e-05 1.6080e-05 1.4557e-05 1.2877e-05
8.1100e+02 2.3709e-05 2.2603e-05 2.1447e-05 2.0236e-05 1.8962e-05 1.7616e-05 1.6184e-05 1.4643e-05 1.2947e-05
8.1300e+02 2.3996e-05 2.2880e-05 2.1710e-05 2.0485e-05 1.9194e-05 1.7829e-05 1.6375e-05 1.4809e-05 1.3083e-05
8.1500e+02 2.3981e-05 2.2869e-05 2.1706e-05 2.0486e-05 1.9202e-05 1.7843e-05 1.6396e-05 1.4836e-05 1.3115e-05
8.1700e+02 2.4020e-05 2.2911e-05 2.1748e-05 2.0530e-05 1.9247e-05 1.7888e-05 1.6440e-05 1.4879e-05 1.3155e-05
8.1900e+02 2.3021e-05 2.1975e-05 2.0882e-05 1.9738e-05 1.8534e-05 1.7261e-05 1.5906e-05 1.4445e-05 1.2831e-05
8.2100e+02 2.3550e-05 2.2483e-05 2.1365e-05 2.0194e-05 1.8959e-05 1.7651e-05 1.6255e-05 1.4746e-05 1.3076e-05
8.2300e+02 2.3658e-05 2.2590e-05 2.1471e-05 2.0297e-05 1.9061e-05 1.7750e-05 1.6352e-05 1.4840e-05 1.3165e-05
8.2500e+02 2.4020e-05 2.2929e-05 2.1785e-05 2.0585e-05 1.9319e-05 1.7976e-05 1.6542e-05 1.4992e-05 1.3275e-05
8.2700e+02 2.4292e-05 2.3186e-05 2.2027e-05 2.0810e-05 1.9526e-05 1.8165e-05 1.6711e-05 1.5139e-05 1.3398e-05
8.2900e+02 2.4242e-05 2.3142e-05 2.1987e-05 2.0776e-05 1.9498e-05 1.8143e-05 1.6695e-05 1.5131e-05 1.3398e-05
8.3100e+02 2.3780e-05 2.2705e-05 2.1580e-05 2.0400e-05 1.9157e-05 1.7841e-05 1.6437e-05 1.4921e-05 1.3244e-05
8.3300e+02 2.3574e-05 2.2514e-05 2.1404e-05 2.0240e-05 1.9014e-05 1.7716e-05 1.6333e-05 1.4839e-05 1.3186e-05
8.3500e+02 2.3900e-05 2.2825e-05 2.1698e-05 2.0517e-05 1.9271e-05 1.7952e-05 1.6543e-05 1.5021e-05 1.3336e-05
8.3700e+02 2.4136e-05 2.3049e-05 2.1910e-05 2.0714e-05 1.9453e-05 1.8115e-05 1.6687e-05 1.5142e-05 1.3431e-05
8.3900e+02 2.3307e-05 2.2264e-05 2.1173e-05 2.0030e-05 1.8826e-05 1.7551e-05 1.6192e-05 1.4725e-05 1.3098e-05
8.4100e+02 2.4255e-05 2.3169e-05 2.2029e-05 2.0833e-05 1.9570e-05 1.8231e-05 1.6798e-05 1.5248e-05 1.3527e-05
8.4300e+02 2.3792e-05 2.2732e-05 2.1620e-05 2.0453e-05 1.9222e-05 1.7916e-05 1.6520e-05 1.5009e-05 1.3333e-05
8.4500e+02 2.4212e-05 2.3138e-05 2.2010e-05 2.0825e-05 1.9573e-05 1.8245e-05 1.6823e-05 1.5283e-05 1.3573e-05
8.4700e+02 2.4053e-05 2.2990e-05 2.1875e-05 2.0705e-05 1.9469e-05 1.8159e-05 1.6757e-05 1.5238e-05 1.3549e-05
8.4900e+02 2.3915e-05 2.2871e-05 2.1777e-05 2.0627e-05 1.9412e-05 1.8121e-05 1.6738e-05 1.5237e-05 1.3564e-05
8.5100e+02 2.2909e-05 2.1932e-05 2.0908e-05 1.9833e-05 1.8698e-05 1.7493e-05 1.6202e-05 1.4801e-05 1.3238e-05
8.5300e+02 2.3718e-05 2.2693e-05 2.1619e-05 2.0491e-05 1.9300e-05 1.8035e-05 1.6679e-05 1.5206e-05 1.3562e-05
8.5500e+02 2.0154e-05 1.9376e-05 1.8563e-05 1.7710e-05 1.6808e-05 1.5850e-05 1.4820e-05 1.3699e-05 1.2440e-05
8.5700e+02 2.4545e-05 2.3469e-05 2.2339e-05 2.1151e-05 1.9896e-05 1.8561e-05 1.7132e-05 1.5580e-05 1.3852e-05
8.5900e+02 2.4306e-05 2.3252e-05 2.2145e-05 2.0981e-05 1.9750e-05 1.8441e-05 1.7037e-05 1.5513e-05 1.3813e-05
8.6100e+02 2.4347e-05 2.3293e-05 2.2185e-05 2.1020e-05 1.9788e-05 1.8477e-05 1.7072e-05 1.5544e-05 1.3841e-05
8.6300e+02 2.4567e-05 2.3498e-05 2.2374e-05 2.1193e-05 1.9944e-05 1.8616e-05 1.7193e-05 1.5647e-05 1.3924e-05
8.6500e+02 2.4339e-05 2.3295e-05 2.2199e-05 2.1046e-05 1.9826e-05 1.8528e-05 1.7134e-05 1.5617e-05 1.3921e-05
8.6700e+02 2.0829e-05 2.0019e-05 1.9171e-05 1.8281e-05 1.7339e-05 1.6337e-05 1.5259e-05 1.4084e-05 1.2763e-05
8.6900e+02 2.3588e-05 2.2581e-05 2.1524e-05 2.0416e-05 1.9245e-05 1.8002e-05 1.6672e-05 1.5228e-05 1.3618e-05
8.7100e+02 2.4480e-05 2.3428e-05 2.2324e-05 2.1162e-05 1.9934e-05 1.8627e-05 1.7226e-05 1.5703e-05 1.4003e-05
8.7300e+02 2.4470e-05 2.3426e-05 2.2329e-05 2.1175e-05 1.9954e-05 1.8653e-05 1.7257e-05 1.5737e-05 1.4038e-05
8.7500e+02 2.4448e-05 2.3422e-05 2.2340e-05 2.1200e-05 1.9989e-05 1.8695e-05 1.7303e-05 1.5784e-05 1.4083e-05
8.7700e+02 2.4692e-05 2.3638e-05 2.2528e-05 2.1360e-05 2.0123e-05 1.8805e-05 1.7390e-05 1.5850e-05 1.4130e-05
8.7900e+02 2.4675e-05 2.3624e-05 2.2519e-05 2.1357e-05 2.0126e-05 1.8816e-05 1.7410e-05 1.5879e-05 1.4167e-05
8.8100e+02 2.3768e-05 2.2772e-05 2.1729e-05 2.0632e-05 1.9473e-05 1.8242e-05 1.6920e-05 1.5483e-05 1.3875e-05
8.8300e+02 2.4415e-05 2.3378e-05 2.2287e-05 2.1141e-05 1.9929e-05 1.8639e-05 1.7256e-05 1.5752e-05 1.4072e-05
8.8500e+02 2.4797e-05 2.3752e-05 2.2652e-05 2.1492e-05 2.0260e-05 1.8947e-05 1.7534e-05 1.5995e-05 1.4272e-05
8.8700e+02 2.4438e-05 2.3433e-05 2.2373e-05 2.1252e-05 2.0059e-05 1.8784e-05 1.7409e-05 1.5904e-05 1.4214e-05
8.8900e+02 2.5028e-05 2.3971e-05 2.2857e-05 2.1684e-05 2.0440e-05 1.9114e-05 1.7687e-05 1.6131e-05 1.4388e-05
8.9100e+02 2.5150e-05 2.4088e-05 2.2970e-05 2.1791e-05 2.0541e-05 1.9207e-05 1.7772e-05 1.6206e-05 1.4451e-05
8.9300e+02 2.4759e-05 2.3721e-05 2.2629e-05 2.1479e-05 2.0261e-05 1.8961e-05 1.7564e-05 1.6040e-05 1.4331e-05
8.9500e+02 2.4781e-05 2.3740e-05 2.2646e-05 2.1493e-05 2.0273e-05 1.8972e-05 1.7573e-05 1.6049e-05 1.4341e-05
8.9700e+02 2.4915e-05 2.3868e-05 2.2768e-05 2.1608e-05 2.0380e-05 1.9071e-05 1.7663e-05 1.6128e-05 1.4408e-05
8.9900e+02 2.5069e-05 2.4017e-05 2.2908e-05 2.1741e-05 2.0503e-05 1.9183e-05 1.7764e-05 1.6217e-05 1.4483e-05
9.0100e+02 2.4036e-05 2.3069e-05 2.2048e-05 2.0969e-05 1.9821e-05 1.8593e-05 1.7267e-05 1.5816e-05 1.4184e-05
9.0300e+02 2.4891e-05 2.3863e-05 2.2779e-05 2.1633e-05 2.0416e-05 1.9116e-05 1.7715e-05 1.6186e-05 1.4469e-05
9.0500e+02 2.5350e-05 2.4291e-05 2.3176e-05 2.2000e-05 2.0751e-05 1.9418e-05 1.7983e-05 1.6415e-05 1.4655e-05
9.0700e+02 2.5175e-05 2.4139e-05 2.3047e-05 2.1893e-05 2.0668e-05 1.9358e-05 1.7945e-05 1.6398e-05 1.4658e-05
9.0900e+02 2.4554e-05 2.3555e-05 2.2502e-05 2.1392e-05 2.0213e-05 1.8952e-05 1.7594e-05 1.6107e-05 1.4434e-05
9.1100e+02 2.4719e-05 2.3701e-05 2.2630e-05 2.1502e-05 2.0306e-05 1.9031e-05 1.7659e-05 1.6161e-05 1.4481e-05
9.1300e+02 2.5211e-05 2.4167e-05 2.3067e-05 2.1907e-05 2.0676e-05 1.9363e-05 1.7949e-05 1.6404e-05 1.4671e-05
9.1500e+02 2.4808e-05 2.3769e-05 2.2678e-05 2.1531e-05 2.0317e-05 1.9026e-05 1.7643e-05 1.6139e-05 1.4463e-05
9.1700e+02 2.4645e-05 2.3611e-05 2.2526e-05 2.1386e-05 2.0181e-05 1.8901e-05 1.7531e-05 1.6046e-05 1.4394e-05
9.1900e+02 2.4807e-05 2.3767e-05 2.2675e-05 2.1527e-05 2.0313e-05 1.9024e-05 1.7644e-05 1.6148e-05 1.4482e-05
9.2100e+02 2.4345e-05 2.3340e-05 2.2286e-05 2.1176e-05 2.0004e-05 1.8757e-05 1.7422e-05 1.5973e-05 1.4359e-05
9.2300e+02 2.4393e-05 2.3428e-05 2.2406e-05 2.1323e-05 2.0167e-05 1.8928e-05 1.7590e-05 1.6129e-05 1.4490e-05
9.2500e+02 2.4268e-05 2.3285e-05 2.2251e-05 2.1162e-05 2.0008e-05 1.8779e-05 1.7460e-05 1.6024e-05 1.4418e-05
9.2700e+02 2.4711e-05 2.3695e-05 2.2627e-05 2.1504e-05 2.0314e-05 1.9048e-05 1.7689e-05 1.6210e-05 1.4559e-05
9.2900e+02 2.4656e-05 2.3636e-05 2.2566e-05 2.1441e-05 2.0252e-05 1.8988e-05 1.7634e-05 1.6164e-05 1.4524e-05
9.3100e+02 2.5016e-05 2.3985e-05 2.2902e-05 2.1762e-05 2.0555e-05 1.9271e-05 1.7891e-05 1.6390e-05 1.4711e-05
9.3300e+02 2.5007e-05 2.3982e-05 2.2905e-05 2.1771e-05 2.0569e-05 1.9290e-05 1.7915e-05 1.6417e-05 1.4740e-05
9.3500e+02 2.4927e-05 2.3906e-05 2.2833e-05 2.1704e-05 2.0508e-05 1.9235e-05 1.7868e-05 1.6379e-05 1.4714e-05
9.3700e+02 2.4887e-05 2.3870e-05 2.2801e-05 2.1675e-05 2.0482e-05 1.9212e-05 1.7847e-05 1.6360e-05 1.4696e-05
9.3900e+02 2.4916e-05 2.3894e-05 2.2821e-05 2.1691e-05 2.0495e-05 1.9223e-05 1.7858e-05 1.6374e-05 1.4716e-05
9.4100e+02 2.4125e-05 2.3173e-05 2.2171e-05 2.1116e-05 1.9997e-05 1.8804e-05 1.7519e-05 1.6118e-05 1.4545e-05
9.4300e+02 2.4764e-05 2.3758e-05 2.2702e-05 2.1590e-05 2.0412e-05 1.9159e-05 1.7814e-05 1.6351e-05 1.4715e-05
9.4500e+02 2.4424e-05 2.3436e-05 2.2399e-05 2.1308e-05 2.0154e-05 1.8927e-05 1.7612e-05 1.6181e-05 1.4584e-05
9.4700e+02 2.5006e-05 2.3988e-05 2.2918e-05 2.1792e-05 2.0599e-05 1.9329e-05 1.7965e-05 1.6480e-05 1.4821e-05
9.4900e+02 2.5105e-05 2.4082e-05 2.3006e-05 2.1873e-05 2.0674e-05 1.9396e-05 1.8024e-05 1.6531e-05 1.4863e-05
9.5100e+02 2.5140e-05 2.4125e-05 2.3057e-05 2.1931e-05 2.0737e-05 1.9463e-05 1.8093e-05 1.6599e-05 1.4925e-05
9.5300e+02 2.4999e-05 2.3996e-05 2.2939e-05 2.1824e-05 2.0641e-05 1.9379e-05 1.8023e-05 1.6544e-05 1.4888e-05
9.5500e+02 2.4701e-05 2.3761e-05 2.2761e-05 2.1696e-05 2.0555e-05 1.9326e-05 1.7992e-05 1.6527e-05 1.4875e-05
9.5700e+02 2.4991e-05 2.3994e-05 2.2944e-05 2.1835e-05 2.0659e-05 1.9403e-05 1.8051e-05 1.6575e-05 1.4920e-05
9.5900e+02 2.5314e-05 2.4299e-05 2.3230e-05 2.2102e-05 2.0904e-05 1.9626e-05 1.8250e-05 1.6748e-05 1.5062e-05
9.6100e+02 2.5129e-05 2.4128e-05 2.3072e-05 2.1959e-05 2.0777e-05 1.9516e-05 1.8157e-05 1.6672e-05 1.5004e-05
9.6300e+02 2.5118e-05 2.4122e-05 2.3073e-05 2.1965e-05 2.0789e-05 1.9532e-05 1.8179e-05 1.6699e-05 1.5037e-05
9.6500e+02 2.4827e-05 2.3839e-05 2.2798e-05 2.1701e-05 2.0537e-05 1.9295e-05 1.7957e-05 1.6497e-05 1.4858e-05
9.6700e+02 2.4889e-05 2.3902e-05 2.2862e-05 2.1765e-05 2.0600e-05 1.9357e-05 1.8018e-05 1.6555e-05 1.4913e-05
9.6900e+02 2.5289e-05 2.4285e-05 2.3226e-05 2.2108e-05 2.0921e-05 1.9653e-05 1.8285e-05 1.6791e-05 1.5112e-05
