wavelength i10 i09 i08 i07 i06 i05 i04 i03 i02
430.81209 1.6008997000711207e-05 1.4769956065415481e-05 1.3456524347693231e-05 1.2121151661138947e-05 1.0779902926887933e-05 9.44536742232754e-06 8.141688705221071e-06 6.891030378704407e-06 5.728290308391489e-06
430.81295 1.817990112431023e-05 1.665308182364486e-05 1.5081258208831707e-05 1.3507655997678006e-05 1.1945011970675012e-05 1.0402758845420828e-05 8.904155535185688e-06 7.468535099548054e-06 6.132243179463538e-06
430.81381 2.0126400400524375e-05 1.8353406220744212e-05 1.6561265732920548e-05 1.4781849032679251e-05 1.3026460366133727e-05 1.1302534090428379e-05 9.632744039779161e-06 8.03351640987141e-06 6.541031440175882e-06
430.81467 2.170803295543205e-05 1.9745410569369987e-05 1.7786873804764696e-05 1.5849934564406017e-05 1.394513891555056e-05 1.2079022788047474e-05 1.0274008733468044e-05 8.54414164172076e-06 6.924856228432549e-06
430.81553 2.2841486988915197e-05 2.07493356369505e-05 1.8684025110793188e-05 1.6645429912048988e-05 1.4642428467880311e-05 1.2681015894746739e-05 1.0783580178090767e-05 8.962523715411387e-06 7.252707797657234e-06
430.8164 2.3492866382078104e-05 2.1333906474752672e-05 1.922200195858921e-05 1.7138285648719397e-05 1.5089240941891954e-05 1.3080468039915281e-05 1.1134317166866066e-05 9.262394737966498e-06 7.4990848334372615e-06
430.81726 2.367710319019294e-05 2.151717170665748e-05 1.9416001418955382e-05 1.7338817517897347e-05 1.5290743901844338e-05 1.3277655025585547e-05 1.132197309137465e-05 9.435170610621827e-06 7.651010857290592e-06
430.81812 2.3469511873746377e-05 2.1369678450711388e-05 1.9327089015828962e-05 1.72973466862358e-05 1.5286570519343633e-05 1.3302038301274984e-05 1.1366582032931163e-05 9.492165805261471e-06 7.711556815142377e-06
430.81898 2.301609972235172e-05 2.1013910463402814e-05 1.9057364411769478e-05 1.7097870860257197e-05 1.5144435451352346e-05 1.3206629542884784e-05 1.1308062455823886e-05 9.461657806996075e-06 7.698906570474494e-06
430.81984 2.2507263377605915e-05 2.0603889135625426e-05 1.8731712291501068e-05 1.6841808162131563e-05 1.4946207682416682e-05 1.305660886913705e-05 1.1197260422309937e-05 9.382041559748336e-06 7.641377406182114e-06
430.8207 2.2114694197413897e-05 2.027961589804496e-05 1.846415868477115e-05 1.6622573543567424e-05 1.4768414293543316e-05 1.2914302137158608e-05 1.1084343456060783e-05 9.292979706520886e-06 7.569994306773115e-06
430.82157 2.1931760941473465e-05 2.0122340606376265e-05 1.832605123735799e-05 1.6502478406453666e-05 1.466504956869204e-05 1.2825909950843404e-05 1.1008351355371354e-05 9.226753663544707e-06 7.510958888832332e-06
430.82243 2.1960694613457485e-05 2.014373722125837e-05 1.833673651374908e-05 1.6504546067702642e-05 1.466022990125041e-05 1.2814987423902603e-05 1.0991313519125055e-05 9.203228571542937e-06 7.48145364196107e-06
430.82329 2.2152983597640298e-05 2.031222441553398e-05 1.847855018994933e-05 1.6620703104493034e-05 1.4752283177801616e-05 1.2884159556668005e-05 1.1038540940674304e-05 9.229244552309402e-06 7.488472082597025e-06
430.82415 2.24577196535545e-05 2.058630794545271e-05 1.87188863814011e-05 1.682633039706599e-05 1.492346020064829e-05 1.3021408568500781e-05 1.1142684074485884e-05 9.301082978419306e-06 7.5305460089121446e-06
430.82501 2.2837415298581347e-05 2.0928930587615762e-05 1.902287536445939e-05 1.7090818000007906e-05 1.5148236203706449e-05 1.3206465929346708e-05 1.1288446023588222e-05 9.407944970825409e-06 7.600481647568071e-06
430.82587 2.3257458425499273e-05 2.1304467176417954e-05 1.9355521298563714e-05 1.738168630562283e-05 1.539791485793237e-05 1.3415046651060383e-05 1.1456209819465435e-05 9.53482357561538e-06 7.687639176806395e-06
430.82674 2.3676142640095507e-05 2.167406204350547e-05 1.9681052777008424e-05 1.7666235756803616e-05 1.5643173382459403e-05 1.3621609375728565e-05 1.1624465636469457e-05 9.664532892539245e-06 7.779405355605984e-06
430.8276 2.404678840778271e-05 2.19975981926424e-05 1.9964774552720736e-05 1.7913760525468973e-05 1.5856580939255728e-05 1.3801873673543744e-05 1.1772236494139774e-05 9.779765290186942e-06 7.86251576160794e-06
430.82846 2.4327279564313945e-05 2.224049601169956e-05 2.0177340190069433e-05 1.8098480132626333e-05 1.6015002250817346e-05 1.3935065923102963e-05 1.1881197968879683e-05 9.86497728712485e-06 7.924616613379985e-06
430.82932 2.4490547811588583e-05 2.2380729897982982e-05 2.0298879320103463e-05 1.8201915465596183e-05 1.6101260685589015e-05 1.4005426062927407e-05 1.1937230396140598e-05 9.907931314616306e-06 7.955510381775582e-06
430.83018 2.4530921517108732e-05 2.241144712693139e-05 2.0320060252537824e-05 1.8213486499266477e-05 1.6104703702003807e-05 1.40030499864361e-05 1.193145170822092e-05 9.900721997603735e-06 7.948265318608003e-06
430.83104 2.4460895709214376e-05 2.2336049850694784e-05 2.023869808791448e-05 1.8128970012092527e-05 1.6021036971874436e-05 1.3924232858265006e-05 1.1860584122956034e-05 9.840113220124213e-06 7.89946168918307e-06
430.83191 2.4294394222537527e-05 2.215647323321153e-05 2.0053684907877066e-05 1.7947937627175825e-05 1.5851222083525802e-05 1.3770647262391392e-05 1.172618202367103e-05 9.72704219438971e-06 7.80898331093921e-06
430.83277 2.4021203146232938e-05 2.1862083553441636e-05 1.976128424062797e-05 1.7672496776842532e-05 1.560045285300147e-05 1.3548356326398363e-05 1.1533948773624606e-05 9.566061371245743e-06 7.679401565485807e-06
430.83363 2.3596324272682225e-05 2.143414317818128e-05 1.9361375963804786e-05 1.7311626569739964e-05 1.5280992662814953e-05 1.3269800774110415e-05 1.1295006073792522e-05 9.365973197418576e-06 7.516439478264508e-06
430.83449 2.2981310190912607e-05 2.0878519282205515e-05 1.8877579654767767e-05 1.6893330856451362e-05 1.49196706915976e-05 1.2958520265221738e-05 1.1028788904385454e-05 9.14183149157869e-06 7.330947518551401e-06
430.83535 2.2233541327337406e-05 2.027036416419263e-05 1.8378185020385344e-05 1.6474394725011772e-05 1.4562311431825255e-05 1.265105076885423e-05 1.0764141430667564e-05 8.91628140926822e-06 7.141426937050172e-06
430.83621 2.1551826324720686e-05 1.9758825625273575e-05 1.7969126916375823e-05 1.6131256329770677e-05 1.4265323912032587e-05 1.239015872900211e-05 1.0534573830859202e-05 8.717161783101958e-06 6.972969584117375e-06
430.83708 2.1187690042760784e-05 1.9496062827908672e-05 1.7745151052282628e-05 1.5926084686259202e-05 1.407194633849358e-05 1.2208043343054364e-05 1.0366593548591242e-05 8.568830334071709e-06 6.850334538660286e-06
430.83794 2.1258483014735378e-05 1.9528550349397077e-05 1.7724898960077607e-05 1.5865342241544984e-05 1.3984300056407391e-05 1.2106837869341906e-05 1.0265177270584885e-05 8.480584021175648e-06 6.787118682571923e-06
430.8388 2.163088750539187e-05 1.9744129628803578e-05 1.7821576541372224e-05 1.5881761804747776e-05 1.3951088865902571e-05 1.2049204404795767e-05 1.0205375967015832e-05 8.43807860407751e-06 6.777599999047877e-06
430.83966 2.199793861348509e-05 1.992429034628599e-05 1.787471998794316e-05 1.585518959054966e-05 1.3881805287927641e-05 1.1967481111329054e-05 1.0136973213170931e-05 8.404486544888222e-06 6.794856594120882e-06
430.84052 2.206239849291929e-05 1.9849683448241034e-05 1.7717901087161128e-05 1.5658989692875858e-05 1.3679909525667555e-05 1.1787514713414811e-05 1.0001873620970815e-05 8.332926796012721e-06 6.7995121665991e-06
430.84138 2.164433232012365e-05 1.9374711373770872e-05 1.7236189745904965e-05 1.520412833249259e-05 1.3276525221813393e-05 1.1455003894154721e-05 9.755358786682903e-06 8.18425747228368e-06 6.754509074697553e-06
430.84225 2.0671666933606895e-05 1.8443841516234665e-05 1.6388700408314273e-05 1.446052764342052e-05 1.2648852585222474e-05 1.0951319301773943e-05 9.380365146870688e-06 7.940284918324426e-06 6.637737077307213e-06
430.84311 1.9154764237608446e-05 1.7084423343498414e-05 1.5206384064144874e-05 1.3457082764524797e-05 1.1821318666333692e-05 1.0295358309128126e-05 8.88943603138852e-06 7.606268916774229e-06 6.445854246570847e-06
430.84397 1.7204042498154582e-05 1.5402967800342307e-05 1.3782215272739963e-05 1.2271410401238892e-05 1.0856503921574081e-05 9.535528324461632e-06 8.317938083377142e-06 7.205438225903491e-06 6.190971797896844e-06
430.84483 1.5034701792043634e-05 1.3571124590490832e-05 1.2253104870748119e-05 1.1011912503910193e-05 9.838907039755594e-06 8.736062727731259e-06 7.712998324474256e-06 6.7706976258420435e-06 5.895086467497678e-06
430.84569 1.290353456812207e-05 1.178368777094469e-05 1.0767752813304098e-05 9.792472003742491e-06 8.8552367671023e-06 7.961967437360233e-06 7.122417121883471e-06 6.3366733828486025e-06 5.584233955613703e-06
430.84655 1.1019471263225157e-05 1.0202796797825534e-05 9.450019324607084e-06 8.707576847180101e-06 7.977264475012733e-06 7.267249079373801e-06 6.5865519424787914e-06 5.933901736612539e-06 5.28412219410162e-06
430.84742 9.503125215124682e-06 8.926291266674556e-06 8.378280727001104e-06 7.819353726729476e-06 7.253602028095509e-06 6.6894747544391355e-06 6.134558455580147e-06 5.5861829323354194e-06 5.016727376868932e-06
430.84828 8.398797866778153e-06 7.992421352656132e-06 7.5882505008302476e-06 7.159531756749916e-06 6.711059647973695e-06 6.250685946357985e-06 5.7847124903634255e-06 5.30976125047056e-06 4.797950557153745e-06
430.84914 7.700082615399176e-06 7.402881268885042e-06 7.0887664060012e-06 6.739779308055102e-06 6.361353138753179e-06 5.961611154420743e-06 5.546817669349683e-06 5.114040658685796e-06 4.637134460311715e-06
430.85 7.381641720453729e-06 7.1486477459392955e-06 6.878988740571942e-06 6.562735493034781e-06 6.2084055792777935e-06 5.826530425895848e-06 5.425225262396944e-06 5.003503043132108e-06 4.538524797827911e-06
430.85086 7.435822347260367e-06 7.2308738851612206e-06 6.960793266705315e-06 6.629894284967649e-06 6.253626182909878e-06 5.847090133813301e-06 5.421901478730935e-06 4.980254335229496e-06 4.5036698955562266e-06
430.85172 7.890311569207162e-06 7.665166235956504e-06 7.340117296387135e-06 6.942551215244571e-06 6.496932482459439e-06 6.023436786956986e-06 5.537716667192995e-06 5.0455493316179865e-06 4.533256937803214e-06
430.85259 8.784220669151666e-06 8.461881511554394e-06 8.014248234560662e-06 7.493785989107764e-06 6.931594612011387e-06 6.350915691543085e-06 5.770447199659825e-06 5.198936758970812e-06 4.627429566844377e-06
430.85345 1.0108463248622915e-05 9.591271542517169e-06 8.950915377524225e-06 8.255191450528724e-06 7.5353309863967215e-06 6.813815639561353e-06 6.1104199038527604e-06 5.435444818118215e-06 4.783954148456303e-06
430.85431 1.1752474613307953e-05 1.0957713283964163e-05 1.0073850496832722e-05 9.167588918614872e-06 8.263641887958419e-06 7.380199376732723e-06 6.536218830940085e-06 5.742058087643344e-06 4.995833074106944e-06
430.85517 1.3509878854052339e-05 1.240784198531973e-05 1.1268365469471209e-05 1.0144301979424837e-05 9.05129347129541e-06 8.002013894691352e-06 7.013763881596802e-06 6.09602449278038e-06 5.249030605181789e-06
430.85603 1.5149962488466514e-05 1.3773663734019806e-05 1.2407946839910906e-05 1.1088261281067328e-05 9.823493361807765e-06 8.62214372317994e-06 7.500347433063105e-06 6.466532255221884e-06 5.522472522275117e-06
430.85689 1.650087953871141e-05 1.4923314215837768e-05 1.3387535315841812e-05 1.191497470841877e-05 1.0512128385276565e-05 9.185992516552383e-06 7.952752803641472e-06 6.8201217705682474e-06 5.791127409588472e-06
430.85776 1.7488271801609576e-05 1.5788618434202867e-05 1.4144804408719983e-05 1.2569123730355457e-05 1.106900656876516e-05 9.652163342785568e-06 8.335743470547297e-06 7.127401617706066e-06 6.0310475069361574e-06
430.85862 1.8119536919826305e-05 1.6360441880610284e-05 1.4661442747599875e-05 1.3028413225680434e-05 1.1470559115796994e-05 9.997266430476574e-06 8.627079100545237e-06 7.367882548181386e-06 6.224119266463473e-06
430.85948 1.844252998318675e-05 1.6666022010540203e-05 1.4950711999278447e-05 1.3296638020048829e-05 1.1714245504170263e-05 1.021469546873347e-05 8.817813663032276e-06 7.53170482910264e-06 6.360492308294282e-06
430.86034 1.851246918384257e-05 1.674707037597815e-05 1.5042297923279092e-05 1.3393238577021086e-05 1.1811548658731167e-05 1.0310150756414859e-05 8.909744814608383e-06 7.61830897131119e-06 6.4385321954251575e-06
430.8612 1.8383188982446252e-05 1.6649287738085063e-05 1.497201275972454e-05 1.3344800766141534e-05 1.1781585558062102e-05 1.0297009795317403e-05 8.912108243740596e-06 7.634089356775656e-06 6.463028088134761e-06
430.86207 1.8114442547612674e-05 1.6420382752756774e-05 1.477643990882827e-05 1.3179354406985007e-05 1.1645985667943867e-05 1.019213695015681e-05 8.838157488957142e-06 7.589633396004072e-06 6.442830410460708e-06
430.86293 1.7768496473594288e-05 1.610292074326781e-05 1.4486120914100716e-05 1.2920516054114917e-05 1.1424081236204144e-05 1.0011902099683296e-05 8.701889307169346e-06 7.4968620237493685e-06 6.388386847542142e-06
430.86379 1.7378230336139324e-05 1.57148966261875e-05 1.4114123606340369e-05 1.2580394925936656e-05 1.1128098509957798e-05 9.768466859200369e-06 8.514956507712879e-06 7.366459138713942e-06 6.30913958292313e-06
430.86465 1.6910954423038546e-05 1.5233026618216218e-05 1.3648726107450952e-05 1.2156120665882236e-05 1.0760979664472233e-05 9.468004035482623e-06 8.284797603435253e-06 7.205672816127108e-06 6.2110135691586585e-06
430.86551 1.6276569367845316e-05 1.4603766299877977e-05 1.3062353445234632e-05 1.163597416902286e-05 1.0320068002710995e-05 9.112488839017303e-06 8.015058380968563e-06 7.017713079486516e-06 6.095301397511647e-06
430.86637 1.5389721194623455e-05 1.3783466449376737e-05 1.2335832458982506e-05 1.1014010294530483e-05 9.805956793101525e-06 8.704954809774277e-06 7.70861223951746e-06 6.803573425260923e-06 5.9599968837780425e-06
430.86724 1.4236701196190393e-05 1.2777314896520495e-05 1.1481029993357032e-05 1.0303643250990489e-05 9.230881796412508e-06 8.254956035049245e-06 7.371442215584551e-06 6.565167508676159e-06 5.802841044489543e-06
430.8681 1.289433924640114e-05 1.1647514375355413e-05 1.0545200460113784e-05 9.540144390670273e-06 8.620491555798177e-06 7.780142529846534e-06 7.014400736630173e-06 6.307638464804002e-06 5.624275112622069e-06
430.86896 1.1494697478572047e-05 1.0489417333639955e-05 9.595987888564001e-06 8.771349501303203e-06 8.008130436958664e-06 7.303013428500949e-06 6.6518965860849285e-06 6.039437341284508e-06 5.428719062927675e-06
430.86982 1.0170058871409447e-05 9.396583068132285e-06 8.699661133712086e-06 8.04393669846806e-06 7.426352590691631e-06 6.845951999534598e-06 6.299154245255122e-06 5.7710386690145544e-06 5.224188933277016e-06
430.87068 9.01315225055245e-06 8.43578268608703e-06 7.904850514170083e-06 7.393168531592717e-06 6.900588191361346e-06 6.427339893995834e-06 5.969814042428554e-06 5.513386118337651e-06 5.020755754796011e-06
430.87154 8.066893785615945e-06 7.639603067229966e-06 7.2370438594803645e-06 6.838995649981979e-06 6.446460330349021e-06 6.059683664103776e-06 5.674479907230681e-06 5.276341752762822e-06 4.828648642180016e-06
430.87241 7.334171533057078e-06 7.011882515632715e-06 6.701417894470466e-06 6.3872731639926735e-06 6.070094307427057e-06 5.749311052117067e-06 5.419853962611589e-06 5.067245251342251e-06 4.655783985799956e-06
430.87327 6.792138310634028e-06 6.537686211629986e-06 6.289233069292112e-06 6.033593561408917e-06 5.770169368498112e-06 5.497179629281865e-06 5.208632216679589e-06 4.890079595129514e-06 4.5069074363135744e-06
430.87413 6.406220877593502e-06 6.193300455257577e-06 5.984649227934618e-06 5.767824998594254e-06 5.540723591337405e-06 5.300453169294519e-06 5.04027172685593e-06 4.7458247752395106e-06 4.383614749681079e-06
430.87499 6.142103159924892e-06 5.954659958785073e-06 5.770809508342748e-06 5.578354127219374e-06 5.374138376688465e-06 5.154542655908516e-06 4.912411664022774e-06 4.633585004111521e-06 4.2856681266851015e-06
430.87585 5.974135064699401e-06 5.803453768941464e-06 5.634318108236852e-06 5.455513355504937e-06 5.263685512321443e-06 5.055101664832723e-06 4.822528673495081e-06 4.552091570707118e-06 4.212446674289301e-06
430.87671 5.889454202424876e-06 5.729890937634374e-06 5.5672915238298465e-06 5.39309644769543e-06 5.204814614830313e-06 4.9991126761772475e-06 4.76891430194406e-06 4.500634945849619e-06 4.16389267441726e-06
430.87758 5.887268437917858e-06 5.731642882413227e-06 5.566407937311151e-06 5.387768785111096e-06 5.194793493682463e-06 4.984756376176715e-06 4.750706877030013e-06 4.4792297502654965e-06 4.140706748247816e-06
430.87844 5.972892961678671e-06 5.8088225422218625e-06 5.629225602275401e-06 5.436354087203379e-06 5.230726193596359e-06 5.009894420278765e-06 4.76676116747048e-06 4.487686641311055e-06 4.143509916341549e-06
430.8793 6.14694689222982e-06 5.956543891781771e-06 5.749106528472595e-06 5.532290374103758e-06 5.306965864934838e-06 5.07013158740944e-06 4.813988302065742e-06 4.524209730466276e-06 4.17156373295447e-06
430.88016 6.3949597946133055e-06 6.158998497491983e-06 5.9116709978820665e-06 5.663334931102506e-06 5.413478591141401e-06 5.157482178358504e-06 4.886189347800958e-06 4.584234951032906e-06 4.221751765131316e-06
430.88102 6.68495645278206e-06 6.388872159500825e-06 6.0948042575440494e-06 5.811711470493488e-06 5.5358899879887306e-06 5.260249655144562e-06 4.9739358940759694e-06 4.660188737025283e-06 4.288153096452274e-06
430.88189 6.971392616876019e-06 6.610958577894423e-06 6.271391872638914e-06 5.956093581936518e-06 5.657010115003842e-06 5.36431979999446e-06 5.065420172504298e-06 4.742207323780579e-06 4.362642678239465e-06
430.88275 7.201555179780876e-06 6.7877915930330105e-06 6.413706275642401e-06 6.074960594174302e-06 5.7594600115808575e-06 5.455193939215705e-06 5.148296108800918e-06 4.819630874547099e-06 4.436024680261379e-06
430.88361 7.329120163519461e-06 6.88843488209598e-06 6.499281208558235e-06 6.150666949114251e-06 5.828596935239863e-06 5.520271110940291e-06 5.211408621226519e-06 4.882340249556091e-06 4.498953277105092e-06
430.88447 7.333703848333037e-06 6.898999281969662e-06 6.516727628410808e-06 6.1730515872023825e-06 5.855053183382844e-06 5.550735125425404e-06 5.246259177514128e-06 4.922053416159104e-06 4.54311246953914e-06
430.88533 7.229544809856257e-06 6.826751265483566e-06 6.467915335887439e-06 6.140879102261928e-06 5.835835099689867e-06 5.542509908968051e-06 5.248102883223941e-06 4.933267916215356e-06 4.5620743823176775e-06
430.88619 7.053068123906056e-06 6.692037902135076e-06 6.363256163095896e-06 6.059036997913867e-06 5.7726367606065696e-06 5.495309888990083e-06 5.215118420197139e-06 4.912751554224814e-06 4.551121305255101e-06
430.88706 6.837476909286995e-06 6.511728734233267e-06 6.2112050738280925e-06 5.931410945000472e-06 5.666536224463185e-06 5.408132877850668e-06 5.144435410618499e-06 4.85588751178006e-06 4.503398315339182e-06
430.88792 6.588156901700628e-06 6.284052992838045e-06 6.008377125545799e-06 5.7537424181712235e-06 5.51216610782062e-06 5.274267398664987e-06 5.027824194585341e-06 4.752118176751363e-06 4.404675971863994e-06
430.88878 6.2730490108627365e-06 5.9861527803444356e-06 5.738807984085412e-06 5.512824247261279e-06 5.296624715345476e-06 5.079799373984132e-06 4.849570499406053e-06 4.5830977094594e-06 4.232471904048882e-06
430.88964 5.844700660347234e-06 5.592576340457977e-06 5.3860334131642166e-06 5.194814127293331e-06 5.006148075120107e-06 4.8098891099012664e-06 4.593146515635948e-06 4.3304032422808835e-06 3.966726095726462e-06
430.8905 5.291840620107794e-06 5.105156319698173e-06 4.951862610237581e-06 4.799726957762121e-06 4.6393584055508465e-06 4.46226744588946e-06 4.255676541362443e-06 3.9919102947112435e-06 3.611262431870036e-06
430.89136 4.681106762678692e-06 4.570299786250955e-06 4.468950009022765e-06 4.353412301221563e-06 4.219226150630551e-06 4.059489104903572e-06 3.8615354906301925e-06 3.5973789187979885e-06 3.209668251638228e-06
430.89223 4.127072715728804e-06 4.0659372657483116e-06 3.9994511568322275e-06 3.910685366343314e-06 3.796872164149022e-06 3.651690506706076e-06 3.462777155207471e-06 3.204986951546694e-06 2.8286474102191873e-06
430.89309 3.710427182354373e-06 3.6641126846687283e-06 3.6118878967671605e-06 3.5367971366745562e-06 3.434881653827687e-06 3.2999805470285654e-06 3.1205788047743884e-06 2.8758714197930588e-06 2.524177229034786e-06
430.89395 3.449287277105281e-06 3.402643384764208e-06 3.3516594919822945e-06 3.279856509849482e-06 3.1821313955290484e-06 3.052596992716201e-06 2.8808996451225315e-06 2.649357495359962e-06 2.3223287399900684e-06
430.89481 3.3392684338070785e-06 3.2935994140543375e-06 3.2389773760043e-06 3.1641081230076375e-06 3.0642831805993927e-06 2.934243548156487e-06 2.7645413707356014e-06 2.539506572492294e-06 2.2279131613688634e-06
430.89567 3.383993480889183e-06 3.3429747615215638e-06 3.2820019887256325e-06 3.198053058923894e-06 3.089002351188071e-06 2.9510158499185873e-06 2.775318826119429e-06 2.547407966303356e-06 2.2381951875546376e-06
430.89654 3.592593602434511e-06 3.5520954491279386e-06 3.4756460935339103e-06 3.3736894847581686e-06 3.2474523450884184e-06 3.0940078217956513e-06 2.904846402351483e-06 2.6652894354227355e-06 2.345949788273151e-06
430.8974 3.9575037671472825e-06 3.895385082771973e-06 3.787669362171829e-06 3.6583002197484657e-06 3.5089254654347608e-06 3.335588421796797e-06 3.129186882794945e-06 2.873634067306868e-06 2.5371193381695394e-06
430.89826 4.4106738686602914e-06 4.297682683590569e-06 4.149211462168796e-06 3.989970448967638e-06 3.817981197214524e-06 3.626811007261038e-06 3.406051910419027e-06 3.1373946112756777e-06 2.7859782476354895e-06
430.89912 4.818920011287889e-06 4.651293879035117e-06 4.470814380405804e-06 4.2908595513476e-06 4.104964328343469e-06 3.904748794292422e-06 3.6784130640625527e-06 3.4056750511222003e-06 3.0492147861847248e-06
430.89998 5.068004596077737e-06 4.87269483602502e-06 4.681711143679468e-06 4.4966573775050175e-06 4.3095542893049106e-06 4.1111293125295565e-06 3.888780759052245e-06 3.621391221650593e-06 3.2694055694968074e-06
430.90084 5.129633427345364e-06 4.936648221943696e-06 4.754053987454709e-06 4.577167806393116e-06 4.398918034368417e-06 4.209883872454662e-06 3.996939630140641e-06 3.7388340698681346e-06 3.3931292433523306e-06
430.90171 5.034454686939508e-06 4.858860810034155e-06 4.693255103000817e-06 4.53089214953561e-06 4.365301319874048e-06 4.18720925254466e-06 3.982951431236724e-06 3.7313345989393914e-06 3.3842406870582907e-06
430.90257 4.81491301516573e-06 4.6592812670262635e-06 4.511559949942239e-06 4.364345352454126e-06 4.20984613556094e-06 4.039070284235689e-06 3.8386899352716915e-06 3.58654434839417e-06 3.226909600828281e-06
430.90343 4.484387497964558e-06 4.3471026711962104e-06 4.21609091944288e-06 4.08115666309638e-06 3.933942168918069e-06 3.7656719455859143e-06 3.5642567893783977e-06 3.3057405767722325e-06 2.930360720409111e-06
430.90429 4.05391041085321e-06 3.933196400180537e-06 3.8152580684143665e-06 3.687897684771941e-06 3.5454892921231204e-06 3.3788545324084314e-06 3.1769801667521336e-06 2.9153454838684732e-06 2.5394112539607122e-06
430.90515 3.5585085861255916e-06 3.44678652042545e-06 3.3343972239938276e-06 3.2114264622495058e-06 3.0738807224037307e-06 2.9131935354298335e-06 2.7187749535868128e-06 2.469096569544246e-06 2.1229904083524057e-06
430.90602 3.053158170471358e-06 2.932696509558543e-06 2.8181148950589307e-06 2.700212842039596e-06 2.5728544983695913e-06 2.427116811925497e-06 2.253176875209748e-06 2.0347460749570823e-06 1.7442523126227935e-06
430.90688 2.5778294563416307e-06 2.4268647134076043e-06 2.312086488173315e-06 2.2071538187071728e-06 2.0995911801834e-06 1.97928894528535e-06 1.8369945029934844e-06 1.6608155504003666e-06 1.433551682489547e-06
430.90774 2.1279556983434018e-06 1.946338144679053e-06 1.8508448319460458e-06 1.7724315033774262e-06 1.6928762645672076e-06 1.603614522152852e-06 1.4968023952983052e-06 1.363787446510441e-06 1.1950939056996175e-06
430.9086 1.6489034072834066e-06 1.5161343911970043e-06 1.4668179162262953e-06 1.4227675934177088e-06 1.3728668163810186e-06 1.3125642868699568e-06 1.2364157221329323e-06 1.13989183738324e-06 1.0172207664488624e-06
430.90946 1.1752422668560172e-06 1.1838434780783103e-06 1.1841451003265356e-06 1.1707222146422364e-06 1.1448165527864222e-06 1.105985489050913e-06 1.0513363590695207e-06 9.799760529900361e-07 8.882948015872771e-07
430.91032 9.066250403161224e-07 9.855243964525129e-07 1.0126849316360927e-06 1.016270322837981e-06 1.0035241361332204e-06 9.76421673893022e-07 9.332432159571826e-07 8.753447246678721e-07 8.010088767392373e-07
430.91119 8.409652340704385e-07 9.162054924917036e-07 9.464780727910588e-07 9.52654656786621e-07 9.41789033946586e-07 9.164715912020945e-07 8.750437828840662e-07 8.198745287737829e-07 7.505427118653127e-07
430.91205 8.955735264597928e-07 9.574545666315762e-07 9.781283501499692e-07 9.764436579370268e-07 9.579608129818318e-07 9.248559065595052e-07 8.755393729400588e-07 8.125056559096764e-07 7.361242361854772e-07
430.91291 1.0606323858307698e-06 1.108004894501225e-06 1.1112091451561254e-06 1.0934022196213248e-06 1.0587827080512051e-06 1.008695251523566e-06 9.415374019593851e-07 8.592357516702199e-07 7.619687236413445e-07
430.91377 1.3756454890032259e-06 1.3891432981830545e-06 1.3649906100856322e-06 1.3217243576581625e-06 1.261571232946193e-06 1.184608545167802e-06 1.0886326868204304e-06 9.736782072312075e-07 8.390898902361357e-07
430.91463 1.8695408321941306e-06 1.8294874341692662e-06 1.7640022275870695e-06 1.6839385126897072e-06 1.5876455057333936e-06 1.4735328579163446e-06 1.3381836093643825e-06 1.1768420951755237e-06 9.857206229367987e-07
430.9155 2.5157678475943152e-06 2.4233817065199773e-06 2.3040818707998098e-06 2.1774381181478675e-06 2.0387019882049524e-06 1.8820411846346808e-06 1.7010609343935794e-06 1.4855822390442594e-06 1.2229266526463328e-06
430.91636 3.2313489706640762e-06 3.0969637722585467e-06 2.92736076247189e-06 2.7558832240815975e-06 2.5764329839639713e-06 2.3803020803692964e-06 2.1574233113936614e-06 1.891999414582524e-06 1.5595123238569026e-06
430.91722 3.882770877901218e-06 3.7249236202520044e-06 3.530369469906091e-06 3.333026215814425e-06 3.12737721536459e-06 2.9054632662186534e-06 2.6558436440406046e-06 2.357748171414583e-06 1.97722640444096e-06
430.91808 4.373475443699861e-06 4.218141847144313e-06 4.027127826075398e-06 3.827204519696333e-06 3.6156326401824238e-06 3.3858635227131074e-06 3.126993643933271e-06 2.817550126675771e-06 2.4179393464748792e-06
430.91894 4.712259552051499e-06 4.571977591412856e-06 4.3989230314541805e-06 4.2103683729994044e-06 4.005446933405121e-06 3.7793859927313183e-06 3.522508853608021e-06 3.2151976056741813e-06 2.8156151037915523e-06
430.9198 4.959444764570527e-06 4.8344181548031645e-06 4.676999376658989e-06 4.501269930422257e-06 4.305912873532419e-06 4.087029134358706e-06 3.836210121957482e-06 3.5352329323267502e-06 3.143201740004561e-06
430.92067 5.167655399273938e-06 5.0517137869229865e-06 4.903037121815751e-06 4.734205686204319e-06 4.5448502233435556e-06 4.3309739871629415e-06 4.084891164225602e-06 3.7894278323166097e-06 3.4061230334845108e-06
430.92153 5.369438436314891e-06 5.254183547273246e-06 5.106154701435832e-06 4.9370139276287845e-06 4.7473949215724394e-06 4.533599910009219e-06 4.288207326103952e-06 3.9944298930254035e-06 3.6166194413292137e-06
430.92239 5.582171721824182e-06 5.458415346543658e-06 5.3026889701807675e-06 5.126783996410566e-06 4.930937426378259e-06 4.71204793156005e-06 4.462684888616831e-06 4.166836774633843e-06 3.789722189181006e-06
