# M0 100G vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04  i03    
6.2300e+02 3.9969e-06 3.7468e-06 3.4844e-06 3.2085e-06 2.9168e-06 2.6075e-06 2.2775e-06 1.9263e-06 1.5538e-06
6.2500e+02 4.0977e-06 3.8546e-06 3.5991e-06 3.3292e-06 3.0424e-06 2.7359e-06 2.4053e-06 2.0471e-06 1.6573e-06
6.2700e+02 4.4202e-06 4.1670e-06 3.9003e-06 3.6179e-06 3.3165e-06 2.9924e-06 2.6396e-06 2.2520e-06 1.8202e-06
6.2900e+02 4.6463e-06 4.3848e-06 4.1089e-06 3.8161e-06 3.5028e-06 3.1648e-06 2.7950e-06 2.3859e-06 1.9255e-06
6.3100e+02 4.7381e-06 4.4855e-06 4.2186e-06 3.9346e-06 3.6298e-06 3.2994e-06 2.9352e-06 2.5278e-06 2.0600e-06
6.3300e+02 4.8978e-06 4.6413e-06 4.3699e-06 4.0810e-06 3.7703e-06 3.4329e-06 3.0600e-06 2.6407e-06 2.1554e-06
6.3500e+02 5.0268e-06 4.7669e-06 4.4921e-06 4.1994e-06 3.8849e-06 3.5431e-06 3.1651e-06 2.7391e-06 2.2435e-06
6.3700e+02 5.0303e-06 4.7698e-06 4.4944e-06 4.2013e-06 3.8863e-06 3.5443e-06 3.1663e-06 2.7410e-06 2.2470e-06
6.3900e+02 5.1846e-06 4.9200e-06 4.6398e-06 4.3413e-06 4.0200e-06 3.6705e-06 3.2834e-06 2.8464e-06 2.3368e-06
6.4100e+02 5.1785e-06 4.9207e-06 4.6477e-06 4.3566e-06 4.0430e-06 3.7016e-06 3.3226e-06 2.8936e-06 2.3905e-06
6.4300e+02 5.0303e-06 4.7743e-06 4.5035e-06 4.2151e-06 3.9051e-06 3.5682e-06 3.1957e-06 2.7762e-06 2.2890e-06
6.4500e+02 4.8657e-06 4.6271e-06 4.3748e-06 4.1063e-06 3.8174e-06 3.5034e-06 3.1553e-06 2.7618e-06 2.3008e-06
6.4700e+02 4.9977e-06 4.7589e-06 4.5065e-06 4.2376e-06 3.9482e-06 3.6331e-06 3.2832e-06 2.8861e-06 2.4174e-06
6.4900e+02 5.0112e-06 4.7644e-06 4.5032e-06 4.2247e-06 3.9249e-06 3.5985e-06 3.2366e-06 2.8274e-06 2.3489e-06
6.5100e+02 5.3383e-06 5.0758e-06 4.7981e-06 4.5020e-06 4.1834e-06 3.8366e-06 3.4518e-06 3.0164e-06 2.5053e-06
6.5300e+02 5.6250e-06 5.3521e-06 5.0631e-06 4.7547e-06 4.4224e-06 4.0600e-06 3.6570e-06 3.1992e-06 2.6583e-06
6.5500e+02 5.5329e-06 5.2638e-06 4.9786e-06 4.6743e-06 4.3465e-06 3.9891e-06 3.5920e-06 3.1414e-06 2.6106e-06
6.5700e+02 5.5605e-06 5.2915e-06 5.0063e-06 4.7016e-06 4.3729e-06 4.0143e-06 3.6154e-06 3.1627e-06 2.6297e-06
6.5900e+02 5.6471e-06 5.3745e-06 5.0854e-06 4.7766e-06 4.4434e-06 4.0795e-06 3.6743e-06 3.2133e-06 2.6684e-06
6.6100e+02 5.6981e-06 5.4214e-06 5.1280e-06 4.8147e-06 4.4767e-06 4.1077e-06 3.6970e-06 3.2300e-06 2.6784e-06
6.6300e+02 5.6863e-06 5.4057e-06 5.1081e-06 4.7901e-06 4.4470e-06 4.0724e-06 3.6559e-06 3.1832e-06 2.6280e-06
6.6500e+02 5.5511e-06 5.2679e-06 4.9676e-06 4.6474e-06 4.3026e-06 3.9276e-06 3.5130e-06 3.0468e-06 2.5078e-06
6.6700e+02 5.4230e-06 5.1425e-06 4.8453e-06 4.5287e-06 4.1883e-06 3.8190e-06 3.4121e-06 2.9573e-06 2.4366e-06
6.6900e+02 5.1607e-06 4.8733e-06 4.5699e-06 4.2482e-06 3.9049e-06 3.5360e-06 3.1355e-06 2.6976e-06 2.2131e-06
6.7100e+02 5.1419e-06 4.8639e-06 4.5704e-06 4.2590e-06 3.9261e-06 3.5679e-06 3.1775e-06 2.7481e-06 2.2682e-06
6.7300e+02 4.9412e-06 4.6508e-06 4.3454e-06 4.0235e-06 3.6826e-06 3.3204e-06 2.9330e-06 2.5185e-06 2.0741e-06
6.7500e+02 4.9929e-06 4.7069e-06 4.4060e-06 4.0885e-06 3.7516e-06 3.3926e-06 3.0069e-06 2.5915e-06 2.1413e-06
6.7700e+02 5.2941e-06 5.0034e-06 4.6967e-06 4.3719e-06 4.0254e-06 3.6537e-06 3.2504e-06 2.8096e-06 2.3211e-06
6.7900e+02 5.0806e-06 4.7909e-06 4.4860e-06 4.1642e-06 3.8225e-06 3.4583e-06 3.0669e-06 2.6451e-06 2.1877e-06
6.8100e+02 5.3051e-06 5.0132e-06 4.7052e-06 4.3790e-06 4.0310e-06 3.6579e-06 3.2534e-06 2.8125e-06 2.3261e-06
6.8300e+02 5.5315e-06 5.2349e-06 4.9213e-06 4.5883e-06 4.2320e-06 3.8481e-06 3.4294e-06 2.9688e-06 2.4541e-06
6.8500e+02 5.6402e-06 5.3469e-06 5.0361e-06 4.7052e-06 4.3499e-06 3.9654e-06 3.5436e-06 3.0757e-06 2.5466e-06
6.8700e+02 5.6945e-06 5.4006e-06 5.0892e-06 4.7576e-06 4.4015e-06 4.0157e-06 3.5919e-06 3.1209e-06 2.5866e-06
6.8900e+02 5.9191e-06 5.6260e-06 5.3152e-06 4.9837e-06 4.6267e-06 4.2387e-06 3.8099e-06 3.3289e-06 2.7741e-06
6.9100e+02 6.1585e-06 5.8672e-06 5.5580e-06 5.2275e-06 4.8706e-06 4.4809e-06 4.0475e-06 3.5557e-06 2.9778e-06
6.9300e+02 6.1524e-06 5.8612e-06 5.5519e-06 5.2211e-06 4.8636e-06 4.4731e-06 4.0385e-06 3.5452e-06 2.9660e-06
6.9500e+02 6.3368e-06 6.0488e-06 5.7429e-06 5.4155e-06 5.0614e-06 4.6739e-06 4.2409e-06 3.7461e-06 3.1570e-06
6.9700e+02 6.5774e-06 6.2885e-06 5.9814e-06 5.6526e-06 5.2967e-06 4.9065e-06 4.4695e-06 3.9679e-06 3.3655e-06
6.9900e+02 6.5826e-06 6.2998e-06 5.9995e-06 5.6781e-06 5.3301e-06 4.9487e-06 4.5211e-06 4.0291e-06 3.4352e-06
7.0100e+02 6.7157e-06 6.4330e-06 6.1327e-06 5.8110e-06 5.4624e-06 5.0798e-06 4.6501e-06 4.1545e-06 3.5534e-06
7.0300e+02 6.8458e-06 6.5624e-06 6.2614e-06 5.9390e-06 5.5899e-06 5.2066e-06 4.7761e-06 4.2788e-06 3.6735e-06
7.0500e+02 6.6906e-06 6.4036e-06 6.0995e-06 5.7746e-06 5.4240e-06 5.0412e-06 4.6142e-06 4.1257e-06 3.5389e-06
7.0700e+02 5.9910e-06 5.6971e-06 5.3862e-06 5.0557e-06 4.7014e-06 4.3182e-06 3.8974e-06 3.4280e-06 2.8885e-06
7.0900e+02 5.7031e-06 5.4124e-06 5.1062e-06 4.7826e-06 4.4380e-06 4.0689e-06 3.6682e-06 3.2282e-06 2.7322e-06
7.1100e+02 5.7277e-06 5.4327e-06 5.1218e-06 4.7930e-06 4.4430e-06 4.0677e-06 3.6603e-06 3.2129e-06 2.7098e-06
7.1300e+02 5.2096e-06 4.9231e-06 4.6232e-06 4.3092e-06 3.9788e-06 3.6304e-06 3.2602e-06 2.8650e-06 2.4370e-06
7.1500e+02 5.1392e-06 4.8639e-06 4.5752e-06 4.2717e-06 3.9510e-06 3.6108e-06 3.2470e-06 2.8561e-06 2.4302e-06
7.1700e+02 5.5645e-06 5.2670e-06 4.9539e-06 4.6235e-06 4.2727e-06 3.8987e-06 3.4959e-06 3.0595e-06 2.5800e-06
7.1900e+02 5.9007e-06 5.6072e-06 5.2968e-06 4.9669e-06 4.6138e-06 4.2330e-06 3.8170e-06 3.3574e-06 2.8376e-06
7.2100e+02 5.8101e-06 5.5172e-06 5.2073e-06 4.8780e-06 4.5252e-06 4.1449e-06 3.7296e-06 3.2718e-06 2.7577e-06
7.2300e+02 6.3420e-06 6.0358e-06 5.7109e-06 5.3643e-06 4.9912e-06 4.5860e-06 4.1393e-06 3.6397e-06 3.0661e-06
7.2500e+02 6.5310e-06 6.2319e-06 5.9143e-06 5.5749e-06 5.2086e-06 4.8092e-06 4.3660e-06 3.8650e-06 3.2792e-06
7.2700e+02 6.8567e-06 6.5551e-06 6.2342e-06 5.8903e-06 5.5179e-06 5.1098e-06 4.6536e-06 4.1322e-06 3.5121e-06
7.2900e+02 7.0272e-06 6.7297e-06 6.4126e-06 6.0721e-06 5.7025e-06 5.2963e-06 4.8400e-06 4.3151e-06 3.6839e-06
7.3100e+02 7.1848e-06 6.8897e-06 6.5756e-06 6.2385e-06 5.8727e-06 5.4704e-06 5.0181e-06 4.4959e-06 3.8628e-06
7.3300e+02 7.1542e-06 6.8733e-06 6.5744e-06 6.2539e-06 5.9058e-06 5.5229e-06 5.0916e-06 4.5918e-06 3.9813e-06
7.3500e+02 7.3333e-06 7.0481e-06 6.7449e-06 6.4199e-06 6.0674e-06 5.6800e-06 5.2440e-06 4.7390e-06 4.1215e-06
7.3700e+02 7.5521e-06 7.2642e-06 6.9583e-06 6.6304e-06 6.2748e-06 5.8838e-06 5.4437e-06 4.9333e-06 4.3073e-06
7.3900e+02 7.6253e-06 7.3414e-06 7.0395e-06 6.7159e-06 6.3647e-06 5.9784e-06 5.5432e-06 5.0380e-06 4.4169e-06
7.4100e+02 7.6434e-06 7.3639e-06 7.0667e-06 6.7481e-06 6.4024e-06 6.0221e-06 5.5938e-06 5.0964e-06 4.4845e-06
7.4300e+02 7.7712e-06 7.4871e-06 7.1852e-06 6.8618e-06 6.5113e-06 6.1261e-06 5.6929e-06 5.1904e-06 4.5730e-06
7.4500e+02 7.7700e-06 7.4894e-06 7.1913e-06 6.8720e-06 6.5260e-06 6.1459e-06 5.7183e-06 5.2223e-06 4.6128e-06
7.4700e+02 7.8871e-06 7.6036e-06 7.3023e-06 6.9796e-06 6.6300e-06 6.2460e-06 5.8141e-06 5.3134e-06 4.6980e-06
7.4900e+02 7.9350e-06 7.6520e-06 7.3510e-06 7.0286e-06 6.6791e-06 6.2948e-06 5.8624e-06 5.3606e-06 4.7433e-06
7.5100e+02 8.0217e-06 7.7375e-06 7.4353e-06 7.1114e-06 6.7601e-06 6.3739e-06 5.9389e-06 5.4340e-06 4.8122e-06
7.5300e+02 8.1143e-06 7.8266e-06 7.5207e-06 7.1930e-06 6.8378e-06 6.4474e-06 6.0081e-06 5.4985e-06 4.8715e-06
7.5500e+02 8.1567e-06 7.8680e-06 7.5610e-06 7.2322e-06 6.8759e-06 6.4844e-06 6.0439e-06 5.5329e-06 4.9044e-06
7.5700e+02 8.1895e-06 7.9011e-06 7.5943e-06 7.2656e-06 6.9091e-06 6.5170e-06 6.0756e-06 5.5631e-06 4.9318e-06
7.5900e+02 8.0576e-06 7.7650e-06 7.4534e-06 7.1190e-06 6.7557e-06 6.3555e-06 5.9042e-06 5.3794e-06 4.7333e-06
7.6100e+02 8.0198e-06 7.7235e-06 7.4077e-06 7.0685e-06 6.6996e-06 6.2930e-06 5.8336e-06 5.2992e-06 4.6413e-06
7.6300e+02 8.0012e-06 7.6984e-06 7.3754e-06 7.0283e-06 6.6505e-06 6.2337e-06 5.7629e-06 5.2154e-06 4.5435e-06
7.6500e+02 7.9755e-06 7.6719e-06 7.3480e-06 6.9997e-06 6.6205e-06 6.2021e-06 5.7293e-06 5.1796e-06 4.5056e-06
7.6700e+02 7.3247e-06 7.0389e-06 6.7343e-06 6.4070e-06 6.0509e-06 5.6586e-06 5.2162e-06 4.7042e-06 4.0819e-06
7.6900e+02 7.7145e-06 7.4034e-06 7.0713e-06 6.7141e-06 6.3253e-06 5.8967e-06 5.4135e-06 4.8548e-06 4.1787e-06
7.7100e+02 7.4959e-06 7.1954e-06 6.8748e-06 6.5300e-06 6.1548e-06 5.7413e-06 5.2753e-06 4.7368e-06 4.0852e-06
7.7300e+02 7.8844e-06 7.5724e-06 7.2393e-06 6.8807e-06 6.4900e-06 6.0589e-06 5.5720e-06 5.0077e-06 4.3216e-06
7.7500e+02 7.7748e-06 7.4651e-06 7.1343e-06 6.7780e-06 6.3897e-06 5.9611e-06 5.4772e-06 4.9169e-06 4.2378e-06
7.7700e+02 7.9156e-06 7.5963e-06 7.2552e-06 6.8879e-06 6.4879e-06 6.0464e-06 5.5482e-06 4.9719e-06 4.2743e-06
7.7900e+02 7.9614e-06 7.6437e-06 7.3041e-06 6.9382e-06 6.5395e-06 6.0990e-06 5.6014e-06 5.0246e-06 4.3240e-06
7.8100e+02 8.1293e-06 7.8146e-06 7.4785e-06 7.1164e-06 6.7217e-06 6.2855e-06 5.7920e-06 5.2182e-06 4.5165e-06
7.8300e+02 8.0407e-06 7.7307e-06 7.3993e-06 7.0418e-06 6.6517e-06 6.2199e-06 5.7306e-06 5.1607e-06 4.4628e-06
7.8500e+02 8.1345e-06 7.8220e-06 7.4881e-06 7.1283e-06 6.7359e-06 6.3020e-06 5.8108e-06 5.2392e-06 4.5391e-06
7.8700e+02 8.3194e-06 8.0033e-06 7.6656e-06 7.3015e-06 6.9043e-06 6.4650e-06 5.9671e-06 5.3866e-06 4.6733e-06
7.8900e+02 8.4286e-06 8.1173e-06 7.7848e-06 7.4266e-06 7.0360e-06 6.6040e-06 6.1143e-06 5.5426e-06 4.8371e-06
7.9100e+02 8.4021e-06 8.0923e-06 7.7615e-06 7.4048e-06 7.0158e-06 6.5853e-06 6.0970e-06 5.5267e-06 4.8224e-06
7.9300e+02 8.4436e-06 8.1391e-06 7.8136e-06 7.4623e-06 7.0787e-06 6.6537e-06 6.1708e-06 5.6055e-06 4.9050e-06
7.9500e+02 8.4283e-06 8.1285e-06 7.8082e-06 7.4630e-06 7.0861e-06 6.6689e-06 6.1954e-06 5.6412e-06 4.9543e-06
7.9700e+02 8.7158e-06 8.4084e-06 8.0802e-06 7.7268e-06 7.3415e-06 6.9153e-06 6.4320e-06 5.8667e-06 5.1654e-06
7.9900e+02 8.6956e-06 8.3900e-06 8.0639e-06 7.7127e-06 7.3298e-06 6.9063e-06 6.4260e-06 5.8641e-06 5.1664e-06
8.0100e+02 8.7534e-06 8.4507e-06 8.1276e-06 7.7796e-06 7.3998e-06 6.9796e-06 6.5026e-06 5.9441e-06 5.2496e-06
8.0300e+02 8.8301e-06 8.5267e-06 8.2030e-06 7.8546e-06 7.4749e-06 7.0551e-06 6.5794e-06 6.0229e-06 5.3317e-06
8.0500e+02 8.8630e-06 8.5640e-06 8.2449e-06 7.9015e-06 7.5272e-06 7.1132e-06 6.6441e-06 6.0953e-06 5.4132e-06
8.0700e+02 8.9016e-06 8.5996e-06 8.2777e-06 7.9315e-06 7.5545e-06 7.1382e-06 6.6670e-06 6.1165e-06 5.4335e-06
8.0900e+02 8.9525e-06 8.6544e-06 8.3364e-06 7.9942e-06 7.6211e-06 7.2088e-06 6.7416e-06 6.1950e-06 5.5157e-06
8.1100e+02 9.0470e-06 8.7468e-06 8.4265e-06 8.0822e-06 7.7071e-06 7.2928e-06 6.8237e-06 6.2753e-06 5.5944e-06
8.1300e+02 9.1518e-06 8.8498e-06 8.5275e-06 8.1812e-06 7.8042e-06 7.3878e-06 6.9168e-06 6.3665e-06 5.6838e-06
8.1500e+02 9.1934e-06 8.8917e-06 8.5698e-06 8.2239e-06 7.8473e-06 7.4315e-06 6.9609e-06 6.4113e-06 5.7293e-06
8.1700e+02 9.1955e-06 8.8955e-06 8.5756e-06 8.2317e-06 7.8575e-06 7.4444e-06 6.9771e-06 6.4315e-06 5.7548e-06
8.1900e+02 8.3185e-06 8.0558e-06 7.7760e-06 7.4753e-06 7.1477e-06 6.7860e-06 6.3764e-06 5.8977e-06 5.3032e-06
8.2100e+02 8.9837e-06 8.6836e-06 8.3629e-06 8.0171e-06 7.6394e-06 7.2210e-06 6.7457e-06 6.1883e-06 5.4940e-06
8.2300e+02 9.1187e-06 8.8190e-06 8.4986e-06 8.1533e-06 7.7760e-06 7.3581e-06 6.8832e-06 6.3260e-06 5.6315e-06
8.2500e+02 9.1765e-06 8.8727e-06 8.5484e-06 8.1994e-06 7.8189e-06 7.3981e-06 6.9211e-06 6.3628e-06 5.6689e-06
8.2700e+02 9.2675e-06 8.9585e-06 8.6284e-06 8.2727e-06 7.8847e-06 7.4551e-06 6.9674e-06 6.3958e-06 5.6840e-06
8.2900e+02 9.2073e-06 8.8961e-06 8.5634e-06 8.2048e-06 7.8130e-06 7.3789e-06 6.8855e-06 6.3068e-06 5.5859e-06
8.3100e+02 9.1545e-06 8.8473e-06 8.5189e-06 8.1649e-06 7.7781e-06 7.3497e-06 6.8627e-06 6.2915e-06 5.5799e-06
8.3300e+02 9.0104e-06 8.7178e-06 8.4052e-06 8.0681e-06 7.6997e-06 7.2914e-06 6.8270e-06 6.2815e-06 5.6003e-06
8.3500e+02 9.1862e-06 8.8788e-06 8.5501e-06 8.1954e-06 7.8078e-06 7.3781e-06 6.8893e-06 6.3155e-06 5.6000e-06
8.3700e+02 9.1936e-06 8.8863e-06 8.5579e-06 8.2038e-06 7.8171e-06 7.3888e-06 6.9020e-06 6.3311e-06 5.6199e-06
8.3900e+02 8.7514e-06 8.4681e-06 8.1654e-06 7.8393e-06 7.4830e-06 7.0883e-06 6.6395e-06 6.1130e-06 5.4565e-06
8.4100e+02 9.2789e-06 8.9724e-06 8.6449e-06 8.2921e-06 7.9069e-06 7.4803e-06 6.9957e-06 6.4276e-06 5.7198e-06
8.4300e+02 8.9150e-06 8.6200e-06 8.3050e-06 7.9655e-06 7.5949e-06 7.1845e-06 6.7183e-06 6.1718e-06 5.4917e-06
8.4500e+02 9.2403e-06 8.9269e-06 8.5913e-06 8.2287e-06 7.8320e-06 7.3915e-06 6.8894e-06 6.2988e-06 5.5614e-06
8.4700e+02 9.1679e-06 8.8583e-06 8.5265e-06 8.1677e-06 7.7746e-06 7.3376e-06 6.8389e-06 6.2515e-06 5.5172e-06
8.4900e+02 9.2093e-06 8.9034e-06 8.5756e-06 8.2212e-06 7.8329e-06 7.4013e-06 6.9085e-06 6.3278e-06 5.6006e-06
8.5100e+02 8.8953e-06 8.6072e-06 8.2989e-06 7.9653e-06 7.5996e-06 7.1931e-06 6.7289e-06 6.1828e-06 5.5063e-06
8.5300e+02 9.2150e-06 8.9133e-06 8.5900e-06 8.2403e-06 7.8569e-06 7.4304e-06 6.9430e-06 6.3680e-06 5.6468e-06
8.5500e+02 8.2005e-06 7.9603e-06 7.7040e-06 7.4264e-06 7.1221e-06 6.7840e-06 6.3986e-06 5.9479e-06 5.4003e-06
8.5700e+02 9.5629e-06 9.2496e-06 8.9142e-06 8.5519e-06 8.1554e-06 7.7151e-06 7.2132e-06 6.6223e-06 5.8824e-06
8.5900e+02 9.5836e-06 9.2728e-06 8.9401e-06 8.5808e-06 8.1874e-06 7.7504e-06 7.2522e-06 6.6656e-06 5.9308e-06
8.6100e+02 9.6138e-06 9.3053e-06 8.9751e-06 8.6187e-06 8.2287e-06 7.7959e-06 7.3027e-06 6.7225e-06 5.9960e-06
8.6300e+02 9.7152e-06 9.4061e-06 9.0756e-06 8.7190e-06 8.3292e-06 7.8967e-06 7.4046e-06 6.8260e-06 6.1021e-06
8.6500e+02 9.7060e-06 9.4021e-06 9.0769e-06 8.7258e-06 8.3416e-06 7.9152e-06 7.4293e-06 6.8572e-06 6.1399e-06
8.6700e+02 8.5589e-06 8.3179e-06 8.0608e-06 7.7831e-06 7.4792e-06 7.1420e-06 6.7588e-06 6.3117e-06 5.7647e-06
8.6900e+02 9.3415e-06 9.0598e-06 8.7587e-06 8.4338e-06 8.0784e-06 7.6839e-06 7.2344e-06 6.7050e-06 6.0410e-06
8.7100e+02 9.9132e-06 9.6076e-06 9.2806e-06 8.9281e-06 8.5428e-06 8.1154e-06 7.6295e-06 7.0582e-06 6.3437e-06
8.7300e+02 9.9223e-06 9.6174e-06 9.2912e-06 8.9396e-06 8.5554e-06 8.1294e-06 7.6452e-06 7.0763e-06 6.3650e-06
8.7500e+02 9.9764e-06 9.6710e-06 9.3443e-06 8.9921e-06 8.6074e-06 8.1810e-06 7.6962e-06 7.1269e-06 6.4152e-06
8.7700e+02 9.9315e-06 9.6293e-06 9.3061e-06 8.9580e-06 8.5778e-06 8.1566e-06 7.6782e-06 7.1165e-06 6.4149e-06
8.7900e+02 1.0078e-05 9.7724e-06 9.4456e-06 9.0934e-06 8.7087e-06 8.2825e-06 7.7981e-06 7.2295e-06 6.5194e-06
8.8100e+02 9.7793e-06 9.4954e-06 9.1913e-06 8.8628e-06 8.5031e-06 8.1036e-06 7.6482e-06 7.1118e-06 6.4393e-06
8.8300e+02 9.8853e-06 9.5921e-06 9.2786e-06 8.9407e-06 8.5716e-06 8.1626e-06 7.6978e-06 7.1520e-06 6.4699e-06
8.8500e+02 1.0101e-05 9.7957e-06 9.4694e-06 9.1180e-06 8.7345e-06 8.3100e-06 7.8283e-06 7.2639e-06 6.5606e-06
8.8700e+02 9.6540e-06 9.3318e-06 8.9860e-06 8.6114e-06 8.2003e-06 7.7426e-06 7.2202e-06 6.6057e-06 5.8421e-06
8.8900e+02 9.8084e-06 9.4802e-06 9.1282e-06 8.7474e-06 8.3302e-06 7.8664e-06 7.3380e-06 6.7178e-06 5.9486e-06
8.9100e+02 9.9103e-06 9.5859e-06 9.2384e-06 8.8628e-06 8.4516e-06 7.9949e-06 7.4749e-06 6.8648e-06 6.1073e-06
8.9300e+02 9.9131e-06 9.5931e-06 9.2502e-06 8.8795e-06 8.4736e-06 8.0226e-06 7.5091e-06 6.9061e-06 6.1565e-06
8.9500e+02 9.8440e-06 9.5240e-06 9.1808e-06 8.8094e-06 8.4022e-06 7.9492e-06 7.4323e-06 6.8240e-06 6.0658e-06
8.9700e+02 9.9384e-06 9.6177e-06 9.2740e-06 8.9022e-06 8.4948e-06 8.0418e-06 7.5251e-06 6.9170e-06 6.1585e-06
8.9900e+02 1.0079e-05 9.7593e-06 9.4171e-06 9.0472e-06 8.6422e-06 8.1922e-06 7.6792e-06 7.0757e-06 6.3219e-06
9.0100e+02 9.8234e-06 9.5236e-06 9.2023e-06 8.8548e-06 8.4736e-06 8.0493e-06 7.5647e-06 6.9929e-06 6.2757e-06
9.0300e+02 1.0110e-05 9.7955e-06 9.4589e-06 9.0950e-06 8.6966e-06 8.2538e-06 7.7489e-06 7.1541e-06 6.4094e-06
9.0500e+02 1.0306e-05 9.9862e-06 9.6443e-06 9.2749e-06 8.8705e-06 8.4214e-06 7.9094e-06 7.3067e-06 6.5520e-06
9.0700e+02 1.0376e-05 1.0060e-05 9.7204e-06 9.3540e-06 8.9530e-06 8.5077e-06 8.0002e-06 7.4025e-06 6.6535e-06
9.0900e+02 1.0194e-05 9.8897e-06 9.5636e-06 9.2114e-06 8.8259e-06 8.3977e-06 7.9097e-06 7.3352e-06 6.6151e-06
9.1100e+02 1.0257e-05 9.9522e-06 9.6256e-06 9.2729e-06 8.8871e-06 8.4586e-06 7.9706e-06 7.3959e-06 6.6756e-06
9.1300e+02 1.0458e-05 1.0147e-05 9.8133e-06 9.4534e-06 9.0598e-06 8.6230e-06 8.1256e-06 7.5402e-06 6.8068e-06
9.1500e+02 1.0495e-05 1.0185e-05 9.8535e-06 9.4957e-06 9.1042e-06 8.6697e-06 8.1749e-06 7.5926e-06 6.8631e-06
9.1700e+02 1.0528e-05 1.0221e-05 9.8908e-06 9.5348e-06 9.1454e-06 8.7132e-06 8.2210e-06 7.6418e-06 6.9160e-06
9.1900e+02 1.0608e-05 1.0299e-05 9.9684e-06 9.6112e-06 9.2205e-06 8.7869e-06 8.2932e-06 7.7123e-06 6.9844e-06
9.2100e+02 1.0548e-05 1.0244e-05 9.9169e-06 9.5640e-06 9.1778e-06 8.7488e-06 8.2600e-06 7.6842e-06 6.9618e-06
9.2300e+02 1.0616e-05 1.0307e-05 9.9763e-06 9.6186e-06 9.2271e-06 8.7920e-06 8.2960e-06 7.7114e-06 6.9770e-06
9.2500e+02 1.0532e-05 1.0230e-05 9.9064e-06 9.5562e-06 9.1723e-06 8.7453e-06 8.2578e-06 7.6824e-06 6.9585e-06
9.2700e+02 1.0622e-05 1.0315e-05 9.9863e-06 9.6311e-06 9.2422e-06 8.8102e-06 8.3178e-06 7.7376e-06 7.0092e-06
9.2900e+02 1.0588e-05 1.0282e-05 9.9541e-06 9.6000e-06 9.2121e-06 8.7810e-06 8.2894e-06 7.7096e-06 6.9808e-06
9.3100e+02 1.0724e-05 1.0412e-05 1.0078e-05 9.7177e-06 9.3227e-06 8.8835e-06 8.3827e-06 7.7918e-06 7.0488e-06
9.3300e+02 1.0752e-05 1.0441e-05 1.0107e-05 9.7470e-06 9.3526e-06 8.9140e-06 8.4139e-06 7.8239e-06 7.0822e-06
9.3500e+02 1.0757e-05 1.0448e-05 1.0116e-05 9.7584e-06 9.3663e-06 8.9305e-06 8.4334e-06 7.8472e-06 7.1103e-06
9.3700e+02 1.0687e-05 1.0379e-05 1.0049e-05 9.6931e-06 9.3033e-06 8.8700e-06 8.3760e-06 7.7934e-06 7.0614e-06
9.3900e+02 1.0810e-05 1.0500e-05 1.0167e-05 9.8075e-06 9.4138e-06 8.9761e-06 8.4768e-06 7.8878e-06 7.1472e-06
9.4100e+02 1.0711e-05 1.0411e-05 1.0089e-05 9.7405e-06 9.3581e-06 8.9322e-06 8.4453e-06 7.8698e-06 7.1444e-06
9.4300e+02 1.0862e-05 1.0554e-05 1.0224e-05 9.8665e-06 9.4751e-06 9.0398e-06 8.5431e-06 7.9568e-06 7.2193e-06
9.4500e+02 1.0730e-05 1.0427e-05 1.0103e-05 9.7527e-06 9.3686e-06 8.9413e-06 8.4535e-06 7.8777e-06 7.1532e-06
9.4700e+02 1.0911e-05 1.0602e-05 1.0270e-05 9.9118e-06 9.5194e-06 9.0833e-06 8.5859e-06 7.9995e-06 7.2624e-06
9.4900e+02 1.0973e-05 1.0662e-05 1.0330e-05 9.9709e-06 9.5778e-06 9.1410e-06 8.6430e-06 8.0560e-06 7.3186e-06
9.5100e+02 1.0977e-05 1.0667e-05 1.0335e-05 9.9761e-06 9.5836e-06 9.1474e-06 8.6502e-06 8.0643e-06 7.3282e-06
9.5300e+02 1.0955e-05 1.0647e-05 1.0317e-05 9.9607e-06 9.5703e-06 9.1366e-06 8.6420e-06 8.0591e-06 7.3268e-06
9.5500e+02 1.0834e-05 1.0530e-05 1.0204e-05 9.8519e-06 9.4671e-06 9.0400e-06 8.5536e-06 7.9812e-06 7.2635e-06
9.5700e+02 1.0960e-05 1.0655e-05 1.0327e-05 9.9733e-06 9.5860e-06 9.1559e-06 8.6656e-06 8.0879e-06 7.3625e-06
9.5900e+02 1.1103e-05 1.0793e-05 1.0461e-05 1.0102e-05 9.7088e-06 9.2725e-06 8.7753e-06 8.1897e-06 7.4546e-06
9.6100e+02 1.0953e-05 1.0648e-05 1.0321e-05 9.9677e-06 9.5817e-06 9.1533e-06 8.6654e-06 8.0913e-06 7.3713e-06
9.6300e+02 1.1097e-05 1.0790e-05 1.0460e-05 1.0104e-05 9.7137e-06 9.2806e-06 8.7871e-06 8.2057e-06 7.4758e-06
9.6500e+02 1.0695e-05 1.0400e-05 1.0084e-05 9.7432e-06 9.3704e-06 8.9568e-06 8.4861e-06 7.9324e-06 7.2389e-06
9.6700e+02 1.0801e-05 1.0503e-05 1.0183e-05 9.8380e-06 9.4607e-06 9.0423e-06 8.5661e-06 8.0060e-06 7.3043e-06
9.6900e+02 1.1075e-05 1.0768e-05 1.0440e-05 1.0086e-05 9.6986e-06 9.2685e-06 8.7788e-06 8.2026e-06 7.4805e-06
