# M0 100G vt1 mean contrast spectra for all mus -- with molecular opacities, fixed rows
wavelength   i10       i09         i08        i07       i06        i05        i04  i03    
2.8350e+02 2.4589e-09 2.3522e-09 2.2793e-09 2.2177e-09 2.1767e-09 2.1606e-09 2.1624e-09 2.2491e-09 2.5628e-09
2.8450e+02 2.3295e-09 2.2575e-09 2.2197e-09 2.1905e-09 2.1884e-09 2.2153e-09 2.2622e-09 2.4057e-09 2.7950e-09
2.8550e+02 2.4704e-09 2.4302e-09 2.4337e-09 2.4586e-09 2.5200e-09 2.6279e-09 2.7889e-09 3.0856e-09 3.7163e-09
2.8650e+02 2.8269e-09 2.7257e-09 2.6613e-09 2.6103e-09 2.5843e-09 2.5897e-09 2.6182e-09 2.7500e-09 3.1437e-09
2.8750e+02 3.1310e-09 2.9956e-09 2.8970e-09 2.8094e-09 2.7455e-09 2.7141e-09 2.7032e-09 2.7981e-09 3.1575e-09
2.8850e+02 4.1537e-09 3.9262e-09 3.7357e-09 3.5633e-09 3.4137e-09 3.2931e-09 3.1954e-09 3.2018e-09 3.4832e-09
2.8950e+02 4.7038e-09 4.4195e-09 4.1705e-09 3.9315e-09 3.6972e-09 3.4814e-09 3.2662e-09 3.1174e-09 3.1352e-09
2.9100e+02 5.7129e-09 5.3259e-09 4.9842e-09 4.6473e-09 4.3251e-09 4.0205e-09 3.7177e-09 3.5021e-09 3.5000e-09
2.9300e+02 6.5069e-09 6.0556e-09 5.6563e-09 5.2750e-09 4.9306e-09 4.6207e-09 4.3376e-09 4.1750e-09 4.3330e-09
2.9500e+02 6.5041e-09 6.0924e-09 5.7361e-09 5.3914e-09 5.0914e-09 4.8348e-09 4.6131e-09 4.5078e-09 4.7210e-09
2.9700e+02 6.6010e-09 6.2074e-09 5.8686e-09 5.5437e-09 5.2595e-09 5.0196e-09 4.8097e-09 4.7261e-09 5.0140e-09
2.9900e+02 7.6215e-09 7.1601e-09 6.7543e-09 6.3696e-09 6.0296e-09 5.7373e-09 5.4766e-09 5.3457e-09 5.6038e-09
3.0100e+02 8.1770e-09 7.7058e-09 7.2955e-09 6.9032e-09 6.5586e-09 6.2565e-09 5.9900e-09 5.8754e-09 6.2057e-09
3.0300e+02 9.9084e-09 9.2824e-09 8.7280e-09 8.1953e-09 7.7034e-09 7.2699e-09 6.8788e-09 6.6491e-09 6.8735e-09
3.0500e+02 1.1541e-08 1.0787e-08 1.0104e-08 9.4337e-09 8.8220e-09 8.2590e-09 7.7287e-09 7.3556e-09 7.4595e-09
3.0700e+02 1.2508e-08 1.1621e-08 1.0820e-08 1.0051e-08 9.3371e-09 8.6855e-09 8.0864e-09 7.6596e-09 7.7217e-09
3.0900e+02 1.1724e-08 1.1003e-08 1.0351e-08 9.7259e-09 9.1505e-09 8.6325e-09 8.1579e-09 7.8621e-09 8.0816e-09
3.1100e+02 1.7323e-08 1.5983e-08 1.4756e-08 1.3580e-08 1.2481e-08 1.1468e-08 1.0522e-08 9.7888e-09 9.6180e-09
3.1300e+02 1.8062e-08 1.6679e-08 1.5398e-08 1.4156e-08 1.2976e-08 1.1850e-08 1.0774e-08 9.9032e-09 9.5414e-09
3.1500e+02 2.5379e-08 2.3215e-08 2.1178e-08 1.9205e-08 1.7312e-08 1.5494e-08 1.3737e-08 1.2157e-08 1.0963e-08
3.1700e+02 3.6180e-08 3.2884e-08 2.9754e-08 2.6707e-08 2.3780e-08 2.0966e-08 1.8243e-08 1.5783e-08 1.3868e-08
3.1900e+02 3.1188e-08 2.8603e-08 2.6163e-08 2.3795e-08 2.1530e-08 1.9380e-08 1.7342e-08 1.5587e-08 1.4543e-08
3.2100e+02 3.7970e-08 3.4859e-08 3.1886e-08 2.8958e-08 2.6122e-08 2.3380e-08 2.0722e-08 1.8331e-08 1.6613e-08
3.2300e+02 4.0406e-08 3.7298e-08 3.4311e-08 3.1372e-08 2.8496e-08 2.5724e-08 2.3022e-08 2.0566e-08 1.8842e-08
3.2500e+02 5.8955e-08 5.3739e-08 4.8724e-08 4.3812e-08 3.9032e-08 3.4419e-08 2.9928e-08 2.5749e-08 2.2343e-08
3.2700e+02 7.8917e-08 7.1379e-08 6.4098e-08 5.6994e-08 5.0088e-08 4.3365e-08 3.6800e-08 3.0593e-08 2.5101e-08
3.2900e+02 9.6906e-08 8.7967e-08 7.9207e-08 7.0570e-08 6.2056e-08 5.3671e-08 4.5354e-08 3.7172e-08 2.9265e-08
3.3100e+02 8.1958e-08 7.4944e-08 6.8068e-08 6.1247e-08 5.4481e-08 4.7763e-08 4.1033e-08 3.4441e-08 2.8244e-08
3.3300e+02 9.2329e-08 8.4747e-08 7.7289e-08 6.9833e-08 6.2398e-08 5.5010e-08 4.7596e-08 4.0379e-08 3.3787e-08
3.3500e+02 8.4759e-08 7.8169e-08 7.1701e-08 6.5236e-08 5.8776e-08 5.2346e-08 4.5874e-08 3.9549e-08 3.3850e-08
3.3700e+02 5.7962e-08 5.4230e-08 5.0574e-08 4.6875e-08 4.3179e-08 3.9499e-08 3.5797e-08 3.2306e-08 2.9624e-08
3.3900e+02 7.8921e-08 7.3512e-08 6.8174e-08 6.2762e-08 5.7311e-08 5.1827e-08 4.6252e-08 4.0787e-08 3.5977e-08
3.4100e+02 8.9167e-08 8.3143e-08 7.7151e-08 7.1063e-08 6.4911e-08 5.8707e-08 5.2364e-08 4.6076e-08 4.0377e-08
3.4300e+02 1.0051e-07 9.3272e-08 8.6110e-08 7.8866e-08 7.1567e-08 6.4232e-08 5.6775e-08 4.9394e-08 4.2679e-08
3.4500e+02 8.6749e-08 8.0818e-08 7.4961e-08 6.9076e-08 6.3192e-08 5.7308e-08 5.1324e-08 4.5509e-08 4.0541e-08
3.4700e+02 8.9310e-08 8.3319e-08 7.7416e-08 7.1463e-08 6.5496e-08 5.9528e-08 5.3471e-08 4.7608e-08 4.2456e-08
3.4900e+02 1.2094e-07 1.1204e-07 1.0327e-07 9.4464e-08 8.5641e-08 7.6805e-08 6.7841e-08 5.9018e-08 5.0938e-08
3.5100e+02 1.6131e-07 1.4918e-07 1.3712e-07 1.2498e-07 1.1276e-07 1.0046e-07 8.7932e-08 7.5381e-08 6.3288e-08
3.5300e+02 1.6081e-07 1.4901e-07 1.3723e-07 1.2535e-07 1.1338e-07 1.0132e-07 8.9034e-08 7.6744e-08 6.5014e-08
3.5500e+02 2.3006e-07 2.1265e-07 1.9512e-07 1.7738e-07 1.5934e-07 1.4095e-07 1.2203e-07 1.0281e-07 8.3534e-08
3.5700e+02 1.0998e-07 1.0326e-07 9.6584e-08 8.9800e-08 8.2935e-08 7.5995e-08 6.8913e-08 6.1981e-08 5.5927e-08
3.5900e+02 1.0016e-07 9.4168e-08 8.8258e-08 8.2270e-08 7.6269e-08 7.0247e-08 6.4166e-08 5.8391e-08 5.3854e-08
3.6100e+02 1.4745e-07 1.3774e-07 1.2806e-07 1.1826e-07 1.0835e-07 9.8329e-08 8.8069e-08 7.7836e-08 6.8503e-08
3.6300e+02 1.8845e-07 1.7607e-07 1.6366e-07 1.5102e-07 1.3813e-07 1.2496e-07 1.1132e-07 9.7366e-08 8.3707e-08
3.6400e+02 2.0383e-07 1.9022e-07 1.7649e-07 1.6248e-07 1.4809e-07 1.3326e-07 1.1772e-07 1.0146e-07 8.4546e-08
3.6500e+02 2.3971e-07 2.2226e-07 2.0478e-07 1.8712e-07 1.6922e-07 1.5109e-07 1.3257e-07 1.1377e-07 9.5144e-08
3.6700e+02 3.2937e-07 3.0524e-07 2.8084e-07 2.5603e-07 2.3070e-07 2.0472e-07 1.7777e-07 1.4966e-07 1.2031e-07
3.6900e+02 2.6094e-07 2.4307e-07 2.2507e-07 2.0676e-07 1.8810e-07 1.6902e-07 1.4927e-07 1.2893e-07 1.0848e-07
3.7100e+02 2.0404e-07 1.9082e-07 1.7760e-07 1.6416e-07 1.5049e-07 1.3655e-07 1.2214e-07 1.0745e-07 9.3280e-08
3.7300e+02 9.9176e-08 9.4473e-08 8.9855e-08 8.5213e-08 8.0576e-08 7.5966e-08 7.1385e-08 6.7288e-08 6.5143e-08
3.7500e+02 1.2430e-07 1.1799e-07 1.1175e-07 1.0541e-07 9.8975e-08 9.2472e-08 8.5845e-08 7.9529e-08 7.4872e-08
3.7700e+02 2.8375e-07 2.6563e-07 2.4734e-07 2.2862e-07 2.0940e-07 1.8960e-07 1.6893e-07 1.4742e-07 1.2558e-07
3.7900e+02 3.2371e-07 3.0315e-07 2.8229e-07 2.6091e-07 2.3894e-07 2.1627e-07 1.9252e-07 1.6764e-07 1.4192e-07
3.8100e+02 2.9573e-07 2.7795e-07 2.5989e-07 2.4126e-07 2.2202e-07 2.0207e-07 1.8105e-07 1.5902e-07 1.3646e-07
3.8300e+02 1.3316e-07 1.2749e-07 1.2182e-07 1.1600e-07 1.1007e-07 1.0403e-07 9.7803e-08 9.1969e-08 8.8062e-08
3.8500e+02 2.3321e-07 2.2064e-07 2.0790e-07 1.9475e-07 1.8113e-07 1.6697e-07 1.5206e-07 1.3671e-07 1.2194e-07
3.8700e+02 2.3020e-07 2.1767e-07 2.0503e-07 1.9200e-07 1.7854e-07 1.6464e-07 1.5011e-07 1.3518e-07 1.2087e-07
3.8900e+02 2.4760e-07 2.3346e-07 2.1922e-07 2.0464e-07 1.8968e-07 1.7428e-07 1.5823e-07 1.4187e-07 1.2644e-07
3.9100e+02 3.3565e-07 3.1508e-07 2.9427e-07 2.7298e-07 2.5113e-07 2.2860e-07 2.0503e-07 1.8052e-07 1.5578e-07
3.9300e+02 1.4392e-07 1.3764e-07 1.3148e-07 1.2523e-07 1.1897e-07 1.1274e-07 1.0657e-07 1.0114e-07 9.8742e-08
3.9500e+02 2.5115e-07 2.3667e-07 2.2199e-07 2.0689e-07 1.9126e-07 1.7498e-07 1.5770e-07 1.3937e-07 1.2036e-07
3.9700e+02 1.9771e-07 1.8778e-07 1.7791e-07 1.6785e-07 1.5761e-07 1.4723e-07 1.3653e-07 1.2609e-07 1.1793e-07
3.9900e+02 5.3406e-07 4.9855e-07 4.6246e-07 4.2557e-07 3.8756e-07 3.4819e-07 3.0682e-07 2.6265e-07 2.1399e-07
4.0100e+02 7.1341e-07 6.6550e-07 6.1658e-07 5.6638e-07 5.1454e-07 4.6068e-07 4.0396e-07 3.4334e-07 2.7642e-07
4.0300e+02 5.5948e-07 5.2209e-07 4.8407e-07 4.4529e-07 4.0551e-07 3.6443e-07 3.2153e-07 2.7700e-07 2.3114e-07
4.0500e+02 6.2978e-07 5.9015e-07 5.4956e-07 5.0774e-07 4.6431e-07 4.1891e-07 3.7073e-07 3.1873e-07 2.6068e-07
4.0700e+02 5.8419e-07 5.4987e-07 5.1478e-07 4.7857e-07 4.4101e-07 4.0187e-07 3.6035e-07 3.1602e-07 2.6820e-07
4.0900e+02 8.1601e-07 7.6161e-07 7.0605e-07 6.4898e-07 5.9004e-07 5.2870e-07 4.6399e-07 3.9460e-07 3.1759e-07
4.1100e+02 5.9225e-07 5.5428e-07 5.1575e-07 4.7634e-07 4.3571e-07 3.9350e-07 3.4893e-07 3.0105e-07 2.4775e-07
4.1300e+02 6.8442e-07 6.4062e-07 5.9590e-07 5.4996e-07 5.0241e-07 4.5283e-07 4.0040e-07 3.4403e-07 2.8136e-07
4.1500e+02 6.6106e-07 6.2061e-07 5.7918e-07 5.3638e-07 4.9183e-07 4.4516e-07 3.9547e-07 3.4176e-07 2.8196e-07
4.1700e+02 6.8591e-07 6.4268e-07 5.9858e-07 5.5323e-07 5.0626e-07 4.5721e-07 4.0515e-07 3.4893e-07 2.8602e-07
4.1900e+02 7.0763e-07 6.6378e-07 6.1892e-07 5.7261e-07 5.2448e-07 4.7406e-07 4.2041e-07 3.6238e-07 2.9775e-07
4.2100e+02 5.6157e-07 5.2529e-07 4.8855e-07 4.5109e-07 4.1268e-07 3.7301e-07 3.3158e-07 2.8879e-07 2.4575e-07
4.2300e+02 2.8445e-07 2.6830e-07 2.5219e-07 2.3593e-07 2.1948e-07 2.0269e-07 1.8545e-07 1.6881e-07 1.5541e-07
4.2500e+02 6.0031e-07 5.6188e-07 5.2289e-07 4.8311e-07 4.4224e-07 3.9995e-07 3.5569e-07 3.0975e-07 2.6317e-07
4.2700e+02 6.4100e-07 6.0294e-07 5.6409e-07 5.2409e-07 4.8267e-07 4.3968e-07 3.9434e-07 3.4667e-07 2.9728e-07
4.2900e+02 6.3834e-07 6.0100e-07 5.6272e-07 5.2321e-07 4.8210e-07 4.3899e-07 3.9299e-07 3.4367e-07 2.9107e-07
4.3100e+02 7.1617e-07 6.7582e-07 6.3420e-07 5.9095e-07 5.4558e-07 4.9756e-07 4.4585e-07 3.8970e-07 3.2816e-07
4.3300e+02 1.0073e-06 9.4564e-07 8.8222e-07 8.1659e-07 7.4816e-07 6.7619e-07 5.9921e-07 5.1528e-07 4.2039e-07
4.3500e+02 1.0918e-06 1.0219e-06 9.4995e-07 8.7552e-07 7.9796e-07 7.1653e-07 6.2969e-07 5.3550e-07 4.2958e-07
4.3700e+02 1.1876e-06 1.1113e-06 1.0327e-06 9.5134e-07 8.6650e-07 7.7734e-07 6.8222e-07 5.7898e-07 4.6278e-07
4.3900e+02 1.0014e-06 9.4069e-07 8.7812e-07 8.1317e-07 7.4518e-07 6.7349e-07 5.9662e-07 5.1275e-07 4.1830e-07
4.4100e+02 1.0459e-06 9.8249e-07 9.1710e-07 8.4932e-07 7.7846e-07 7.0378e-07 6.2367e-07 5.3662e-07 4.4005e-07
4.4300e+02 1.0707e-06 1.0016e-06 9.3084e-07 8.5780e-07 7.8185e-07 7.0230e-07 6.1765e-07 5.2605e-07 4.2338e-07
4.4500e+02 1.1374e-06 1.0650e-06 9.9056e-07 9.1349e-07 8.3312e-07 7.4862e-07 6.5829e-07 5.6008e-07 4.4947e-07
4.4700e+02 1.3335e-06 1.2452e-06 1.1542e-06 1.0600e-06 9.6164e-07 8.5824e-07 7.4792e-07 6.2829e-07 4.9459e-07
4.4900e+02 1.3925e-06 1.3005e-06 1.2059e-06 1.1078e-06 1.0056e-06 8.9820e-07 7.8356e-07 6.5918e-07 5.1973e-07
4.5100e+02 1.6144e-06 1.5030e-06 1.3884e-06 1.2697e-06 1.1463e-06 1.0168e-06 8.7900e-07 7.3017e-07 5.6455e-07
4.5300e+02 1.2902e-06 1.2057e-06 1.1190e-06 1.0294e-06 9.3618e-07 8.3833e-07 7.3410e-07 6.2125e-07 4.9510e-07
4.5500e+02 1.5037e-06 1.4021e-06 1.2977e-06 1.1897e-06 1.0774e-06 9.5964e-07 8.3430e-07 6.9888e-07 5.4796e-07
4.5700e+02 1.6620e-06 1.5508e-06 1.4363e-06 1.3177e-06 1.1942e-06 1.0644e-06 9.2606e-07 7.7618e-07 6.0848e-07
4.5900e+02 1.5417e-06 1.4364e-06 1.3278e-06 1.2153e-06 1.0979e-06 9.7442e-07 8.4283e-07 7.0058e-07 5.4267e-07
4.6100e+02 1.6465e-06 1.5350e-06 1.4200e-06 1.3006e-06 1.1760e-06 1.0448e-06 9.0486e-07 7.5338e-07 5.8487e-07
4.6300e+02 1.6662e-06 1.5499e-06 1.4298e-06 1.3053e-06 1.1754e-06 1.0390e-06 8.9401e-07 7.3802e-07 5.6664e-07
4.6500e+02 1.5779e-06 1.4692e-06 1.3573e-06 1.2414e-06 1.1207e-06 9.9402e-07 8.5938e-07 7.1455e-07 5.5514e-07
4.6700e+02 1.7371e-06 1.6155e-06 1.4900e-06 1.3601e-06 1.2248e-06 1.0828e-06 9.3202e-07 7.7004e-07 5.9215e-07
4.6900e+02 1.6868e-06 1.5691e-06 1.4480e-06 1.3226e-06 1.1922e-06 1.0555e-06 9.1044e-07 7.5482e-07 5.8410e-07
4.7100e+02 1.6142e-06 1.5060e-06 1.3947e-06 1.2795e-06 1.1595e-06 1.0335e-06 8.9949e-07 7.5490e-07 5.9459e-07
4.7300e+02 1.5964e-06 1.4873e-06 1.3753e-06 1.2599e-06 1.1401e-06 1.0149e-06 8.8232e-07 7.4001e-07 5.8317e-07
4.7500e+02 1.5916e-06 1.4861e-06 1.3782e-06 1.2669e-06 1.1515e-06 1.0308e-06 9.0279e-07 7.6493e-07 6.1173e-07
4.7700e+02 1.2627e-06 1.1717e-06 1.0793e-06 9.8486e-07 8.8785e-07 7.8777e-07 6.8340e-07 5.7380e-07 4.5679e-07
4.7900e+02 1.4270e-06 1.3264e-06 1.2239e-06 1.1189e-06 1.0108e-06 8.9886e-07 7.8162e-07 6.5760e-07 5.2362e-07
4.8100e+02 1.6644e-06 1.5402e-06 1.4130e-06 1.2820e-06 1.1469e-06 1.0069e-06 8.6076e-07 7.0758e-07 5.4567e-07
4.8300e+02 1.7096e-06 1.5873e-06 1.4619e-06 1.3328e-06 1.1991e-06 1.0601e-06 9.1384e-07 7.5901e-07 5.9233e-07
4.8500e+02 1.8647e-06 1.7343e-06 1.5998e-06 1.4604e-06 1.3152e-06 1.1630e-06 1.0017e-06 8.2934e-07 6.4212e-07
4.8700e+02 1.8622e-06 1.7408e-06 1.6150e-06 1.4839e-06 1.3464e-06 1.2009e-06 1.0452e-06 8.7631e-07 6.8916e-07
4.8900e+02 1.9478e-06 1.8240e-06 1.6958e-06 1.5623e-06 1.4222e-06 1.2739e-06 1.1147e-06 9.4120e-07 7.4678e-07
4.9100e+02 1.9992e-06 1.8735e-06 1.7436e-06 1.6083e-06 1.4665e-06 1.3165e-06 1.1555e-06 9.7964e-07 7.8146e-07
4.9300e+02 1.8990e-06 1.7866e-06 1.6704e-06 1.5495e-06 1.4226e-06 1.2883e-06 1.1436e-06 9.8482e-07 8.0437e-07
4.9500e+02 1.8343e-06 1.7224e-06 1.6071e-06 1.4874e-06 1.3622e-06 1.2304e-06 1.0892e-06 9.3559e-07 7.6301e-07
4.9700e+02 1.5473e-06 1.4402e-06 1.3304e-06 1.2174e-06 1.1003e-06 9.7884e-07 8.5140e-07 7.1712e-07 5.7363e-07
4.9900e+02 1.4857e-06 1.3938e-06 1.2994e-06 1.2016e-06 1.0997e-06 9.9268e-07 8.7880e-07 7.5618e-07 6.2064e-07
5.0100e+02 1.2766e-06 1.1978e-06 1.1169e-06 1.0332e-06 9.4608e-07 8.5481e-07 7.5799e-07 6.5448e-07 5.4165e-07
5.0300e+02 1.4328e-06 1.3456e-06 1.2561e-06 1.1634e-06 1.0667e-06 9.6515e-07 8.5687e-07 7.3999e-07 6.1053e-07
5.0500e+02 1.3736e-06 1.2943e-06 1.2127e-06 1.1283e-06 1.0400e-06 9.4706e-07 8.4778e-07 7.4023e-07 6.2092e-07
5.0700e+02 1.3557e-06 1.2810e-06 1.2044e-06 1.1248e-06 1.0416e-06 9.5369e-07 8.5925e-07 7.5595e-07 6.3892e-07
5.0900e+02 1.3439e-06 1.2724e-06 1.1990e-06 1.1228e-06 1.0430e-06 9.5857e-07 8.6770e-07 7.6799e-07 6.5439e-07
5.1100e+02 1.3922e-06 1.3199e-06 1.2457e-06 1.1686e-06 1.0877e-06 1.0022e-06 9.0988e-07 8.0859e-07 6.9269e-07
5.1300e+02 1.3551e-06 1.2871e-06 1.2172e-06 1.1445e-06 1.0683e-06 9.8761e-07 9.0048e-07 8.0456e-07 6.9452e-07
5.1500e+02 1.2922e-06 1.2303e-06 1.1667e-06 1.1005e-06 1.0311e-06 9.5742e-07 8.7777e-07 7.8996e-07 6.8912e-07
5.1700e+02 1.2071e-06 1.1516e-06 1.0944e-06 1.0348e-06 9.7225e-07 9.0662e-07 8.3712e-07 7.6533e-07 6.9779e-07
5.1900e+02 1.2851e-06 1.2197e-06 1.1520e-06 1.0809e-06 1.0059e-06 9.2612e-07 8.3999e-07 7.4784e-07 6.5258e-07
5.2100e+02 1.5598e-06 1.4754e-06 1.3882e-06 1.2972e-06 1.2017e-06 1.1006e-06 9.9189e-07 8.7564e-07 7.5463e-07
5.2300e+02 2.4493e-06 2.3080e-06 2.1608e-06 2.0065e-06 1.8435e-06 1.6698e-06 1.4818e-06 1.2750e-06 1.0407e-06
5.2500e+02 2.5979e-06 2.4369e-06 2.2695e-06 2.0947e-06 1.9108e-06 1.7158e-06 1.5064e-06 1.2786e-06 1.0243e-06
5.2700e+02 2.1759e-06 2.0585e-06 1.9362e-06 1.8076e-06 1.6714e-06 1.5256e-06 1.3665e-06 1.1908e-06 9.9405e-07
5.2900e+02 2.7940e-06 2.6325e-06 2.4641e-06 2.2874e-06 2.1003e-06 1.9005e-06 1.6834e-06 1.4431e-06 1.1678e-06
5.3100e+02 3.0672e-06 2.8883e-06 2.7017e-06 2.5060e-06 2.2989e-06 2.0778e-06 1.8376e-06 1.5716e-06 1.2663e-06
5.3300e+02 2.6959e-06 2.5474e-06 2.3924e-06 2.2293e-06 2.0564e-06 1.8711e-06 1.6688e-06 1.4440e-06 1.1876e-06
5.3500e+02 2.9276e-06 2.7633e-06 2.5921e-06 2.4124e-06 2.2222e-06 2.0189e-06 1.7975e-06 1.5515e-06 1.2669e-06
5.3700e+02 2.9244e-06 2.7581e-06 2.5845e-06 2.4020e-06 2.2086e-06 2.0014e-06 1.7755e-06 1.5244e-06 1.2349e-06
5.3900e+02 2.9404e-06 2.7770e-06 2.6066e-06 2.4276e-06 2.2379e-06 2.0349e-06 1.8136e-06 1.5674e-06 1.2822e-06
5.4100e+02 2.9056e-06 2.7484e-06 2.5842e-06 2.4114e-06 2.2281e-06 2.0313e-06 1.8162e-06 1.5757e-06 1.2958e-06
5.4300e+02 2.9377e-06 2.7780e-06 2.6114e-06 2.4365e-06 2.2510e-06 2.0523e-06 1.8354e-06 1.5936e-06 1.3128e-06
5.4500e+02 2.7999e-06 2.6359e-06 2.4653e-06 2.2866e-06 2.0981e-06 1.8974e-06 1.6805e-06 1.4428e-06 1.1754e-06
5.4700e+02 2.8698e-06 2.6912e-06 2.5053e-06 2.3108e-06 2.1060e-06 1.8888e-06 1.6556e-06 1.4024e-06 1.1220e-06
5.4900e+02 3.0272e-06 2.8450e-06 2.6552e-06 2.4564e-06 2.2465e-06 2.0233e-06 1.7824e-06 1.5187e-06 1.2224e-06
5.5100e+02 2.8637e-06 2.6897e-06 2.5086e-06 2.3189e-06 2.1189e-06 1.9063e-06 1.6772e-06 1.4274e-06 1.1486e-06
5.5300e+02 3.2341e-06 3.0422e-06 2.8418e-06 2.6311e-06 2.4079e-06 2.1695e-06 1.9107e-06 1.6259e-06 1.3036e-06
5.5500e+02 3.3677e-06 3.1702e-06 2.9640e-06 2.7474e-06 2.5180e-06 2.2731e-06 2.0071e-06 1.7135e-06 1.3793e-06
5.5700e+02 3.3388e-06 3.1503e-06 2.9531e-06 2.7455e-06 2.5249e-06 2.2884e-06 2.0303e-06 1.7437e-06 1.4142e-06
5.5900e+02 2.9710e-06 2.8087e-06 2.6393e-06 2.4613e-06 2.2723e-06 2.0699e-06 1.8491e-06 1.6036e-06 1.3203e-06
5.6100e+02 2.9949e-06 2.8053e-06 2.6078e-06 2.4010e-06 2.1834e-06 1.9532e-06 1.7070e-06 1.4423e-06 1.1542e-06
5.6300e+02 3.2559e-06 3.0475e-06 2.8299e-06 2.6018e-06 2.3613e-06 2.1063e-06 1.8330e-06 1.5383e-06 1.2168e-06
5.6500e+02 3.4888e-06 3.2718e-06 3.0444e-06 2.8050e-06 2.5514e-06 2.2808e-06 1.9885e-06 1.6701e-06 1.3178e-06
5.6700e+02 3.4356e-06 3.2237e-06 3.0015e-06 2.7676e-06 2.5195e-06 2.2544e-06 1.9677e-06 1.6549e-06 1.3083e-06
5.6900e+02 3.5886e-06 3.3790e-06 3.1591e-06 2.9268e-06 2.6796e-06 2.4140e-06 2.1243e-06 1.8037e-06 1.4397e-06
5.7100e+02 3.5688e-06 3.3639e-06 3.1486e-06 2.9212e-06 2.6789e-06 2.4183e-06 2.1333e-06 1.8170e-06 1.4561e-06
5.7300e+02 3.9285e-06 3.7053e-06 3.4710e-06 3.2232e-06 2.9591e-06 2.6747e-06 2.3631e-06 2.0154e-06 1.6150e-06
5.7500e+02 4.0473e-06 3.8244e-06 3.5899e-06 3.3416e-06 3.0765e-06 2.7902e-06 2.4754e-06 2.1223e-06 1.7116e-06
5.7700e+02 3.9775e-06 3.7498e-06 3.5104e-06 3.2570e-06 2.9867e-06 2.6954e-06 2.3762e-06 2.0207e-06 1.6133e-06
5.7900e+02 3.9550e-06 3.7400e-06 3.5139e-06 3.2744e-06 3.0186e-06 2.7423e-06 2.4382e-06 2.0971e-06 1.7004e-06
5.8100e+02 4.1043e-06 3.8775e-06 3.6390e-06 3.3866e-06 3.1172e-06 2.8266e-06 2.5073e-06 2.1501e-06 1.7364e-06
5.8300e+02 4.2269e-06 3.9930e-06 3.7470e-06 3.4865e-06 3.2083e-06 2.9082e-06 2.5784e-06 2.2093e-06 1.7818e-06
5.8500e+02 3.9931e-06 3.7710e-06 3.5375e-06 3.2906e-06 3.0270e-06 2.7430e-06 2.4316e-06 2.0840e-06 1.6839e-06
5.8700e+02 3.6961e-06 3.4782e-06 3.2502e-06 3.0104e-06 2.7559e-06 2.4840e-06 2.1892e-06 1.8659e-06 1.5034e-06
5.8900e+02 1.8425e-06 1.7571e-06 1.6696e-06 1.5789e-06 1.4845e-06 1.3859e-06 1.2813e-06 1.1739e-06 1.0759e-06
5.9100e+02 3.2196e-06 3.0218e-06 2.8162e-06 2.6013e-06 2.3752e-06 2.1360e-06 1.8803e-06 1.6052e-06 1.3055e-06
5.9300e+02 3.8001e-06 3.5653e-06 3.3191e-06 3.0596e-06 2.7843e-06 2.4905e-06 2.1734e-06 1.8293e-06 1.4525e-06
5.9500e+02 3.9276e-06 3.6878e-06 3.4359e-06 3.1702e-06 2.8878e-06 2.5858e-06 2.2589e-06 1.9027e-06 1.5104e-06
5.9700e+02 4.0442e-06 3.7994e-06 3.5419e-06 3.2698e-06 2.9801e-06 2.6696e-06 2.3327e-06 1.9643e-06 1.5570e-06
5.9900e+02 4.1835e-06 3.9390e-06 3.6816e-06 3.4092e-06 3.1186e-06 2.8059e-06 2.4647e-06 2.0881e-06 1.6646e-06
6.0100e+02 4.2333e-06 3.9910e-06 3.7357e-06 3.4651e-06 3.1758e-06 2.8638e-06 2.5224e-06 2.1437e-06 1.7150e-06
6.0300e+02 4.4643e-06 4.2179e-06 3.9578e-06 3.6816e-06 3.3857e-06 3.0654e-06 2.7129e-06 2.3184e-06 1.8644e-06
6.0500e+02 4.6038e-06 4.3537e-06 4.0899e-06 3.8097e-06 3.5095e-06 3.1843e-06 2.8259e-06 2.4235e-06 1.9570e-06
6.0700e+02 4.6797e-06 4.4332e-06 4.1730e-06 3.8965e-06 3.5999e-06 3.2781e-06 2.9223e-06 2.5209e-06 2.0512e-06
6.0900e+02 4.7168e-06 4.4759e-06 4.2216e-06 3.9514e-06 3.6614e-06 3.3466e-06 2.9979e-06 2.6030e-06 2.1372e-06
6.1100e+02 4.6593e-06 4.4231e-06 4.1740e-06 3.9093e-06 3.6254e-06 3.3171e-06 2.9758e-06 2.5891e-06 2.1326e-06
6.1300e+02 4.4198e-06 4.2054e-06 3.9794e-06 3.7393e-06 3.4816e-06 3.2017e-06 2.8911e-06 2.5385e-06 2.1199e-06
6.1500e+02 4.7900e-06 4.5521e-06 4.3009e-06 4.0339e-06 3.7471e-06 3.4356e-06 3.0901e-06 2.6979e-06 2.2331e-06
6.1700e+02 3.6890e-06 3.4907e-06 3.2822e-06 3.0614e-06 2.8256e-06 2.5715e-06 2.2937e-06 1.9860e-06 1.6378e-06
6.1900e+02 4.3264e-06 4.0712e-06 3.8024e-06 3.5180e-06 3.2150e-06 2.8901e-06 2.5377e-06 2.1529e-06 1.7283e-06
6.2100e+02 4.2819e-06 4.0276e-06 3.7602e-06 3.4777e-06 3.1774e-06 2.8562e-06 2.5089e-06 2.1312e-06 1.7165e-06
